,0
Position,100.5
Streams,152116.355
danceability,0.6448704663212435
energy,0.5919699481865284
key,4.818652849740933
loudness,-7.030160621761659
mode,0.6321243523316062
speechiness,0.08940725388601037
acousticness,0.31323077720207254
instrumentalness,0.009762548238341969
liveness,0.1801647668393782
valence,0.465537305699482
tempo,120.39055440414509
duration_ms,186136.13989637306
time_signature,3.9844559585492227
