week,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2019-01-04--2019-01-11,0.6610697674418605,0.6121395348837212,5.25,-6.2471860465116285,0.5755813953488372,0.09187616279069764,0.2694654069767441,0.01419998831395349,0.18260581395348832,0.43314476744186053,120.43848255813948,197572.9476744186,3.9651162790697674
2019-01-11--2019-01-18,0.6673546511627908,0.6222500000000002,5.215116279069767,-6.256999999999999,0.5813953488372093,0.09123779069767439,0.256831453488372,0.014015528662790702,0.18621279069767444,0.4353063953488372,123.16031976744176,198760.63372093023,3.9651162790697674
2019-01-18--2019-01-25,0.6658023255813956,0.6362906976744189,5.273255813953488,-6.152965116279071,0.5755813953488372,0.09267906976744182,0.2377594186046512,0.011810934941860462,0.19099360465116286,0.443889534883721,122.52049999999997,198105.53488372092,3.9709302325581395
2019-01-25--2019-02-01,0.6654104046242779,0.6312138728323701,5.283236994219653,-6.211554913294796,0.5664739884393064,0.08915722543352601,0.24731884393063572,0.011802435953757224,0.18934739884393073,0.44497052023121403,121.6518901734104,198075.36994219653,3.9653179190751446
2019-02-01--2019-02-08,0.6648620689655175,0.6304827586206898,5.367816091954023,-6.168287356321839,0.6091954022988506,0.08937988505747128,0.2519612643678161,0.01106012149425287,0.1833137931034484,0.44527701149425286,119.7261034482759,198617.4827586207,3.9655172413793105
2019-02-08--2019-02-15,0.6641299435028248,0.6275367231638418,5.175141242937853,-6.153209039548022,0.6214689265536724,0.09324802259887005,0.25240734463276826,0.00927340033898305,0.18233502824858772,0.436441242937853,119.97879096045199,197915.97175141243,3.9548022598870056
2019-02-15--2019-02-22,0.6647085714285715,0.6340114285714284,5.182857142857143,-6.061702857142858,0.6,0.09457657142857144,0.24643942857142848,0.004127320685714285,0.17900400000000014,0.43882914285714303,119.68247428571433,198028.41714285716,3.96
2019-02-22--2019-03-01,0.6648863636363638,0.6302784090909092,5.125,-6.1770056818181835,0.5909090909090909,0.09289659090909094,0.25142130681818176,0.004396883977272728,0.1834221590909092,0.4282369318181818,118.1171022727273,208988.30681818182,3.9545454545454546
2019-03-01--2019-03-08,0.6542151162790699,0.6418372093023256,5.191860465116279,-6.054348837209304,0.563953488372093,0.09505058139534882,0.2404911046511626,0.003786491918604652,0.18592906976744186,0.43965523255813954,118.63935465116279,205338.51744186046,3.953488372093023
2019-03-08--2019-03-15,0.6556666666666668,0.6370734463276836,5.073446327683616,-6.0426497175141245,0.5988700564971752,0.09510451977401133,0.24404933898305087,0.003535469265536723,0.188942372881356,0.4385745762711863,120.3946836158192,204382.5593220339,3.9604519774011298
2019-03-15--2019-03-22,0.6603930635838151,0.6505144508670523,5.196531791907514,-5.9057745664739905,0.5722543352601156,0.09529248554913296,0.22454915028901726,0.004212918959537571,0.18527976878612723,0.45170924855491323,118.94879768786129,205013.79190751445,3.947976878612717
2019-03-22--2019-03-29,0.6569252873563218,0.6529195402298851,5.183908045977011,-5.889097701149428,0.5574712643678161,0.0933229885057471,0.2152930632183907,0.0049381450574712635,0.1874275862068966,0.44834885057471263,119.7521149425287,205650.9540229885,3.9482758620689653
2019-03-29--2019-04-05,0.6593093922651934,0.6258955801104974,5.077348066298343,-6.558883977900554,0.5524861878453039,0.10472375690607734,0.23670370165745838,0.013680506519337011,0.19353259668508296,0.44146629834254136,119.90729834254147,204692.93922651935,3.9392265193370166
2019-04-05--2019-04-12,0.6594055555555556,0.6342172222222225,5.1,-6.619411111111114,0.5277777777777778,0.10933999999999998,0.2316346666666666,0.021961408388888888,0.1876716666666667,0.432881111111111,121.37303888888897,204852.48888888888,3.9611111111111112
2019-04-12--2019-04-19,0.6685714285714285,0.6480005494505497,4.956043956043956,-6.444554945054947,0.5494505494505495,0.11205494505494507,0.21155076923076918,0.011795889065934064,0.19029560439560433,0.4564258241758241,121.10732417582423,203804.38461538462,3.967032967032967
2019-04-19--2019-04-26,0.6645690607734804,0.6450005524861882,4.988950276243094,-6.4222762430939255,0.56353591160221,0.10681878453038676,0.23668382872928173,0.012732614530386741,0.18398950276243095,0.45152762430939236,121.32072375690613,204484.29281767955,3.9668508287292816
2019-04-26--2019-05-03,0.6608186813186812,0.6526043956043956,5.076923076923077,-6.332060439560439,0.5659340659340659,0.1082763736263736,0.21629633516483504,0.009712108846153845,0.18427637362637367,0.44603021978021967,122.29001098901105,203301.97252747254,3.9450549450549453
2019-05-03--2019-05-10,0.6535573770491804,0.654733879781421,5.256830601092896,-6.245874316939891,0.5792349726775956,0.10738743169398908,0.21416622950819666,0.007124623606557378,0.18461475409836073,0.44217213114754067,122.1278633879782,203518.1693989071,3.9453551912568305
2019-05-10--2019-05-17,0.6545355191256831,0.6595628415300546,5.054644808743169,-6.224295081967213,0.5846994535519126,0.10731639344262296,0.20477950819672122,0.0071797152459016364,0.18283442622950832,0.4467185792349722,122.16897814207651,203915.73224043715,3.9453551912568305
2019-05-17--2019-05-24,0.6345164835164837,0.6715384615384619,5.225274725274725,-6.1164890109890075,0.5824175824175825,0.10260714285714281,0.2045183153846154,0.00783473912087912,0.19445549450549449,0.4414642857142854,122.38868681318678,206720.5989010989,3.9615384615384617
2019-05-24--2019-05-31,0.6423055555555559,0.6597055555555558,4.961111111111111,-6.184288888888886,0.5833333333333334,0.0983305555555555,0.22212817999999998,0.006102491722222222,0.18506611111111115,0.45145111111111075,121.69588888888885,207070.84444444443,3.9722222222222223
2019-05-31--2019-06-07,0.6442485875706218,0.6539661016949154,4.887005649717514,-6.25526553672316,0.5706214689265536,0.0999649717514124,0.22545684971751423,0.006006838361581923,0.18154124293785318,0.444882485875706,120.83249152542372,206075.5593220339,3.9717514124293785
2019-06-07--2019-06-14,0.6458011049723759,0.6562099447513812,4.895027624309392,-6.261060773480665,0.6022099447513812,0.10023922651933702,0.22690909060773481,0.004405244309392265,0.18270828729281768,0.457777348066298,120.3276574585635,206085.27071823203,3.9668508287292816
2019-06-14--2019-06-21,0.6625617977528092,0.6550337078651689,4.921348314606742,-6.2354438202247175,0.6179775280898876,0.09798089887640447,0.2312882325842697,0.004523510955056181,0.18661741573033708,0.4675994382022467,117.90466292134825,205181.41011235956,3.955056179775281
2019-06-21--2019-06-28,0.6659142857142856,0.6567942857142859,4.942857142857143,-6.184925714285712,0.6228571428571429,0.09664799999999997,0.22188220228571431,0.004651601485714287,0.19325314285714285,0.4705811428571425,119.19666285714278,204758.8457142857,3.96
2019-06-28--2019-07-05,0.664863636363636,0.6593238636363634,4.7727272727272725,-6.070732954545454,0.6136363636363636,0.0926284090909091,0.20782303636363642,0.004998294829545456,0.19196988636363635,0.4765039772727268,117.48035227272725,205279.30681818182,3.965909090909091
2019-07-05--2019-07-12,0.6651249999999999,0.6599943181818181,4.943181818181818,-6.117977272727273,0.6136363636363636,0.09423806818181814,0.21269946250000007,0.004565530738636364,0.19609488636363628,0.47538636363636294,118.15034090909084,205321.10227272726,3.965909090909091
2019-07-12--2019-07-19,0.6678681318681318,0.6554230769230768,5.027472527472527,-6.2469010989011,0.6098901098901099,0.09613571428571431,0.2181081043956045,0.004353680274725275,0.19712197802197803,0.48678351648351603,117.55930219780208,205607.23076923078,3.9615384615384617
2019-07-19--2019-07-26,0.6633444444444442,0.6565666666666666,5.116666666666666,-6.260572222222226,0.6166666666666667,0.09724499999999994,0.21779100000000007,0.004604042,0.20088833333333336,0.4801611111111107,118.31909444444435,204643.2111111111,3.9722222222222223
2019-07-26--2019-08-02,0.665175141242938,0.6554915254237286,5.141242937853107,-6.296672316384182,0.5819209039548022,0.09865819209039545,0.21354265536723163,0.004420148531073447,0.19999999999999996,0.4809887005649716,118.43480790960446,205665.06214689265,3.9661016949152543
2019-08-02--2019-08-09,0.6643333333333332,0.6454770114942526,5.235632183908046,-6.332247126436783,0.5747126436781609,0.09689310344827583,0.22523954022988504,0.004670366551724139,0.19616206896551722,0.4766321839080456,117.35247126436774,206669.7183908046,3.9655172413793105
2019-08-09--2019-08-16,0.6636228571428568,0.6371028571428573,5.211428571428572,-6.369542857142857,0.5942857142857143,0.10049828571428567,0.2276735428571428,0.00459495982857143,0.19187828571428567,0.4755314285714283,116.21351428571425,204953.48,3.942857142857143
2019-08-16--2019-08-23,0.6598685714285711,0.6453885714285715,5.1657142857142855,-6.2191200000000055,0.5942857142857143,0.09735942857142851,0.22130081371428567,0.006684903485714285,0.18618971428571424,0.4657474285714283,116.55985142857139,207735.97714285715,3.9485714285714284
2019-08-23--2019-08-30,0.6546799999999999,0.6340114285714284,5.4,-6.335125714285714,0.5942857142857143,0.10137142857142854,0.23005996799999995,0.006540484285714284,0.18093885714285718,0.4658457142857141,118.17444000000009,208008.91428571427,3.9485714285714284
2019-08-30--2019-09-06,0.6573720930232558,0.6330988372093022,5.517441860465116,-6.347697674418608,0.5755813953488372,0.09758081395348835,0.22808549651162777,0.01155799476744186,0.18096744186046512,0.4522476744186044,117.89339534883719,209165.26744186046,3.9069767441860463
2019-09-06--2019-09-13,0.6666898734177217,0.6278164556962024,5.3924050632911396,-6.3498101265822795,0.5822784810126582,0.0987316455696202,0.22423582278481013,0.004959214240506329,0.1792822784810127,0.458836075949367,119.79802531645574,205496.88607594935,3.949367088607595
2019-09-13--2019-09-20,0.6587848837209301,0.6265988372093021,5.1686046511627906,-6.204610465116279,0.5872093023255814,0.09804651162790694,0.22603511627906964,0.005209478546511628,0.17629418604651162,0.42633720930232555,121.06948837209305,201543.32558139536,3.9593023255813953
2019-09-20--2019-09-27,0.656970760233918,0.6322865497076019,5.315789473684211,-6.138239766081872,0.5847953216374269,0.10088187134502925,0.23251900584795301,0.0026614428654970763,0.18011345029239764,0.43169005847953223,120.7011695906433,202963.19298245615,3.9590643274853803
2019-09-27--2019-10-04,0.6611627906976745,0.6237558139534883,5.191860465116279,-6.266284883720928,0.5523255813953488,0.10555581395348837,0.2542637209302324,0.00502144523255814,0.16940058139534878,0.43436337209302317,120.57512790697685,203199.61627906977,3.9709302325581395
2019-10-04--2019-10-11,0.6567034883720932,0.6216627906976743,5.238372093023256,-6.307232558139535,0.5116279069767442,0.09935813953488375,0.24686430232558126,0.003756903313953487,0.17272441860465115,0.4222203488372091,120.36732558139533,205741.82558139536,3.9651162790697674
