,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Roses - Imanbek Remix","SAINt JHN",147186,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
2,"Blinding Lights","The Weeknd",123447,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Don't Start Now","Dua Lipa",114922,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
4,"The Box","Roddy Ricch",98646,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,"Dance Monkey","Tones And I",94447,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
6,"Break My Heart","Dua Lipa",91091,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
7,Physical,"Dua Lipa",80714,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
8,"Blueberry Faygo","Lil Mosey",79397,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
9,"Godzilla (feat. Juice WRLD)",Eminem,75300,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
10,Falling,"Trevor Daniel",70821,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
11,"Boss Bitch","Doja Cat",62517,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
12,"death bed (coffee for your head)",Powfu,59608,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
13,"bad guy","Billie Eilish",57939,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
14,"Say So","Doja Cat",57765,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,ROXANNE,"Arizona Zervas",55141,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
16,Mostantól,"Rácz Gergõ",55104,https://open.spotify.com/track/25dMOeb3nDs8BPjxrQyOjR
17,PUSZI,Krúbi,53760,https://open.spotify.com/track/7z2PHEhTL0HyDwTC36EoPh
18,"In Your Eyes","The Weeknd",50513,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
19,"Intentions (feat. Quavo)","Justin Bieber",50296,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
20,"Lose Control",MEDUZA,49740,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
21,Supalonely,BENEE,48768,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
22,Circles,"Post Malone",48195,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
23,"Sunday Best",Surfaces,48096,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
24,Memories,"Maroon 5",47342,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
25,LEJTŐ,Krúbi,46923,https://open.spotify.com/track/20rAsi0BCATtA4XQQLo7Zi
26,"Olyan Ő","Bagossy Brothers Company",46426,https://open.spotify.com/track/0GsltzHgCGCiQvskZggDDj
27,Señorita,"Shawn Mendes",45235,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
28,"Like It Is",Kygo,44748,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
29,"Ride It",Regard,44524,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
30,"Someone You Loved","Lewis Capaldi",43551,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,"WHATS POPPIN","Jack Harlow",42773,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
32,"everything i wanted","Billie Eilish",42137,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
33,Savage,"Megan Thee Stallion",42060,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
34,"Moral of the Story",Ashe,40109,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
35,"Life Is Good (feat. Drake)",Future,40109,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
36,"Adore You","Harry Styles",39898,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
37,"Turks (feat. Travis Scott)",NAV,39430,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
38,PETŐFI,Krúbi,39396,https://open.spotify.com/track/7rFjD9wrlpv990otN6tjVi
39,Lej,Dzsúdló,39007,https://open.spotify.com/track/1HBaTl9IQ6tQKWeoz4RLBW
40,JÉGHIDEG,Krúbi,38693,https://open.spotify.com/track/0X0mloev5v1KfDa0SNryrZ
