,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",133777,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,"bad guy","Billie Eilish",90386,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Olyan Ő","Bagossy Brothers Company",82641,https://open.spotify.com/track/0GsltzHgCGCiQvskZggDDj
4,"Old Town Road - Remix","Lil Nas X",68601,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
5,"Goodbyes (Feat. Young Thug)","Post Malone",65688,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
6,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",60616,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
7,Ransom,"Lil Tecca",59976,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
8,"Beautiful People (feat. Khalid)","Ed Sheeran",59675,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,Lalala,Y2K,56480,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
10,"I Don't Care (with Justin Bieber)","Ed Sheeran",55990,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
11,"Dance Monkey","Tones And I",53101,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
12,"Piece Of Your Heart",MEDUZA,48313,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
13,"boyfriend (with Social House)","Ariana Grande",47789,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
14,"Nem tudja senki","Follow The Flow",47475,https://open.spotify.com/track/1YO5hgAhxTRErZKKWyrMnu
15,Yaay,Bsw,46109,https://open.spotify.com/track/4gY9fdFTRmdyXKTmxRa4oI
16,Teeth,"5 Seconds of Summer",45987,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
17,"Takeaway (feat. Lennon Stella)","The Chainsmokers",45605,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
18,"Someone You Loved","Lewis Capaldi",45192,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
19,"How Do You Sleep?","Sam Smith",45000,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
20,Lover,"Taylor Swift",43222,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
21,"Amikor Feladnád","Halott Pénz",42408,https://open.spotify.com/track/5pZDYdwuEWlCT2Rs7mNyvW
22,"Maradok távol","Follow The Flow",39964,https://open.spotify.com/track/14b5S9m1tvXKEiSWAdw62r
23,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",39318,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
24,"Anyám mondta","Follow The Flow",38347,https://open.spotify.com/track/5kIT2DgxvQy8N0vbyws0Cm
25,"fuck, i'm lonely",Lauv,37243,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
26,"High Hopes","Panic! At The Disco",36490,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
27,"Rescue Me",OneRepublic,35811,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
28,"All For Us - from the HBO Original Series Euphoria",Labrinth,35591,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
29,"Valahol Itt","Bagossy Brothers Company",35590,https://open.spotify.com/track/4yaocgESiM55W0q8I8545J
30,"The Man","Taylor Swift",35168,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
31,Sucker,"Jonas Brothers",34903,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
32,"Don't Call Me Up",Mabel,34100,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
33,"Slide Away","Miley Cyrus",33584,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
34,"Sweet but Psycho","Ava Max",33469,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
35,Füttyös,Majka,33255,https://open.spotify.com/track/6bsERSsjVL4Cpt0e2t77Vx
36,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",33056,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
37,"rockstar (feat. 21 Savage)","Post Malone",31795,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
38,"You Need To Calm Down","Taylor Swift",31585,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
39,Porszem,"Follow The Flow",31471,https://open.spotify.com/track/18kGgBe6Huodd1J2SxYkAh
40,"In My Mind",Dynoro,31297,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
