,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Breaking Me",Topic,117667,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
2,"Blinding Lights","The Weeknd",110023,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Roses - Imanbek Remix","SAINt JHN",105333,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
4,"Kings & Queens","Ava Max",92012,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
5,"Savage Love (Laxed - Siren Beat)","Jawsh 685",91904,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
6,"WAP (feat. Megan Thee Stallion)","Cardi B",91570,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
7,"Watermelon Sugar","Harry Styles",89859,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
8,"Head & Heart (feat. MNEK)","Joel Corry",85279,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
9,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,82627,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
10,Dynamite,BTS,73652,https://open.spotify.com/track/0v1x6rN6JHRapa03JElljE
11,"Some Say - Felix Jaehn Remix",Nea,71888,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
12,"Budán vagy Pesten","Bruno X Spacc",69404,https://open.spotify.com/track/2yShQlSqCJbcxzzGu65ZgE
13,Tavasz,"Follow The Flow",68828,https://open.spotify.com/track/5PHgY9VKDWLk5YNA1bKw9f
14,"Olyan Ő","Bagossy Brothers Company",67330,https://open.spotify.com/track/0GsltzHgCGCiQvskZggDDj
15,Lej,Dzsúdló,64476,https://open.spotify.com/track/3sUOONjFxjepoSXvKYrz5E
16,"Visz a vérem",VALMAR,63649,https://open.spotify.com/track/5ljaIN5amyFn4fluFmjXy6
17,"Emlékszem (Vagy...)","ByeAlex és a Slepp",61671,https://open.spotify.com/track/2kk7bHozcPeRC9WYfLDftA
18,"Háborgó mélység 2","Lotfi Begi",61383,https://open.spotify.com/track/1X0AvW2wtoDeuluMYqJMdH
19,"Ride It",Regard,60730,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
20,"Dance Monkey","Tones And I",59721,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
21,"Laugh Now Cry Later (feat. Lil Durk)",Drake,57821,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
22,"Break My Heart","Dua Lipa",55010,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
23,"Mood (feat. iann dior)",24kGoldn,53175,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
24,"Midnight Sky","Miley Cyrus",53078,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
25,Mostantól,"Rácz Gergõ",51724,https://open.spotify.com/track/25dMOeb3nDs8BPjxrQyOjR
26,"Come & Go (with Marshmello)","Juice WRLD",51714,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
27,"Smile (with The Weeknd)","Juice WRLD",49959,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
28,"A csúcson túl",Majka,49815,https://open.spotify.com/track/1ALcKeanaLRqriV8qcQcjQ
29,Salt,"Ava Max",48430,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
30,GOOBA,6ix9ine,48319,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
31,"Nem tudja senki","Follow The Flow",48248,https://open.spotify.com/track/1YO5hgAhxTRErZKKWyrMnu
32,"Blueberry Faygo","Lil Mosey",46973,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
33,"Don't Start Now","Dua Lipa",46150,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
34,Megmondtam,"T. Danny",45243,https://open.spotify.com/track/7MYHbKllkLFFdM4LfGhkMW
35,"Rain On Me (with Ariana Grande)","Lady Gaga",43589,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
