,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,DÁKITI,"Bad Bunny",331257,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,BICHOTA,"KAROL G",139337,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
3,"La Nota","Manuel Turizo",125260,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
4,"La Curiosidad","Jay Wheeler",112296,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
5,Hawái,Maluma,107739,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
6,"Mi Niña",Wisin,105988,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
7,"La Luz",Sech,105815,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
8,"La Tóxica",Farruko,104027,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
9,"Relación - Remix",Sech,102895,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
10,Despeinada,Ozuna,88260,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
11,Jeans,"Justin Quiles",86394,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
12,"Ay, DiOs Mío!","KAROL G",86182,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
13,"Una Locura",Ozuna,84081,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
14,"Parce (feat. Justin Quiles)",Maluma,75345,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
15,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",75151,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
16,"Vida de Rico",Camilo,72559,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
17,"Tattoo - Remix with Camilo","Rauw Alejandro",71687,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
18,"La Jeepeta - Remix","Nio Garcia",69909,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
19,"Mi Cuarto","Jerry Di",63331,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
20,"Chica Ideal","Sebastian Yatra",61215,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
21,"Hecha Pa' Mi",Boza,60790,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
22,Caramelo,Ozuna,60023,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
23,"Se Te Nota (with Guaynaa)","Lele Pons",58976,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
24,Enchule,"Rauw Alejandro",56068,https://open.spotify.com/track/0S9ZVNTNRzLMgb96tmmG1u
25,Reloj,"Rauw Alejandro",55766,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
26,"De Cora <3","Rauw Alejandro",54808,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
27,"Amantes y Amigos",Arcangel,47853,https://open.spotify.com/track/1UHcnP31sAKOJFrEnyRNUz
28,"Quiéreme Mientras Se Pueda","Manuel Turizo",46398,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
29,Rojo,"J Balvin",45676,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
30,"CÓMO SE SIENTE - Remix","Jhay Cortez",45195,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
31,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,44744,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
32,Azul,"J Balvin",44043,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
33,Relación,Sech,43845,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
34,"Hawái - Remix",Maluma,42902,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
35,"Madrid (feat. Myke Towers)",Maluma,42794,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H
36,+Linda,Dalex,42471,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0
37,"Don Don","Daddy Yankee",42005,https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt
38,"Del Mar",Ozuna,41846,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
39,"Hasta Que Dios Diga","Anuel AA",41785,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
40,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",41157,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
41,"Djadja (feat. Maluma) - Remix","Aya Nakamura",40128,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g
42,"Caramelo - Remix",Ozuna,39621,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
43,"La Tóxica (feat. Jay Wheeler & Tempo) - Remix",Farruko,39372,https://open.spotify.com/track/4gChz67rTHfVzKCZAHsifM
44,Ignorantes,"Bad Bunny",38414,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
45,"La Forma en Que Me Miras","Super Yei",38256,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
46,Favorito,Camilo,38220,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
47,"Blinding Lights","The Weeknd",38070,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
48,Tusa,"KAROL G",36247,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
49,Diosa,"Myke Towers",35616,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
50,"Sigues Con El","Dímelo Flow",35546,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
51,Dynamite,BTS,30555,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
52,"Mood (feat. iann dior)",24kGoldn,30183,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
53,positions,"Ariana Grande",29998,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
54,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,28003,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9
55,"Si Me Dices Que Sí",Reik,27915,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
56,"La Santa","Bad Bunny",27219,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
57,"Therefore I Am","Billie Eilish",26741,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
58,"El Efecto - Remix","Rauw Alejandro",26099,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
59,"Hola - Remix",Dalex,25912,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
60,"La Difícil","Bad Bunny",25511,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
61,"LA CANCIÓN","J Balvin",25378,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
62,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",25312,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
63,Anaranjado,"Jowell & Randy",25133,https://open.spotify.com/track/0cRgJuB6TRtb5RZ2HkjSLh
64,Nada,"Cali Y El Dandee",25054,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
65,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",24660,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
66,"Party En Mi Casa",Boza,24631,https://open.spotify.com/track/7CdCBGe3mOkOdbH2qT7EGK
67,"Tak Tiki Tak","Harry Nach",24266,https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM
68,"Si Veo a Tu Mamá","Bad Bunny",24204,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
69,"WAP (feat. Megan Thee Stallion)","Cardi B",23936,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
70,Safaera,"Bad Bunny",23862,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
71,"Lonely (with benny blanco)","Justin Bieber",23686,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
72,Vete,"Bad Bunny",23551,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
73,"Si Estuviésemos Juntos","Bad Bunny",23129,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
74,"El Mismo Aire - con Pablo Alborán",Camilo,22689,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
75,"No Me Conoce - Remix","Jhay Cortez",22635,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
76,PORFA,Feid,21544,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
77,"Yo Perreo Sola","Bad Bunny",21536,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
78,"Watermelon Sugar","Harry Styles",21501,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
79,"Por Primera Vez",Camilo,20452,https://open.spotify.com/track/0pgj4EzB1XRqgZemoMNG5D
80,Reggaetonera,"Anuel AA",20433,https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
81,"A Tu Merced","Bad Bunny",20357,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
82,Victoria,Lunay,20057,https://open.spotify.com/track/2BxzmBb2uqwnpyVuJqIIV9
83,"Sigues Con El - Remix",Arcangel,20021,https://open.spotify.com/track/4Pu0a2TuHOYtI4CCE3HEXI
84,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",20021,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
85,"Los Besos",Greeicy,19807,https://open.spotify.com/track/6QSu3mgC8kUYtEDoBBQcJG
86,Fantasias,"Rauw Alejandro",19640,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
87,"Diosa - Remix","Myke Towers",19588,https://open.spotify.com/track/1kIWef5hc2uAqkNxOTakzP
88,"Dream Girl - Remix","Ir Sais",19274,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
89,ADMV,Maluma,19007,https://open.spotify.com/track/4j3iq13kHs5PB94jdTp3Y3
90,Jangueo,"Alex Rose",18874,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
91,"Ayer Me Llamó Mi Ex (feat. Lenny Santos)",KHEA,18769,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9
92,Girl,"Myke Towers",18760,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
93,"En Tu Cuerpo - Remix",Lyanno,18744,https://open.spotify.com/track/3dEtfTtCXWW7N8WQ9FD29z
94,"What You Know Bout Love","Pop Smoke",18606,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
95,"Ragga Tonseh",Navigator,18584,https://open.spotify.com/track/4XoocKOoSlRPCsmKV6Nj39
96,"Laugh Now Cry Later (feat. Lil Durk)",Drake,18471,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
97,Callaita,"Bad Bunny",18438,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
98,"Tú Me Dejaste De Querer","C. Tangana",18246,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
99,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,18126,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
100,China,"Anuel AA",17984,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
101,Tutu,Camilo,17799,https://open.spotify.com/track/1Ol5LmdNDNpFu1oNwfgkux
102,Bandida,Boza,17772,https://open.spotify.com/track/55uacpWJsxnD9J2rgDs6Gm
103,"Mamichula - con Nicki Nicole",Trueno,17492,https://open.spotify.com/track/4pXW6ZAHBz7ODXTRKklWrM
104,Tussi,Arcangel,17458,https://open.spotify.com/track/4vjVdfdBHnUiaFCcUa3gfn
105,Fabuloso,Sech,17151,https://open.spotify.com/track/3cg2Y9mIiYNdcPTLKaQgK3
106,Jockey,Dalex,16963,https://open.spotify.com/track/01SMtfSbJlcxUdJvOofMOx
107,"Adicto (with Anuel AA & Ozuna)",Tainy,16759,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
108,"Hasta Abajo","Kevin Roldan",16599,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
109,"Pa' Olvidarme De Ella","Piso 21",16564,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
110,"BYE ME FUI","Bad Bunny",16503,https://open.spotify.com/track/0FktnzDqjClqU6iqOZVEs2
111,"Una Vez","Bad Bunny",16183,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
112,Narcos,"Anuel AA",16004,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
113,"CANCIÓN CON YANDEL",Yandel,15981,https://open.spotify.com/track/3pm4XtcsRIFFtH2UErk62R
114,"Ayer Me Llamó Mi Ex – Remix",KHEA,15923,https://open.spotify.com/track/59nnGpAU3AiL2tD0o2It11
115,"Qué Mal Te Fue (Remix)","Natti Natasha",15903,https://open.spotify.com/track/7FhopXtl9z9YtD9NwUf9ss
116,Mood,"Rauw Alejandro",15898,https://open.spotify.com/track/2ISzmtY9Exy1IwmJj3Hc7P
117,Singapur,"El Alfa",15786,https://open.spotify.com/track/4QfZYDhGZc0T2RDvGiI69E
