,0
Position,100.5
Streams,1313744.65
danceability,0.6927788944723622
energy,0.7071859296482406
key,5.567839195979899
loudness,-5.225100502512564
mode,0.5628140703517588
speechiness,0.10060402010050248
acousticness,0.3381947738693467
instrumentalness,0.004375660150753769
liveness,0.24382562814070347
valence,0.6651366834170854
tempo,130.1322060301507
duration_ms,191766.42211055275
time_signature,4.015075376884422
