week,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2019-01-04--2019-01-11,0.6940285714285716,0.6856285714285715,5.24,-5.563594285714287,0.6457142857142857,0.09859999999999998,0.3237694857142858,0.002510481371428572,0.272956,0.607074285714286,128.92162285714286,191668.52,3.994285714285714
2019-01-11--2019-01-18,0.6926104651162789,0.6943023255813949,5.377906976744186,-5.405843023255818,0.6744186046511628,0.09415000000000001,0.34122122093023266,0.002521350639534884,0.2792180232558138,0.598431976744186,128.65893023255816,189630.82558139536,3.994186046511628
2019-01-18--2019-01-25,0.6918488372093023,0.691052325581395,5.232558139534884,-5.50272674418605,0.6569767441860465,0.09563139534883719,0.3514014534883722,0.0024125984883720934,0.27248895348837204,0.5995831395348837,128.20444186046512,191697.0988372093,4.005813953488372
2019-01-25--2019-02-01,0.6909766081871344,0.6880701754385959,5.2631578947368425,-5.457497076023395,0.6666666666666666,0.09793333333333332,0.35863356725146206,0.002420595146198831,0.274785380116959,0.5986140350877195,129.70177192982462,191748.78362573098,4.005847953216374
2019-02-01--2019-02-08,0.6928197674418601,0.6877093023255813,5.441860465116279,-5.4705988372093035,0.6337209302325582,0.0970325581395349,0.369248546511628,0.002404938313953489,0.2921517441860464,0.6125017441860465,128.25549418604652,191378.81976744186,4.0
2019-02-08--2019-02-15,0.6905287356321838,0.6726379310344826,5.212643678160919,-5.5699022988505735,0.6379310344827587,0.09695402298850575,0.3742050574712645,0.00271731591954023,0.28510172413793106,0.588685632183908,126.78785632183912,193308.02298850575,3.9942528735632186
2019-02-15--2019-02-22,0.6919942196531791,0.6735953757225432,5.2485549132947975,-5.556341040462428,0.6358381502890174,0.09618323699421966,0.37263861271676313,0.005966401098265898,0.28307456647398843,0.5900248554913297,126.89720809248557,193565.13294797688,3.994219653179191
2019-02-22--2019-03-01,0.6908044692737432,0.6904916201117317,5.005586592178771,-5.411418994413409,0.6201117318435754,0.09713519553072629,0.36830642458100565,0.005513074189944134,0.3207832402234638,0.604482122905028,128.66091620111735,191359.32960893854,4.011173184357542
2019-03-01--2019-03-08,0.7017954545454547,0.6929659090909092,5.142045454545454,-5.345755681818183,0.6022727272727273,0.10893125000000002,0.35880329545454553,0.004224322159090909,0.31118068181818187,0.6221096590909092,128.9915340909091,188415.19886363635,4.011363636363637
2019-03-08--2019-03-15,0.6901965317919077,0.6823236994219654,5.132947976878612,-5.530838150289018,0.6242774566473989,0.09956531791907514,0.37805959537572276,0.004219607919075145,0.31516531791907515,0.6115161849710984,129.12177456647402,191485.7803468208,4.005780346820809
2019-03-15--2019-03-22,0.6923295454545457,0.6729943181818182,5.198863636363637,-5.580011363636363,0.5965909090909091,0.12161704545454549,0.3616841477272729,0.004074689772727272,0.31397159090909094,0.6062176136363636,128.2542102272728,196110.57386363635,4.005681818181818
2019-03-22--2019-03-29,0.6783076923076924,0.6836373626373624,5.115384615384615,-5.4943461538461555,0.6263736263736264,0.1089159340659341,0.37694675824175816,0.002226941758241758,0.34713021978021996,0.6111774725274722,127.50010439560441,192297.24725274724,4.0
2019-03-29--2019-04-05,0.6773314917127075,0.6705801104972375,5.038674033149171,-5.815845303867404,0.6519337016574586,0.11667624309392263,0.391195635359116,0.005882238121546961,0.34386850828729304,0.5974314917127069,128.4446022099448,193269.5635359116,3.994475138121547
2019-04-05--2019-04-12,0.6829277777777777,0.6829222222222221,5.15,-5.658349999999999,0.6444444444444445,0.11706944444444443,0.3798771666666667,0.003882263166666666,0.33763833333333354,0.6001072222222219,128.22595555555552,193690.8777777778,4.0
2019-04-12--2019-04-19,0.6760502793296089,0.6868324022346367,5.251396648044692,-5.6159832402234615,0.6480446927374302,0.11586592178770945,0.36826083798882686,0.0038995262011173185,0.32929944134078226,0.5942251396648043,127.62636312849165,195246.38547486035,4.0
2019-04-19--2019-04-26,0.6800955056179774,0.6859606741573032,5.241573033707865,-5.621264044943818,0.6460674157303371,0.11768539325842693,0.38256016853932584,0.003921530112359551,0.34826853932584284,0.6031421348314603,127.5977921348314,193433.91011235956,3.99438202247191
2019-04-26--2019-05-03,0.6801284916201117,0.6882290502793293,5.156424581005586,-5.554921787709495,0.6480446927374302,0.1184994413407821,0.38463972067039104,0.0030165812290502787,0.34674022346368727,0.6125324022346366,126.91407262569832,192638.9944134078,4.0
2019-05-03--2019-05-10,0.6741731843575418,0.6637636871508376,5.17877094972067,-5.918469273743018,0.6368715083798883,0.11537541899441331,0.3890269832402236,0.0019558698324022347,0.32941508379888274,0.5982547486033515,126.6483687150839,196408.01117318435,3.994413407821229
2019-05-10--2019-05-17,0.6781639344262294,0.681699453551912,5.0109289617486334,-5.601612021857923,0.639344262295082,0.11485519125683054,0.38953229508196724,0.001811812131147541,0.36008852459016405,0.614592896174863,127.35686338797815,193837.6612021858,4.0
2019-05-17--2019-05-24,0.6778688524590163,0.6880655737704915,4.967213114754099,-5.46916393442623,0.6612021857923497,0.11420273224043706,0.3835809289617487,0.0017950688524590165,0.37227650273224056,0.6132814207650272,127.60891803278687,192958.37704918033,4.0
2019-05-24--2019-05-31,0.6742989130434784,0.6858913043478256,5.146739130434782,-5.554157608695653,0.657608695652174,0.1155684782608695,0.38887342391304364,0.004831896847826087,0.36389293478260887,0.6141385869565216,126.88242934782608,192679.28260869565,4.0
2019-05-31--2019-06-07,0.6731098901098901,0.6961428571428571,5.15934065934066,-5.45376923076923,0.6483516483516484,0.11933296703296695,0.384445065934066,0.001795666318681319,0.36633626373626393,0.6158818681318677,127.54529120879124,193126.06593406593,4.0
2019-06-07--2019-06-14,0.6785000000000001,0.693798913043478,5.005434782608695,-5.4432282608695655,0.6358695652173914,0.11429999999999992,0.37097175,0.0025521323913043474,0.3645576086956523,0.6157663043478259,127.0072880434783,193535.4347826087,4.0
2019-06-14--2019-06-21,0.6795359116022099,0.7000497237569059,5.038674033149171,-5.402486187845304,0.6408839779005525,0.11427403314917114,0.3788096685082873,0.001803418895027625,0.37208342541436484,0.6270828729281763,126.82682320441991,191295.78453038674,4.0
2019-06-21--2019-06-28,0.6763425414364638,0.6976685082872924,5.18232044198895,-5.452552486187845,0.6353591160220995,0.11828397790055235,0.3766696132596686,0.002019290607734807,0.3771834254143649,0.6195701657458559,128.05475138121548,193522.67955801106,4.0
2019-06-28--2019-07-05,0.678240223463687,0.6990893854748601,5.167597765363128,-5.440960893854749,0.6480446927374302,0.12175642458100548,0.3649532960893855,0.0020494022905027938,0.3622905027932964,0.6217106145251392,127.24482122905026,195245.3184357542,4.0
2019-07-05--2019-07-12,0.6796611111111108,0.6906333333333332,5.388888888888889,-5.517272222222222,0.6666666666666666,0.12443833333333328,0.36662305555555585,0.0016674716666666665,0.352248888888889,0.6165177777777772,127.37182777777775,198926.8111111111,4.0
2019-07-12--2019-07-19,0.6849946236559137,0.6957580645161289,5.231182795698925,-5.466768817204302,0.6720430107526881,0.12320806451612897,0.35943736559139816,0.0034083997311827965,0.35387150537634404,0.6258397849462359,127.19881182795699,196718.7258064516,4.0
2019-07-19--2019-07-26,0.6803027027027023,0.6959999999999998,5.1891891891891895,-5.44474054054054,0.6594594594594595,0.12354540540540543,0.368048702702703,0.0034324395135135145,0.3600140540540541,0.6260767567567561,127.40958918918913,195011.69189189188,4.0
2019-07-26--2019-08-02,0.6838270270270269,0.6982324324324319,5.356756756756757,-5.400740540540539,0.6594594594594595,0.12421729729729736,0.3695864864864867,0.00294703891891892,0.3651951351351352,0.6311902702702696,127.72355135135128,193920.23783783783,4.005405405405406
2019-08-02--2019-08-09,0.6810483870967742,0.7002365591397844,5.338709677419355,-5.3807688172043,0.6397849462365591,0.12412580645161297,0.3718844086021507,0.0029117220430107528,0.36913763440860237,0.6346139784946231,128.38536559139777,193644.05913978495,4.005376344086022
