,chart_position,track,artist,streams,url
837300,141,Oh La La - Titelsong Van De Film ‘Bon Bini Holland 2’,Broederliefde,211613,https://open.spotify.com/track/1gZ83gooEktkgI1W46rqvu
837312,153,RATATA,Boef,203583,https://open.spotify.com/track/1nq4cuh1lsanXBGGSrONMd
837319,160,Mr Lova (feat. Zefanio & Ir Sais),Yung Felix,198777,https://open.spotify.com/track/6A7E3kp8GA1mjwF4HA9JmO
837321,162,Parkeerplaats,Jermaine Niffer,196078,https://open.spotify.com/track/3QYFKyfwyTaISlxpJRqpkf
837324,165,Ik Leef,Broertje,194821,https://open.spotify.com/track/0JrICQtDkevyFIvzvqqXyV
837332,173,Albino,Joost,189481,https://open.spotify.com/track/7xVssMegpAxQ8GuFa84V31
837333,174,No Love,Memphis Depay,185410,https://open.spotify.com/track/4bC3QVzob2GGiLbZIylJYQ
837337,178,COCA,Bizzey,182858,https://open.spotify.com/track/33WwBBS0kVcHBvb3iuVRY0
837343,184,Bloed,Kosso,179771,https://open.spotify.com/track/4xyderan5ke8DbxhXyCwB7
837355,196,Let It Go,James Bay,172260,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
837358,199,In Je Face,Poke,170398,https://open.spotify.com/track/3Hww8CLfspuopHZxE4GUGV
837443,84,Wie Niet Waagt,Hef,313580,https://open.spotify.com/track/38PcxKnRXYGaUfY7vWb2W0
837454,95,Morgen Is Niet Beloofd,Hef,286186,https://open.spotify.com/track/3qggXLkaw4Qq2fdPedhUmA
837459,100,Andere Place,Hef,282880,https://open.spotify.com/track/6NifeCVzRvhakqYp27kOz2
837465,106,Forever (Meer Dan Genoeg),Hef,274057,https://open.spotify.com/track/4qD66xl500grkzVMr5EpOo
837472,113,Pijn,Hef,268053,https://open.spotify.com/track/2gfE8PD5xmssKVw3eg71a9
837511,152,Dankbaar,Feis,216290,https://open.spotify.com/track/2r2jDgsO1krT2AmzfX9Z44
837512,153,Gucci Pet,Boef,215578,https://open.spotify.com/track/3hPLr0a6FTlifTi8hzJPYr
837529,170,Moeilijke Som,Boef,201046,https://open.spotify.com/track/6BXhsaZP5HUcO6A3Kyoe3o
837532,173,Alleen Door Jou,Famke Louise,196929,https://open.spotify.com/track/4tcdEtudRV8K5xSE219QBl
837540,181,HUTS Remix,The Blockparty,192142,https://open.spotify.com/track/3qAGVjbRtMh58DogGWGGsB
837541,182,Bloom - Bonus Track,The Paper Kites,191878,https://open.spotify.com/track/41yIvlFgvGwxq8qTqAR7eG
837552,193,Tringeling,Johnny 500,182541,https://open.spotify.com/track/2BDKkJrVhq8ZaJNXuHOh4l
837554,195,You Let Me Walk Alone,Michael Schulte,180178,https://open.spotify.com/track/07qlsG6DYRLBbovwca9Vbr
837556,197,"My Money (feat. Bokoesam, Bizzey & Dopebwoy)",$hirak,178795,https://open.spotify.com/track/0X46CPFsAMAPobzEgEhQAm
837687,128,Gangster,Hef,236739,https://open.spotify.com/track/4L8vCI0DNksTHv4diw7saZ
837690,131,Koud,Hef,230131,https://open.spotify.com/track/1lWD6js9IUYFB5ITxlujy4
837704,145,Fastlife,Lijpe,214992,https://open.spotify.com/track/4cPldkIdCqeHm0qPXLsRJi
837706,147,Dealers Uit De Buurt,Hef,214004,https://open.spotify.com/track/5VIl8Jf79dOmFxw4dwRcsn
837707,148,Aan De Kant,Ismo,211144,https://open.spotify.com/track/7C0e3u2KuB8i6nXqWP4elk
837711,152,Rodeo,Hef,209354,https://open.spotify.com/track/3Ilb2NMWSnxvuFfwgX687l
837714,155,Nu Meteen,Brasco,206751,https://open.spotify.com/track/5Y7L2ZOJyyKf4Kj0n4jPcC
837719,160,FUEGO,Rockywhereyoubeen,202382,https://open.spotify.com/track/1NrzltD5229jTXho0ZMDim
837720,161,Ik Weet Dat Je M'n Rug Hebt,Hef,201145,https://open.spotify.com/track/0nrvjWZa1h6JCFH9W6bdna
837721,162,Rolls Sessie,Boef,200847,https://open.spotify.com/track/3BdgztSYQdUcbhAIZBo2DL
837722,163,"You Want It, I Got It (feat. LouiVos & 3robi)",Scarface,199317,https://open.spotify.com/track/711X1NPgs2wItxvvUtfTeO
837725,166,Jealous Op Me Life,Henkie T,198557,https://open.spotify.com/track/6uVWvaQpKJgep9YuA5xxR7
837726,167,Links of Rechts,Fatah,198280,https://open.spotify.com/track/0rkH09nZFXWyFmSwLsPEtm
837729,170,Misschien,Hef,195965,https://open.spotify.com/track/4lkoyhX226JNP077e9JoZK
837739,180,Wilde Westen - Megasessie - 101Barz,LouiVos,190503,https://open.spotify.com/track/2zF9jOXh0KKjQF0BiBFgE5
837741,182,Nightvision,Broederliefde,190102,https://open.spotify.com/track/4cHAdwWmhk4muLMNUAKAqg
837743,184,Kijk Ze Nu Dan,Latifah,189516,https://open.spotify.com/track/6HF52AoqEnEwaL1AIwRJe4
837749,190,Lifestyle (feat. Josylvio),Zefanio,183786,https://open.spotify.com/track/3afNzUwSt9dXBAXDPxlFHj
837750,191,Wanneer Zijn We Safe,Hef,183316,https://open.spotify.com/track/1axZ0300XaqNFIpWW18bU9
837755,196,Lil Craney,Kraantje Pappie,181076,https://open.spotify.com/track/2DhpQtdkezoUsSVNBTOLMg
837850,91,ASTMAFLOW,CHO,321217,https://open.spotify.com/track/0jWLMDgchymWhKeofHlfGI
837886,127,Intro (LLDK),Kingsize,264771,https://open.spotify.com/track/0jKhRPTMI5zWpHfK1EilXx
837888,129,RDM ADM DHG (feat. 3robi & Bartofso),Iliass,263105,https://open.spotify.com/track/4zXVaoHufxfbLhsXccR97l
837899,140,Kleine Boy,Momi,237653,https://open.spotify.com/track/2VIe41EFrZc8T40AHhasK3
837905,146,Young Patron,KM,230318,https://open.spotify.com/track/7mJvRi5uxGp0VVCnFrdubG
837923,164,Z.D.J.N.M.B,F.I.,213021,https://open.spotify.com/track/5sx5JndnYeN5UE4lTilbZI
837934,175,HOU JE BEK EN BEF ME,MEROL,196664,https://open.spotify.com/track/0U8mLueEos0t7sRCsmX507
837943,184,Schilderij,Boef,189981,https://open.spotify.com/track/2t4ai4EdhoQbwrszlvSyZe
837945,186,Capuchon,Frenna,188975,https://open.spotify.com/track/4yMsaSuT86QKfdAn7NWVVK
837948,189,Impressed,Tabitha,187756,https://open.spotify.com/track/3AGcXlQHQH5zCH7hsn0nyq
837958,199,HOUD ME VAST,Nienke Plas,183704,https://open.spotify.com/track/1TqCfH7JX282aVNvjRUUmH
838074,115,On Lock,F1rstman,248818,https://open.spotify.com/track/3mI9Xc2rqFb8RHxRWp7DSz
838122,163,Pray,Frenna,197597,https://open.spotify.com/track/4F9uSTXK4AJQJ92INsDFC3
838125,166,Tools,Vic9,194119,https://open.spotify.com/track/6Q4FxzrHvlPOKsSlCVShOj
838131,172,Polizei,Jebroer,191204,https://open.spotify.com/track/7ezyFM3xrwhC4vFWhpLuXz
838140,181,Da Vinci,Frenna,184672,https://open.spotify.com/track/3cUXFiwFzl9pPc6nWgecfE
838142,183,FLUIT,CHO,181707,https://open.spotify.com/track/0TQISlERGYdcDftCb2YStD
838144,185,Omarm Me,Ronnie Flex,178889,https://open.spotify.com/track/1lWBPQBghFHdpLbE6UnNc6
838150,191,F.A.C.T.S,Jacin Trill,177631,https://open.spotify.com/track/1TVtg2prqPj9Xpttkxmyzg
838151,192,Ze Willen Mee,Hardwell,177573,https://open.spotify.com/track/2zW8y5ry4YudAPnLmagr1c
838154,195,Catch Up,Josylvio,176783,https://open.spotify.com/track/34IUrlhbMSYf5tniU2kHJF
838156,197,Blijf Bij Mij,Ronnie Flex,176315,https://open.spotify.com/track/7EyvmcYx7WzeBi2cY9RmIi
838158,199,Dimelo,Frenna,175289,https://open.spotify.com/track/6AFGwlVI9rq9JmOfnHe9AJ
838261,102,Werk Aan De Winkel,Bokoesam,263720,https://open.spotify.com/track/7IZcnXv6Vg5NjD0AHhiEvI
838265,106,Wild Wild Son (feat. Sam Martin),Armin van Buuren,255944,https://open.spotify.com/track/5dRlU4dgX4t0K1wQuFLPsN
838280,121,Maffia,Glades,242631,https://open.spotify.com/track/1vwoBRw6kjMXa6DNU6Rn0j
838286,127,Chouk (feat. 7Liwa),3robi,234018,https://open.spotify.com/track/00xiUhvY3j3LOB8mZHWP3m
838295,136,Bottom,Sevn Alias,221960,https://open.spotify.com/track/66rWN3Ecw6KnTgdQ7hFo53
838302,143,Where Have You Gone (Anywhere),Lucas & Steve,217664,https://open.spotify.com/track/3zECQWhwAEydeK9jUTPamo
838309,150,ZME3,Glades,211362,https://open.spotify.com/track/5faIwh35164XbEySPqE2Vr
838316,157,Heisa,Dave Roelvink,204369,https://open.spotify.com/track/5BEpPi3bmTTHXxBdfSXaZ6
838325,166,Niks,Hef,195931,https://open.spotify.com/track/63d68gEzFUoLo86eIbQOfL
838328,169,Mashaqil 2.0 (feat. LouiVos & Mula B),Iliass,195147,https://open.spotify.com/track/7JoclfYVhsH90bkgxYkoLB
838350,191,Timer Tot Tien,Frenna,178365,https://open.spotify.com/track/763mfi3yWFON1uTqnZj8Vo
838351,192,We Can Do Better,Matt Simons,177459,https://open.spotify.com/track/1hLjLWrzO18acdCFcccFWk
838357,198,LIT,SBMG,173480,https://open.spotify.com/track/76OfzNtY3nG5hCnh5COSjt
838477,118,Litty,Lauwtje,232537,https://open.spotify.com/track/0SqKV0ZMobVIoW7qxbfjqs
838478,119,Blauwe Kabel (feat. 3robi),DJEZJA,231472,https://open.spotify.com/track/5IlUTylTFHmwqLNwT9N1pq
838498,139,Meer Dan M'n Best,Snelle,205607,https://open.spotify.com/track/0n3WNlRYhNW5EfpUMxPZ5Y
838506,147,Zo Niet Mij,Snelle,198754,https://open.spotify.com/track/6dRK8k8CpMDhd4ZbZoI6Dy
838516,157,Expose The Game,Chivv,190951,https://open.spotify.com/track/4ecBXHQkrt7ZVO8IRwzdZN
838527,168,Mona Lisa,Jacin Trill,182181,https://open.spotify.com/track/5QneX2KaozYStHH6duSHr1
838539,180,Door 'T Lint,Frenna,174515,https://open.spotify.com/track/0z0Pk75yqCn7q8XUmBI5Mc
838552,193,Ik Heb Je Door,Tabitha,165345,https://open.spotify.com/track/55VLboAFUZbPuQTjp8tjpJ
838559,200,Je Hoort Bij Mij,Snelle,160810,https://open.spotify.com/track/0ZZ8GRV86hPVPIJPLoDJbR
838651,92,Coca,LouiVos,286428,https://open.spotify.com/track/3bmSEfVS9ZgHlyejTm8Sfu
838653,94,On The Run,Momi,284516,https://open.spotify.com/track/4jm8ezJIgqaAwWW5A8am4i
838654,95,Bella,Kosso,276953,https://open.spotify.com/track/2vBWpgGojxY1dDFH2ScmQ7
838704,145,Bruk Down,Bokoesam,209383,https://open.spotify.com/track/24hprYi43eex74B4z1BfUG
838705,146,Jargon,Snelle,209043,https://open.spotify.com/track/3dTtrOnLY9kpHYjFi3guVM
838720,161,"SVP (feat. JoeyAK, Young Ellens & Sevn Alias)",Boef,194241,https://open.spotify.com/track/036HGg6Bs7n15m99zcnPwZ
838724,165,5 Gram,Vic9,191511,https://open.spotify.com/track/0neeZEyEi84QP68OcajXDY
838725,166,on the road,Idaly,189608,https://open.spotify.com/track/6ykGYmFGCSqfaMKgopoELz
838732,173,Wel Varen,Snelle,187096,https://open.spotify.com/track/3qi6Mt1LO91IqRTQwmDLzr
838742,183,Matalo,Nafthaly Ramona,180193,https://open.spotify.com/track/6IHGBDrXPm0S3hFwy7xbnk
838755,196,Amigo (feat. Mula B),Soufiane Eddyani,169130,https://open.spotify.com/track/567sFGii0JsIoFlHkO6h8Z
838757,198,Shopping Spree,Equalz,167599,https://open.spotify.com/track/1yLEdnmj3BiPRuXmsR1WaA
838758,199,In De Ends (feat. Djaga Djaga & F.I.),Scarface,167544,https://open.spotify.com/track/07Bu21Y8V1ow15S1H3R2vB
838822,63,Alles Designer,Fabiola,386240,https://open.spotify.com/track/4z5KmaaIHhZdIUlkaO6gFH
838895,136,Hou Hoop,Djaga Djaga,218454,https://open.spotify.com/track/4ExWdZO9aV54gm8ERGmJ3d
838913,154,Kind Van De Achterbuurt,Vic9,205010,https://open.spotify.com/track/7xVW4bgXAaJ6AC9MXzztEl
838930,171,Mooie Lach,Djaga Djaga,186745,https://open.spotify.com/track/1TRpY6Y2dYhjk2zVOewJ5n
838934,175,Dip Raar,Diplo,182829,https://open.spotify.com/track/4Qe9dt6fYTWRpUnVHH6FhA
838935,176,Bad Gyal,Frenna,182824,https://open.spotify.com/track/48kvMhISZUDB3q107Cjo6p
838940,181,Niet Safe,Snelle,178164,https://open.spotify.com/track/4sNEkd5ILesoaZJalOF4ZW
838942,183,4 the Real,Djaga Djaga,177501,https://open.spotify.com/track/4IJvgywsDUTMKTXh6oC61y
838956,197,Tranen Van Geluk,Djaga Djaga,172646,https://open.spotify.com/track/3pXA3JNLNVzN4GSSpBO8a9
839090,131,Fouilleren,Lena,225991,https://open.spotify.com/track/7rFEK3FMqPgb9BfUiqBf3E
839098,139,Terug Naar Toen,Kempi,219753,https://open.spotify.com/track/5d3bRy1wntot1vRXM4mBMg
839120,161,Yamilet,SXTEEN,200925,https://open.spotify.com/track/5BwiuT2YO6KZT8KEfzlqCP
839121,162,Akrapovic,Woenzelaar,200637,https://open.spotify.com/track/1kY5YbyVGEVVxi5KOV38E8
839129,170,Dan Komt Alles Goed,Tabitha,192929,https://open.spotify.com/track/0iBtnFBem30gKANCfx4QIp
839138,179,Altijd Op Tijd,Vic9,187253,https://open.spotify.com/track/1bh7gzZI3zD3dXNRB6xR1D
839146,187,La Poisse (feat. Soufiane Eddyani),DJEZJA,179434,https://open.spotify.com/track/1Z8oTmTjppnObGOHKA0RqK
839149,190,Au DD,PNL,176586,https://open.spotify.com/track/6VSaNvPPagk4U5Skxp6XfV
839151,192,Terug Naar Toen (feat. Lijpe),Boef,174933,https://open.spotify.com/track/3ELaEOpbAaXnahwApLkUvR
839153,194,Extreem (feat. 3robi & Mula B),Bartofso,174107,https://open.spotify.com/track/5Thqaj7W2YgpWNixvUclH6
839155,196,I Like That,D-Double,173654,https://open.spotify.com/track/5NauqbHO6k2Lce7WOLhXFT
839238,79,ZO MOOI,Nienke Plas,351437,https://open.spotify.com/track/4LNvz6YgrpNR3lKse9ypLF
839253,94,Speling,SuriBeats,309371,https://open.spotify.com/track/4tgtuv8mU0wA7MgBOTFWjj
839276,117,Lukt Niet,F1rstman,254963,https://open.spotify.com/track/1nIaw8N0eyT7nToRSNFaKv
839277,118,Kikker,LouiVos,254250,https://open.spotify.com/track/1voTl1D89igV6jyFSGVymX
839278,119,Expose Chivv,Chivv,252232,https://open.spotify.com/track/2TJa4A6DXIRQFL97MBhSTk
839313,154,Insta,Bizzey,217110,https://open.spotify.com/track/6in4nDdWDOq0T9WL5juhIH
839321,162,Black On Black (feat. LouiVos),Bartofso,208393,https://open.spotify.com/track/6JzNUMjq4Drv4NJRNH41UP
839333,174,Wazabi,3robi,195634,https://open.spotify.com/track/6C0VgaDh8IpcqexnACFwRd
839347,188,Tijd voor Mij,Madina,184510,https://open.spotify.com/track/5eDVqKMcCtZ4PLHxS622is
839350,191,Ze Loevt,Frenna,182100,https://open.spotify.com/track/0vNGIfbfrEX21HigNDXMID
839352,193,Paris,Frenna,181778,https://open.spotify.com/track/7eCxBJf5yF68WOcQuy9pY1
839355,196,De Wereld Is Van Jou,Hef,179742,https://open.spotify.com/track/7xEJp6iI9yqhrdAA3low42
839357,198,lil mama,Idaly,177554,https://open.spotify.com/track/3aMI0cu9YaZfyJTJMS89Ey
839359,200,Yusu,Henkie T,176591,https://open.spotify.com/track/5DZ99yCotwibYsPcQZQNqk
839477,118,Voel je vrij,Johnny 500,253191,https://open.spotify.com/track/2RveLYGRKbFixkbeQQo7KV
839490,131,Runnin',Murda,237479,https://open.spotify.com/track/6EDzV1YfOB4vB8yDwOOtw2
839511,152,Dounia,Oualid,219593,https://open.spotify.com/track/3tsXAmva1szK4PIqwmyXtm
839525,166,Money Monica,Hansie,209230,https://open.spotify.com/track/0jnNF53wBDWdMFZTt0ZLe0
839537,178,Freak In The Weekend,Frenna,200157,https://open.spotify.com/track/19CB086TjdU7dRi3JN9SzY
839540,181,Money Power (feat. Rich),LouiVos,195845,https://open.spotify.com/track/4SoubzEZSbjsnT09uepnCN
839543,184,Voorbij,Josylvio,192820,https://open.spotify.com/track/4nQnGxDEOBy5PUihTPSdIZ
839555,196,Blijf Bij Mij,Djaga Djaga,183697,https://open.spotify.com/track/0wT9btkEagBqkntR4MjV3x
839557,198,Mijn Schuld,Bokoesam,182554,https://open.spotify.com/track/0ZmFDQFhafge9xJvCFfP4v
839559,200,Kostbaar,Yung Felix,181636,https://open.spotify.com/track/1OZ7OfRTdjGbMEkunPgTW3
839653,94,Leugens,Lauwtje,295478,https://open.spotify.com/track/1riTufjxcBSxj4PGXWTj1D
839665,106,Zonder Navigatie (feat. Mula B & Bartofso),IliassOpDeBeat,270540,https://open.spotify.com/track/4gcKXJAYWiOICZ77L1lKck
839670,111,Sneaky Money (feat. Chivv & Boef),Ali B,259051,https://open.spotify.com/track/6sWnV2GlPypADfr0UpMJxP
839674,115,Elastisch,Lauwtje,250941,https://open.spotify.com/track/6Oys4MNiymP4nPigS56t1L
839678,119,Stack Het (feat. LouiVos),KNALLER,246383,https://open.spotify.com/track/5gI0WiWrWYPTt12F79IJnj
839696,137,Niet Voor Mij,Ismo,225082,https://open.spotify.com/track/5zWKQ5dFxsDxh7tymqiOjL
839704,145,Volmaakt,Jayh,217136,https://open.spotify.com/track/2xaTlHngykIr4G8VVUR387
839708,149,Adrenaline,Daniël Busser,216217,https://open.spotify.com/track/5pBjpmN4AFopIlRv4mz6Jh
839724,165,Barry Hayze,Donnie,200448,https://open.spotify.com/track/3PBz7CngitM6RvxDBSbRaq
839729,170,Go Getta,Vic9,198775,https://open.spotify.com/track/6x6Mw6RspqUs35uj2qBhQ5
839733,174,Met Mij,Equalz,196135,https://open.spotify.com/track/2CxPcuxHIz2L2cVHSxXT99
839734,175,Pieken En Dalen,F.I.,194784,https://open.spotify.com/track/3pN9hvCL92zaHTxuIT4boR
839739,180,Wasmachine,Jhorrmountain,189930,https://open.spotify.com/track/5xL6QuqJLsHFiIC96VTHNR
839744,185,De Prijs,Bollebof,187616,https://open.spotify.com/track/2r2Ia3y2HhI9ZhvfnzoUdl
839747,188,Nachtwacht,Woenzelaar,185535,https://open.spotify.com/track/2ii8WXwhOtdNp4Z1HJBd9m
839751,192,Chemistry (feat. Mula B),Architrackz,182521,https://open.spotify.com/track/32KaEzzoNXtjTyMT55ZT7y
839759,200,Floes,DJEZJA,177810,https://open.spotify.com/track/3ip2uhdmdBjRFBXlp8JAQs
839882,123,Asha,Ashafar,251257,https://open.spotify.com/track/67iCjNiQTC1C0ebKBHvEoh
839904,145,Wine Remix,Djaga Djaga,215291,https://open.spotify.com/track/1MumngIw0q4ruL3wWl0Wlb
839909,150,Fastlife,Ashafar,210235,https://open.spotify.com/track/2MywGOEX576jpgaFeWAZjN
839916,157,10+4,Jacin Trill,203176,https://open.spotify.com/track/3LgltnsAv9BiNt2qvfrHOx
839926,167,Onvoorspelbaar,Jack,196927,https://open.spotify.com/track/6GIct4hODXCV6uzke4zP22
839939,180,Design,Kevcody,185802,https://open.spotify.com/track/6bnwjfLGQgsdB3eSWWW13W
839940,181,Controle,Yung Felix,185213,https://open.spotify.com/track/2bmKUR6jSqy3pr7a2GwP1M
839946,187,PIA,Frenna,182618,https://open.spotify.com/track/2u23s4M0ATWN9rAuJBt0sT
839948,189,Hoe Je Bent,Broederliefde,180579,https://open.spotify.com/track/2a01mRS1QctP7EvmMFoPee
839951,192,Señorita,Young Ellens,178379,https://open.spotify.com/track/6uUSmhfdiOR7gYeTN430kA
839954,195,BUK,ValsBezig,176368,https://open.spotify.com/track/0RyBrDPSh7alcvWdRApQd6
839956,197,Ana Wiyak,Clandistino,175822,https://open.spotify.com/track/7amCv8CJPutcspMc4p7yRw
839958,199,Cinemas,Ashafar,174958,https://open.spotify.com/track/1ffspx5F8xtFD2psv22y8C
840063,104,veel aan me hoofd,Idaly,253569,https://open.spotify.com/track/7KKE9ieviQ0XDKDorV2jOo
840064,105,buckle up,Idaly,253306,https://open.spotify.com/track/0FssM3rIyBe3fZ02i3hYdy
840069,110,Daar Gaat Ze (Nooit Verdiend),Dimitri Vegas & Like Mike,241093,https://open.spotify.com/track/1gnu3dukNUACZjNOF6NAwT
840093,134,suffer,Idaly,214269,https://open.spotify.com/track/4vooPd4Kit4s4a0TKLmldj
840099,140,Maserati,D-Double,205557,https://open.spotify.com/track/5SwEsfMEZ12d3E8Vsv6X9n
840100,141,Waar Zou Ik Zijn,D-Double,203006,https://open.spotify.com/track/1Z2giiXJb5P6BcxKDlKDmA
840120,161,Dizzy,Ashafar,184152,https://open.spotify.com/track/6RAl2MB2QpZT46yJNgbwyC
840123,164,Señora,Riffi,180922,https://open.spotify.com/track/7ry9NxNeAwcg6tSsnb3vX3
840145,186,Soldaat,Jebroer,166613,https://open.spotify.com/track/4Y9tutj1sKhWi5VRE5Wmkr
840152,193,Pasapas,Kinderen voor Kinderen,163367,https://open.spotify.com/track/2GESce1CGWH2GnufAqxzDz
840153,194,Speciaal,Frenna,163099,https://open.spotify.com/track/1IJ2kXcVKw9Of3weornLMo
840155,196,Regen,Frenna,162411,https://open.spotify.com/track/46V1YQy4dwmVG9zB5PkawO
840159,200,Potentie,Stefan en Sean,159458,https://open.spotify.com/track/6UtyNItDq79iHK6eevVq8h
840258,99,Ground Up,Kevin,288365,https://open.spotify.com/track/1jD7D7ILcyeF3M8N0D5PqC
840260,101,Fase (feat. D-Double),Kevin,286243,https://open.spotify.com/track/7z90VPSnlI5aU8NHO21oak
840270,111,Mijn Bitch,Kevin,258712,https://open.spotify.com/track/5aonprLpPXeXeZPjWHSWj0
840273,114,Geen Beveiliging,Kevin,250069,https://open.spotify.com/track/1J5HpmcPirw1sTv68O677q
840280,121,Weekend,Kevin,241124,https://open.spotify.com/track/4lQe8Qe3HGZ0XDo6L59thA
840281,122,Simpel (feat. Momi),Kevin,240848,https://open.spotify.com/track/76zARNwVZesdUlIupUJk1S
840282,123,Money Talk (feat. Henkie T),Dopebwoy,240105,https://open.spotify.com/track/68T4xNCUYObGSNeFZ24YVV
840283,124,Lelijk,Kevin,239630,https://open.spotify.com/track/0gFlfiblyKp3YvDYsI4yog
840304,145,Boem (feat. Sticks),Kevin,213681,https://open.spotify.com/track/34ClxsGTywLvSpemV56W0l
840305,146,Geheim,Jacin Trill,210150,https://open.spotify.com/track/2U5wAgFp5ha0MWbT32PUQh
840307,148,Holy Ghost,Priceless,208592,https://open.spotify.com/track/3h2pnvejkkfkXLySXAAXO6
840308,149,Geen Emotie - Intro,Dopebwoy,208446,https://open.spotify.com/track/2ijRXBpB85hlhANF2DdRdC
840311,152,Bout That Life,Jacin Trill,204002,https://open.spotify.com/track/5z7C8H3rsduFDC1x059PEp
840313,154,Over De Grens,Dopebwoy,202710,https://open.spotify.com/track/5Fnd2ZYNMuPrtZ23mifiOg
840314,155,Draai Dat Ding (feat. Murda),Dopebwoy,201740,https://open.spotify.com/track/6ViV1T9NDpztw0gGABgXRH
840315,156,Waar Ik Vandaan Kom,Pierrii,200907,https://open.spotify.com/track/0PjgQ7UmJbSX0NOJJGNQ4v
840317,158,80 Grannies,Hef,199313,https://open.spotify.com/track/1albMpRtK0RT5QulqTtgO7
840347,188,BASED Universe,Jacin Trill,180374,https://open.spotify.com/track/0ZThkt9FQMqHGUfT9872jF
840350,191,Quote (feat. Boef),DJEZJA,176503,https://open.spotify.com/track/5sOYnDSEIIXVe4bjc8tHJQ
840354,195,Zeg Me,Jacin Trill,173692,https://open.spotify.com/track/6Pirqdvn8oMZmL2mqSCIgI
840357,198,Rockstar,Ashafar,170775,https://open.spotify.com/track/3yJFqy44SX9ZLhEqxssVN9
840358,199,Fra333,3robi,170775,https://open.spotify.com/track/6tziBiWgtbGi54UQLuISEG
840359,200,Ya la Laa,DYSTINCT,170523,https://open.spotify.com/track/0pqGNW2u6uepefUa0L3KbA
840475,116,Encro,De Fellas,244555,https://open.spotify.com/track/661tdaIdQsDIzVzkhEHUZk
840493,134,Drama (feat. Sevn Alias),Kevin,221025,https://open.spotify.com/track/5GzRuXBEO4dFZRZvvmTetR
840504,145,alleen jou,Idaly,202177,https://open.spotify.com/track/3P2S5GxPNnHtBDS93MrALE
840513,154,Fast Money,NAVI,196207,https://open.spotify.com/track/7MckN5PfePYyJYQzAa7s2q
840519,160,DERRIÈRE,Famke Louise,193464,https://open.spotify.com/track/5qHtrOUposvTzd98KkziIO
840533,174,Paraplu,Kevin,181638,https://open.spotify.com/track/6AWJ641rVTbTsDbsVjk3kZ
840553,194,Kibbelingkraam,Snelle,166833,https://open.spotify.com/track/2V5kHFPcruQFGNa0ONSj4R
840554,195,Bounce Back,Latifah,166711,https://open.spotify.com/track/4UL1O8BvXYLg42VxizhdGj
840559,200,Waggie Nieuw (feat. Diquenza),LouiVos,164221,https://open.spotify.com/track/6xT6Wo035pywfIhxDUQOAp
840668,109,MY Slime,Jacin Trill,270495,https://open.spotify.com/track/5grERsFWpPIIvdSRcGxCGq
840675,116,Arcade - Eurovision 2019 - Netherlands / Karaoke Version,Duncan Laurence,261571,https://open.spotify.com/track/3qRn3Cr97QnOkoewPL10Md
840726,167,Eind Van De Rit (feat. Frenna),Dopebwoy,192437,https://open.spotify.com/track/70blYWT2yGvHrBWUq84sxw
840743,184,Stretch,Murda,177855,https://open.spotify.com/track/4IxdrwBrIezSeWZNJjy5zy
840748,189,Domme Dingen Doen,Diquenza,175327,https://open.spotify.com/track/51nLmWXzVWXcD75aqYSxB8
840753,194,F.O.G.,De Fellas,173796,https://open.spotify.com/track/5YPWEKZbNjUuqKlm1Rcp9c
840758,199,Enge Loesoe (feat. 3robi),JoeyAK,169260,https://open.spotify.com/track/36BqkgMwelAnF8EOWNQYkV
840883,124,Calabasas,De Fellas,223677,https://open.spotify.com/track/09nG0PewXO6bLn8Dd3nulA
840899,140,De Missie,Kalvijn,206980,https://open.spotify.com/track/4J78QumWAJEpf36lMN7QnK
840926,167,Wat Een Junk,Killer Kamal,186954,https://open.spotify.com/track/4q0ukVTZmXwEgnBuwmyHid
840942,183,Gevangenis,Jermaine Niffer,174525,https://open.spotify.com/track/5RNLYlawbFyHb2UYqRYE1E
840947,188,Bij Mij (feat. Idaly),Kevin,170772,https://open.spotify.com/track/7wpSnL1WUnGfYWcrd8y2n3
840952,193,PARANOIA,Jonna Fraser,168158,https://open.spotify.com/track/5kHMdJLmN364FvFfky3AXI
840954,195,Pretty Shining People,George Ezra,167791,https://open.spotify.com/track/2JVwsN6viHjR9t5pCPQ4Br
840956,197,Buurman,Joost,166701,https://open.spotify.com/track/4jlNrUjwVecUAxUUmhS5Tn
841073,114,Many Men,Jordymone9,241154,https://open.spotify.com/track/4HjRpvW35frIlT33q2zvOf
841095,136,Cypher B4B,Quatro Vision,215164,https://open.spotify.com/track/6HaFX7XVYhKfPrsklsh2HH
841115,156,Vrij,Kevin,195247,https://open.spotify.com/track/4CbyoseWnHXE6pDpWo0L68
841134,175,Citybox,LouiVos,178723,https://open.spotify.com/track/0VkXYIkNImTFqlL3OZkxrX
841142,183,DOM,Sevn Alias,172977,https://open.spotify.com/track/1euLs9px3FyWbRPRArEim1
841145,186,Eredivisie,Snelle,171418,https://open.spotify.com/track/4HjYOxqdtFMS1eY2leQG3I
841146,187,Hurt Somebody,Noah Kahan,170617,https://open.spotify.com/track/7apizLyhMRutg3ccXvr2qv
841155,196,Hans Betaalt De Schade (feat. Chivv & Henkie T),Delivio Reavon,166638,https://open.spotify.com/track/36UAh8lq8r62uopY9Du1w3
