,chart_position,track,artist,streams,url
353,37,Nicki Minaj,Diktion,1389,https://open.spotify.com/track/2UUpUZwyPvr7SE0iyhO4PO
941,182,Ballin',Duki,138661,https://open.spotify.com/track/7jRUINbSDOIeI3oPTFeQyP
943,184,Ferrari,Duki,137713,https://open.spotify.com/track/1YIqazOPARc41ThBqS7a8F
951,192,Si Te Sentis Sola,Duki,134274,https://open.spotify.com/track/2Z4VK9otSeq3MxWcEgptUa
1147,188,El Baile de las Egresadas,DJ Alan Gomez,136989,https://open.spotify.com/track/1IlbkW24QMlXRs5GF15FMM
1149,190,Vete,KHEA,136627,https://open.spotify.com/track/2rZB6indPhp8C5AZK1PpkS
1333,174,Como Le Digo,KHEA,147000,https://open.spotify.com/track/2fxJDRmUMatqyZ6ZOQi7RD
1359,200,Vuelve,Coscu,135370,https://open.spotify.com/track/2nszsLBeJj894eERcKEAPW
1544,185,Pla Cacha Pla - Remix,DJ Alan Gomez,138084,https://open.spotify.com/track/4mOOQDVAfgjZ6kQMQn8uzU
1752,193,Jaleo,Nicky Jam,138933,https://open.spotify.com/track/5qEDMy4lkVZ93et8y1VP99
1759,200,Mi Chain de Roque,Duki,135947,https://open.spotify.com/track/4PNKgqXRmLMPC14Xc0RxME
2041,82,C14TORCE II,Cazzu,245505,https://open.spotify.com/track/2e2ZtZbe6rQoOnUizqowNT
2748,189,Verano Hater,Dante Spinetta,129532,https://open.spotify.com/track/1kg3ch5elhWxnPEeefLfYo
2756,197,Makina de Armado,Duki,125329,https://open.spotify.com/track/02qf5aeUXhov2KmQeKQaVa
2958,199,Esta Saliendo El Sol,Intoxicados,131256,https://open.spotify.com/track/2pmHBQiIjVfTyn3p1rRbSB
3153,194,Ahora No (feat. Kodigo),FMK,143350,https://open.spotify.com/track/26CBgVxQ7oxdiKWVpfN9xJ
3282,123,"Tumbando El Club (feat. C.R.O., Mike Southside & Coqeein Montana)",0-600,187053,https://open.spotify.com/track/66TqyIw4lqniQu62cbMfyz
3954,195,Vapormax,Duki,137156,https://open.spotify.com/track/6iWnIObjnBMlaKgrAZgUA1
4142,183,Glitter,Bhavi,137398,https://open.spotify.com/track/7791eaHScobUflcXYVvxpt
4750,191,C14Torce Ii,Cazu,134829,https://open.spotify.com/track/61TfEvFJO7qmX2O41K4KVt
5154,195,La Razón Que Te Demora,La Renga,139548,https://open.spotify.com/track/0ljyHIWERJQp8O5LKgKm1l
5346,187,Tengo Sed,Bardero$,150351,https://open.spotify.com/track/7BTraGhB2vTpyBTAOCJs3t
5357,198,Balada Del Diablo y La Muerte,La Renga,142617,https://open.spotify.com/track/4ObkiTmpsSU31gqGhTb8SH
5547,188,Mentiste,Cazzu,135874,https://open.spotify.com/track/2xoBzKUr7zr7N9uK0tkVTO
5557,198,Quavo #Mododiablo,Duki,132101,https://open.spotify.com/track/262lBp5MtK39jc7gQdYrVM
5689,130,Si No Fue Asi,Midel,178647,https://open.spotify.com/track/1wdAd6JuFOaFfLbzNXPR0Y
5756,197,Calle2,FMK,138885,https://open.spotify.com/track/2hTdqJB1wi7dxG30l6FeYb
7158,199,Sólo con un Beso,Los Totora,157433,https://open.spotify.com/track/5ucrujpVC5pPdxNR42guhh
7344,185,Ya No Más,Pilar Pascual,162406,https://open.spotify.com/track/4JmQQuj05sQD6hMfKFzcoR
7559,200,Ola Mina XD,CA7RIEL,157938,https://open.spotify.com/track/5EGtKsNi2Ad53hfRhckhol
8742,183,Te Lo Advertí,Ecko,196028,https://open.spotify.com/track/4pAKlCNFJE6di1TQYk0N0i
8942,183,Rompe el Party (Remix),Sael,191240,https://open.spotify.com/track/0bpzKlI1oiRYp9UnK90qcV
9332,173,Nivel,Lucho SSJ,209487,https://open.spotify.com/track/7IzzrvxEKHgdxn3DIAlrfe
9342,183,Superglue,Dillom,201915,https://open.spotify.com/track/2IpcmLHyI2eOtFpZLRgomq
9502,143,Señorita,Duki,250625,https://open.spotify.com/track/4znBsOXb9COwElnqcvPQQs
9507,148,One Million Dollar Baby,Duki,247751,https://open.spotify.com/track/2u5yscz12pZF9Z3ls3BshU
9539,180,Te Robo,Zato DJ,208007,https://open.spotify.com/track/1Mytkdy3EAWY0TmAiPaFmr
9543,184,"Paco Amoroso: Bzrp Music Sessions, Vol. 3",Bizarrap,205329,https://open.spotify.com/track/51ebj80qWDECmAGfxnxiFh
9664,105,Plegarias,Nicki Nicole,308292,https://open.spotify.com/track/4wjGHpG31UG3B3RTsnqmIi
9724,165,7 Lunas,Nicki Nicole,224173,https://open.spotify.com/track/48949HHJclXQJZFiSg87QQ
9728,169,Recuerdos,Nicki Nicole,221142,https://open.spotify.com/track/3gzIuBIdE9pRfxHfvdoPoq
9729,170,Nos Encontramos,Nicki Nicole,220931,https://open.spotify.com/track/4b4OmlLUSywtzcdUvIJ279
9735,176,Tras Vos,Nicki Nicole,215942,https://open.spotify.com/track/44BDcdDu9kBRwRfo9oFk76
9741,182,"Kinder Malo: Bzrp Music Sessions, Vol. 17, Lado B",Bizarrap,212661,https://open.spotify.com/track/304GHDLp1hST4rpncfNbHD
9750,191,Calle 2 - Remix,FMK,207051,https://open.spotify.com/track/45qpVdZAbONKliwh1ZD8nK
9928,169,PARA SACARMELO (prod. OMAR VARELA),YSY A,220525,https://open.spotify.com/track/7vVBHIVPewg2rCkiSMFquc
9950,191,Me Gusta,Nicki Nicole,203815,https://open.spotify.com/track/4xT8BKG51PWefWHmPnm7Wc
10723,164,Cara de Diablo,Midel,214290,https://open.spotify.com/track/4bdYtEW0Zb859oQWYjeVmC
10894,135,Me Muero de Amor - En Vivo,Damas Gratis,259357,https://open.spotify.com/track/1vX3eIWSPr9EH3nSy1JhMN
10908,149,Cono hielo,CA7RIEL,244367,https://open.spotify.com/track/5SFlCuDJBOtpfrh1ue6uCt
10914,155,Diciembre,TINI,237149,https://open.spotify.com/track/3rwWcmmKQsXWfEfKzi4X2S
10924,165,Hotel California,Ke Personajes,228783,https://open.spotify.com/track/0MbkiHMyocbiG3GsWgY8n0
10927,168,McFly,CA7RIEL,226869,https://open.spotify.com/track/28Qkq4zVzDQpNgIb4r00lu
10948,189,Fantasias Remix,DJ Alex,210425,https://open.spotify.com/track/1d2Df5xbRVmdMWVNUuGlYL
11353,194,"Neutro Shorty: Bzrp Music Sessions, Vol. 21",Bizarrap,202673,https://open.spotify.com/track/1QExMlBnwPYN2S3LMVNpoD
11728,169,Sake,WE$T DUBAI,213992,https://open.spotify.com/track/2XGU82Lx8urLynWSdJ2ehz
11946,187,Que Locura Fue Enamorarme de Ti,Kevo DJ,198058,https://open.spotify.com/track/6DGgpOiHsC8o9RVqVlUTqM
12156,197,Chinax,Fer Palacio,187918,https://open.spotify.com/track/6CRs2uNFau0JRFOYzK7BKt
12294,135,C14TORCE III,Cazzu,229366,https://open.spotify.com/track/5feYWe3hr9hZ7jEXfa2UcS
12942,183,Soltera Va - Remix,DJ Alex,195363,https://open.spotify.com/track/4Tb28rtfvLtFeDIZl5MIIE
13319,160,La Playa,DJ Alex,178539,https://open.spotify.com/track/0WRHSge90uKgvisLnruav2
13506,147,Kelly,Dillom,187789,https://open.spotify.com/track/4pl91a0QtmM1BwZW1Vkdcy
14552,193,Me Prefiere A Mi,Cazzu,156058,https://open.spotify.com/track/6b38njkY1j48fruqRqrm6d
14875,116,"Te Quiero Tanto, No Me Preguntes Más",Sergio Denis,232089,https://open.spotify.com/track/0sKaMeuhSx79DcDYClZl4s
15315,156,U.S.A,LiL CaKe,190578,https://open.spotify.com/track/4nSLNgCnCm0NX1SkOwrrdR
15505,146,Bésame (I Need You) (with TINI & Reik),R3HAB,199622,https://open.spotify.com/track/25c15KvAiyM8DNmDoFqwzm
15656,97,Acapella,Duki,238115,https://open.spotify.com/track/2wBUN6KcwwPkhvhUa9DKVj
16103,144,24,Duki,186082,https://open.spotify.com/track/2KYqHEGZhYxbB0w3O9p9L9
16138,179,Mami Lo Siento,KHEA,168998,https://open.spotify.com/track/3QI0dCmyNujFycD1le2zk4
16358,199,Highx,Fer Palacio,161210,https://open.spotify.com/track/4xmRpeisH3H2fgOTdzLi0I
17952,193,Caramelox - Remix,Fer Palacio,178713,https://open.spotify.com/track/2vQPC6VypfqjY5DBUyMHbB
18151,192,Miedo,Cazzu,188344,https://open.spotify.com/track/7acURarwO3OFjtUKzzQq1T
18527,168,Mente Gitana,Rei,199910,https://open.spotify.com/track/074rCBnmb4MlfA7OoQrAcx
19510,151,El Momento,Adexe & Nau,214168,https://open.spotify.com/track/51KSPNTA0pvdIoChAdx244
19544,185,Sign of the Times,Harry Styles,194161,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
19928,169,Cerca De Tí,Tiago PZK,211220,https://open.spotify.com/track/1UmqnYGsWL6dbBKsBY3FzG
19939,180,Previa y Cachengue 20 - Remix,Fer Palacio,204083,https://open.spotify.com/track/2MwU3CZEc3AeZ4G1BfSdxm
19959,200,#Ysya2020 Vol. 4 - Pasa Que Yo,YSY A,195435,https://open.spotify.com/track/7qf15ZBTnAyOZX5UIWrsKj
20349,190,Bésame (Siéntelo),Fran Argiro,204590,https://open.spotify.com/track/0NfrqQWc7ptAmlGSQ20y4E
20350,191,Previa y Cachengue 31 - Remix,Fer Palacio,202458,https://open.spotify.com/track/4jrJJ5cixI1URrM9pVGdBP
20427,68,Qué Es Dios?,Las Pastillas del Abuelo,412319,https://open.spotify.com/track/5P29BFj3HVX4iEsK7lCa0t
20731,172,Acércate,TINI,234921,https://open.spotify.com/track/0iMa8G7ODf8szyruUYtnz1
20921,162,Dimelo Rei,Rei,220017,https://open.spotify.com/track/6doqO46LdQrFtl2GquAZ0A
21342,183,Llorarás Más De Diez Veces,Leo Mattioli,231122,https://open.spotify.com/track/2IuLxgL5dd02AeF5FSygjQ
21352,193,La Cumbita,Tambó Tambó,222548,https://open.spotify.com/track/3E3vBUkBQY3CFsNmlWDft6
21355,196,La Ventanita,Grupo Sombras,218101,https://open.spotify.com/track/2dfnK7rHRibkQR93iZn7Z2
21358,199,Tramposa Y Mentirosa,Leo Mattioli,215983,https://open.spotify.com/track/6KzeUBu1BE8q24CblG6oku
21462,103,El Bombón,Los Palmeras,289083,https://open.spotify.com/track/68drjp77R32xEkzP1vxlF6
21463,104,La Cola,Los Palmeras,287104,https://open.spotify.com/track/45W2wFalCHxcTtrWuH60Ii
21491,132,No Me Arrepiento de Este Amor,Gilda,251258,https://open.spotify.com/track/3mXLgWxNIbEFXWPppGjc6a
21512,153,Que Bonito,Banda XXI,229886,https://open.spotify.com/track/3XmpHN0jwCV1unk8ygs1Ku
21513,154,Amores Como el Nuestro,Los Charros,229240,https://open.spotify.com/track/6z6aUQtuqZzq2tbyVwHO6n
21515,156,Jangueox,Fer Palacio,228461,https://open.spotify.com/track/5Zxq7UC7Iqv9pfZdq3rAcQ
21524,165,Una Calle Nos Separa,Nestor En Bloque,223101,https://open.spotify.com/track/48yRazqbGXUfSpGiTPNw0r
21526,167,Jurabas Tu,Los del Fuego,221976,https://open.spotify.com/track/5ISajXj2M1yvkrC0KsgbR5
21538,179,Es Tan Grande Este Amor,Rodrigo Tapari,210125,https://open.spotify.com/track/2jV2BWkFNLbqOb8wqVR9iC
21539,180,Fue Difícil,Rodrigo Tapari,209695,https://open.spotify.com/track/3p9UeIicVHsdEUBucLJqes
21956,197,Será,Las Pelotas,197079,https://open.spotify.com/track/60IzIxSuVAtU71yCmHjxHH
22156,197,Soy Sabalero,Los Palmeras,202020,https://open.spotify.com/track/6MIulZ9FG6Td02EpvFC5ZL
22349,190,Muero de Fiesta Este Finde,Duki,188010,https://open.spotify.com/track/3hiWmFAUAGu0pgDSv2LZZt
22735,176,Previa y Cachengue 36 - Remix,Fer Palacio,205467,https://open.spotify.com/track/6Ow1077i96Aiun3cEH8Wqp
22754,195,Reloj - Remix,DJ Alan Gomez,195131,https://open.spotify.com/track/0gFrjV5KI2KU0qR6nBn4PR
22953,194,Puente,Gustavo Cerati,188279,https://open.spotify.com/track/6gwaa6ElIixNTvu6RwkMyo
22957,198,Sin Principio Ni Final,Abel Pintos,184396,https://open.spotify.com/track/6ihwy1c6tsMC6AWANIrhH2
22958,199,Adiós,Gustavo Cerati,183587,https://open.spotify.com/track/1rh4kDY9T4fHVDum8Foi5k
23011,52,El Mismo Aire,La K'onga,523375,https://open.spotify.com/track/7onMf0QvWgRba2MRxG27yj
23061,102,El Goloso RKT,Mambo DJ,269701,https://open.spotify.com/track/2yRhEaUfmf47BMfmztA2lu
23074,115,Spaghetti del Rock,Divididos,255028,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr
23082,123,Cerquita de Ti,Maria Becerra,244052,https://open.spotify.com/track/6Q8vbgStr27Y2vruqLccr7
23083,124,Crimen,Gustavo Cerati,241991,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp
23085,126,Olvídala,Los Palmeras,240686,https://open.spotify.com/track/0cXGtTRfQKSHojilCoBAOd
23109,150,L-Gante RKT - Remix,DJ Tao,217423,https://open.spotify.com/track/6K87ggCFX2HjenI7buepQM
23110,151,Previa y Cachengue 38 - Remix,Fer Palacio,216329,https://open.spotify.com/track/1ba1ZedHHXyiQdFQM2Baak
23121,162,Inocente,La Delio Valdez,210153,https://open.spotify.com/track/1DFDbSWdESvzWHHAe6BCQ3
23123,164,Mil Horas,Los Abuelos De La Nada,207930,https://open.spotify.com/track/6ySWtyMprBb1YX8WAAuFBs
23132,173,Ella Dijo,Estelares,201065,https://open.spotify.com/track/6cFf4Jfy7ThUwGzbqFcZsx
23137,178,Quiere Bailoteo,Rhino,199893,https://open.spotify.com/track/0XZfill5W1wJIEsDElZUhg
23139,180,Combi Nueva,Papichamp,199062,https://open.spotify.com/track/7vN1BiKU9EFlCRbDURl67V
23142,183,Intento,Ulises Bueno,195942,https://open.spotify.com/track/66ggNhGinVQLTYJODy6P74
23147,188,La Noche Sin Tí,Los Huayra,192745,https://open.spotify.com/track/6dT5W7zuEcUZHnZuVlSIJ5
23149,190,Un Ángel para Tu Soledad,Patricio Rey y sus Redonditos de Ricota,191015,https://open.spotify.com/track/7fbuABzGfagLWkI54bxL6c
23153,194,Flow anti dea - Remix,DJ Alan Gomez,188229,https://open.spotify.com/track/3zdEuCK4xs12AMmvAh3kIn
23155,196,Odio Amarte,Luck Ra,187920,https://open.spotify.com/track/4r2t5e9cH4uiFpG7rnIbcR
23356,197,Benga po snijegu,Jala Brat,21846,https://open.spotify.com/track/1hEUZVap65B5UwJKJMJyWD
23558,199,In meiner Zone 2.0,RAF Camora,23161,https://open.spotify.com/track/0bjRU06oKQ7Rt7kle9zA2b
24537,178,Pieces,Declan J Donovan,26541,https://open.spotify.com/track/1sIPOaLSp0Fi8uifRqOoUF
24552,193,Fliagn (Radio Edit),Solarkreis,25294,https://open.spotify.com/track/7mEGAwv7pmtWXZRsn8sQ4i
24677,118,LED go,Bilderbuch,37298,https://open.spotify.com/track/0aQFfR7RYPVGp49sraYgGt
24686,127,Frisbeee,Bilderbuch,34837,https://open.spotify.com/track/4pdHFzz0Yeo777w3dm9tJn
24723,164,MDMA,Bonez MC,28410,https://open.spotify.com/track/2GZclC05PpJPT3JZbFgywD
24726,167,Von ihnen gelernt,Bonez MC,28232,https://open.spotify.com/track/3uMpllxUKlpuXHczoHJ0U5
24728,169,Alien,Bonez MC,27976,https://open.spotify.com/track/2x2rt9LTpn2ofDPWnzRmgV
24738,179,100,Bonez MC,26798,https://open.spotify.com/track/610WYIsrvfJyEXTbtz45Mm
24751,192,Nein,Bonez MC,25815,https://open.spotify.com/track/6AeDcN4Qqe71Jp4p46uyID
24930,171,"danke, gut!",Pizzera & Jaus,28173,https://open.spotify.com/track/1XmXYHvTG8uKJeD2ksbaAG
24953,194,Gotham City,RAF Camora,25096,https://open.spotify.com/track/2axf5shPhjS8qdaGr5MWaS
25151,192,Ja Mann!,Bonez MC,25555,https://open.spotify.com/track/4XHP5B63UsW0GniEx7oMHu
25153,194,Kompanie,Bonez MC,25269,https://open.spotify.com/track/6Cy4jkukjKnIqGYkU7xCeF
25356,197,Kontrollieren,RAF Camora,26601,https://open.spotify.com/track/1uGERQ2DVv7j9WSsWzOHVp
25559,200,Andere Liga,RAF Camora,26646,https://open.spotify.com/track/2NWZiXyRdKEolP8QrjBGmp
25740,181,Rane,Anastasija,30451,https://open.spotify.com/track/0kZjZBfK2jC8SzWbNB5JK9
25756,197,Prominent,Bonez MC,27928,https://open.spotify.com/track/4JxvECbZ3Oes1eUrmhQNSH
26931,172,Herrscher des Olymps,Dame,28155,https://open.spotify.com/track/47DxaS3qNX5iSyj0qgxhr5
27354,195,Getting Closer,Justin Jesso,27470,https://open.spotify.com/track/0CaFIddzu1rTVdmfoOGhre
27357,198,Bungalow,Bilderbuch,27265,https://open.spotify.com/track/0xCXcq4y44uHJtJ7zZDF3d
27508,149,We’re Going to Ibiza!,Vengaboys,34665,https://open.spotify.com/track/0b8PKDeFc2T5u9cRbLLv2r
27696,137,Ciao Baby,Wanda,37302,https://open.spotify.com/track/5L4wkEs9zcqdbTr08e50nz
27741,182,Under Water - Club Edit,AVEC,30680,https://open.spotify.com/track/3Bf7jl5Xr38QhPKyDXeQAz
27758,199,Corner Store,Left Boy,27968,https://open.spotify.com/track/1fTHsvgsjGFxlyStMxdnd2
27947,188,Mišići,Senidah,30025,https://open.spotify.com/track/3wAbGoPmwSflsNuLJFUkty
28075,116,Y. HURN wieso?,Yung Hurn,41912,https://open.spotify.com/track/2J6Lnt71tZ7WEjWz5n7CiA
28088,129,Eisblock,Yung Hurn,39123,https://open.spotify.com/track/2khyQMO05KJtPMuHgdj5XR
28107,148,Bianco - Prod. Lex Lugner,Yung Hurn,35035,https://open.spotify.com/track/0ekFioHmdtwcITYOYXavl6
28323,164,Possible,Darius & Finlay,34537,https://open.spotify.com/track/5KyUs8TfzBYrToqSYVCDrV
28553,194,Laga Laga,Tanja Savic,29941,https://open.spotify.com/track/4hZYLLlnhBvc0vbQZNSxNs
29109,150,Mr. Refrigerator,Bilderbuch,34195,https://open.spotify.com/track/76QT6aZtqoqT2AociOMJQz
29341,182,Weust a Mensch bist,Seiler und Speer,29565,https://open.spotify.com/track/4JmAYyJ0ZohVIVE4n3uAJ0
29921,162,Vibe,KS,31350,https://open.spotify.com/track/7avivRos1r7tqx2CXIffxP
29950,191,Walk Away,Alle Farben,27760,https://open.spotify.com/track/4oRmOQDWceBjM4sDJ3XQyU
29951,192,eine ins leben,Pizzera & Jaus,27592,https://open.spotify.com/track/25V3y1lVPuZ09ZcmliMAmQ
29958,199,Ala bin,Seiler und Speer,27321,https://open.spotify.com/track/1q2ZtQQ3UvjPcFKMdX5Kyy
30118,159,jetz loss mi rean,Pizzera & Jaus,33066,https://open.spotify.com/track/5D3GpcqAtVX1G9XvOTS1g0
30128,169,Alles Gute,Mathea,31125,https://open.spotify.com/track/7vqihGVf7xIvahyJSazQ0q
30326,167,ZENIT Snippet,RAF Camora,31535,https://open.spotify.com/track/5mibQLp7WPYhR49YPvfCQK
30512,153,99,Jala Brat,33669,https://open.spotify.com/track/4xuXlbg8VPLUytXi3cFFyv
30547,188,O.d.d.d.,Jala Brat,29521,https://open.spotify.com/track/2801MvEt4bk3zGPpuvc5Kz
31349,190,Kitsch,Bilderbuch,29516,https://open.spotify.com/track/0VRHOm8gTSmoLdfwklt3RL
31750,191,tuansackl,Pizzera & Jaus,30959,https://open.spotify.com/track/0zPijVtzahDZbK3SLOVpEk
31755,196,Herr Inspektor,Seiler und Speer,30297,https://open.spotify.com/track/6ofn7B56ZwvBvayGOdKjIY
31934,175,Easy,Kyd the Band,30218,https://open.spotify.com/track/4dPlcbrmrG4xSzfzLhEZgZ
32041,82,Illegal,Yung Hurn,50428,https://open.spotify.com/track/2iiZRT5lWmQ4D6dDW1Efqb
32055,96,Beweg dich,Yung Hurn,47109,https://open.spotify.com/track/3G6RFwMCftraVUXe46UdZG
32066,107,Wohnung mit Lift,Yung Hurn,44340,https://open.spotify.com/track/75zc7M5vkKwxiB1K0E8rSP
32083,124,Parkplatz Kahlenberg,Yung Hurn,39949,https://open.spotify.com/track/0svNdXE55p5Nhkxf9izapc
32145,186,Leaked Song,Yung Hurn,31643,https://open.spotify.com/track/7M0aI1E5ykkJkehMNxYZ72
32147,188,Flieg,Yung Hurn,31499,https://open.spotify.com/track/4g0XhKbNyCROM6RUqzWadH
32537,178,Small Steps,Tom Gregory,31899,https://open.spotify.com/track/4Wf9PcBTYHEcJMKLOrzzmT
32716,157,Dosenbier,Stefan Rauch,36905,https://open.spotify.com/track/02zpZDk6pHfNPLPMd3EJrp
33334,175,Please Come Home For Christmas,Adam Lambert,44730,https://open.spotify.com/track/6PMhkA8o1fsn3fLCYuFp9r
34547,188,Oft host a Pech,Seiler und Speer,31070,https://open.spotify.com/track/0jI73VOkA4O6ADNujj6Q84
35931,172,I am from Austria,Rainhard Fendrich,32639,https://open.spotify.com/track/1JIaXY2yUMPHs0eAzPUjsP
35951,192,kaleidoskop,Pizzera & Jaus,30795,https://open.spotify.com/track/2yzLtKL4lIQs53SQ1B0EhK
36951,192,Karantin,Jala Brat,29144,https://open.spotify.com/track/2SQ1J30TY5pAKbwdqtlwbw
37757,198,Chaos,Mathea,29690,https://open.spotify.com/track/6XjhXMNeN3VQTOstpxHy5L
37923,164,Ab & An,GReeeN,34302,https://open.spotify.com/track/68oL4zvxUNTNWiSfJVavaI
38553,194,Your Favourite Song,Younotus,30274,https://open.spotify.com/track/0zLUpjbLTYWwFsZnjecYkG
38713,154,Vudu,Devito,34492,https://open.spotify.com/track/3PvB1dllkwyEHGtmXldGPb
38718,159,Ta7aria,Ahmad Amin,34231,https://open.spotify.com/track/15aqC14qdIqm7bh9o7jvjm
39325,166,Brass Devil,Parov Stelar,34140,https://open.spotify.com/track/4xbXOQPA963yrJXksBPt51
39334,175,Pablo,Milan Stankovic,33263,https://open.spotify.com/track/53NPTTKZlpBmkMa9BIbPWK
39345,186,Wollt dir nur sagen,Mathea,32237,https://open.spotify.com/track/6YZMvvQUqeDDoBks0att2p
39359,200,Monster - Robin Schulz Remix,LUM!X,30946,https://open.spotify.com/track/4tknhO5RmXIxnpoipMKBmG
39743,184,Genge,Relja,33270,https://open.spotify.com/track/2d7aMgYuRKeGu5dzE4ZZaT
39914,155,L'amour Toujours (Small Mix),Gigi D'Agostino,36568,https://open.spotify.com/track/0FkLMOUTkSTPSAYkIXQ579
40331,172,Honey,Maya Berovic,33989,https://open.spotify.com/track/2CQqPUYN8gJiQ0iOlZomCF
40754,195,L'Amour Toujours,Gigi D'Agostino,31491,https://open.spotify.com/track/52LJ3hyknOijCrE5gCD0rE
40939,180,Liebe zum Mitnehmen,Pizzera & Jaus,32849,https://open.spotify.com/track/4n5TR9kdYqqZmx72Dva1tW
42090,131,Jurassic Park,Wanda,39563,https://open.spotify.com/track/3YKqQBVbcFkGa3GCzsjWyv
42114,155,Partijam,Jala Brat,36282,https://open.spotify.com/track/7u3mKjw9k1d5ROBh6R8fi7
42147,188,One to Make Her Happy,Pulsedriver,32377,https://open.spotify.com/track/4p4EJiDJtvf9MFFk6zEQad
42150,191,Leiwand,Edmund,32175,https://open.spotify.com/track/75KOcFFvUrFkpC0JR0OOMm
42244,85,"wer, wenn net du",Pizzera & Jaus,48059,https://open.spotify.com/track/1soZwMOL9t8rya5fof5awR
42757,198,Pancir,Voyage,31400,https://open.spotify.com/track/55TgpswBGWlUnrDNmqnZFC
43084,125,No Go,Nazar,46888,https://open.spotify.com/track/0t5Wt2r22srUr83tBmK4Pa
43290,131,Reza Pahlavi,Nazar,47088,https://open.spotify.com/track/0Ruqr3qdwJEHh1bx1PbNij
43339,180,V10,Nazar,38478,https://open.spotify.com/track/5BNFogBTshKany31kp132V
43351,192,Intro,Nazar,37648,https://open.spotify.com/track/1Yg2dxf2ax32wYzojgNCp4
43353,194,Voll,Nazar,37395,https://open.spotify.com/track/7EzMSF5dZ2Gp8zsWaQx854
43356,197,Interstellar,Nazar,37257,https://open.spotify.com/track/7A265kN7GuvHI1Ch136thL
43357,198,Auf dein Nacken,Nazar,37256,https://open.spotify.com/track/6zMGOJaJ0erfiE1QcufOra
43498,139,Shishabar Rapper,Yung Hurn,44237,https://open.spotify.com/track/2N19kZZE7751i0hAaUkzJC
43716,157,Frosty The Snowman - 1991 Remix,The Beach Boys,53568,https://open.spotify.com/track/4tOFhZ7hRxAvnZYt0gUtol
43726,167,Little Drummer Boy,Pentatonix,50813,https://open.spotify.com/track/7BvCDrlYwJ5D9RUqvvs3BT
43735,176,The Little Drummer Boy,Stevie Wonder,49095,https://open.spotify.com/track/1j5eoLdkidSx48QUeLlHHD
44118,159,Marie,Alle Achtung,30301,https://open.spotify.com/track/7vdDVWWrTkg7LYwkgcWha9
45150,191,Principessa,Seiler und Speer,31363,https://open.spotify.com/track/5vYzN5RvfHYdW8qIqni9WN
45519,160,Zefix,Chris Steger,34169,https://open.spotify.com/track/2432BpOOJmsF5oXFZIE1ws
45669,110,Easy,Cro,40797,https://open.spotify.com/track/0r1kH7SIkkPP9W7mUknObF
45703,144,Traum,Cro,35578,https://open.spotify.com/track/7s3VxmIizcDgDTRCA4kDzd
45723,164,Paper Loving,Christopher Martin,33696,https://open.spotify.com/track/0FBgQ1eevuO0NP8Nm4wjiy
45751,192,Timber (feat. Ke$ha),Pitbull,31813,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS
45946,187,Glorious (feat. Skylar Grey),Macklemore,202434,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
46158,199,About You,Tyron Hapi,198095,https://open.spotify.com/track/1gy8SNsZ7ceHqV2mFF3m0G
46519,160,Working Class Man,Jimmy Barnes,225309,https://open.spotify.com/track/6wMVpi8yuhMwqDsS2TCBZD
46531,172,Underwater,RÜFÜS DU SOL,217087,https://open.spotify.com/track/5ZvHcR4OSwvEV5IhigbTOT
46712,153,Baby Come Back,Ocean Alley,228095,https://open.spotify.com/track/1eFxr88BIIqwcrvA28Y44y
46715,156,Dinosaurs,Ruby Fields,224331,https://open.spotify.com/track/5l2d1C7MIXAnHTdk3p2V9q
46738,179,I'm Good,Wafia,213607,https://open.spotify.com/track/2o6dL3brUkkiuFRdrLfdG7
46756,197,I Wanna Know (feat. Bea Miller),NOTD,203420,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
46958,199,All Loved Up,Amy Shark,207867,https://open.spotify.com/track/6914ZWSnIGPlQkNgQldTmT
47147,188,Treat You Better,RÜFÜS DU SOL,221323,https://open.spotify.com/track/3B8Tx2eKzZ1u6bPnozOL1h
47152,193,I Said Hi,Amy Shark,218651,https://open.spotify.com/track/4gvPqK7RifS2F45o9Obo5B
47158,199,All The Pretty Girls,Vera Blue,212862,https://open.spotify.com/track/1kgw52pWfmHsXP0eAmduLg
47277,118,Clark Griswold,Hilltop Hoods,289809,https://open.spotify.com/track/79mbxvATJDpIwpOrbuEqVm
47348,189,Into The Abyss,Hilltop Hoods,220106,https://open.spotify.com/track/5CwgLYrcLfV1bJwI0Yxvyq
47357,198,The Nosebleed Section,Hilltop Hoods,215437,https://open.spotify.com/track/7aZiDdufBX2Ek8OUuxK0IQ
47471,112,Better Together,Hayden James,286488,https://open.spotify.com/track/6VHLa2Ov2NnnekRjLpAgdv
47555,196,Go Bang,PNAU,209135,https://open.spotify.com/track/6PKxFkewPt55P5ao5tVS5o
47915,156,I Can't Have Nice Things,CXLOE,223947,https://open.spotify.com/track/4CnBuBzStNaCMuX6UlA7LB
47955,196,Knees,Ocean Alley,199341,https://open.spotify.com/track/7fE9r2qOJmjgruk3TdW4MD
48153,194,High Beams,Flume,199447,https://open.spotify.com/track/5JivFvyCCaznVexlRLpZqK
