"Year","TradeFlowName","TradeValue_in_1000_USD","NetWeight_in_KGM","first","second","third","fourth"
"2014","Export","27406.444","1041923","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2014","Export","34090.766","3222415","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2014","Import","22661.777","550347","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2014","Import","64523.164","2848556","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2015","Export","16000.107","542187","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2015","Export","34571.352","2780394","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2015","Import","14900.278","230172","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2015","Import","50474.219","2271123","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2016","Export","15916.943","500223","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2016","Export","30413.59","2590996","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2016","Import","14425.992","207869","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2016","Import","43649.154","2306291","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2017","Export","11084.305","536749","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2017","Export","48583.788","3774130","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2017","Import","5662.135","63243","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2017","Import","40198.353","448005","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2018","Export","5933.288","326346","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2018","Export","24410.169","2018688","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2018","Export","2933.381","","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2018","Import","6510.568","192699","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2018","Import","48463.794","671601","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2019","Export","6270.062","370913","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2019","Export","25518.02","2117009","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2019","Import","5467.121","66685","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2019","Import","47431.827","201964","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Cutlery, hand and edge tools, and h"
"2008","Export","1.453","12","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2008","Export","11500.3","830035","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2008","Import","580.046","15570","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2008","Import","13679.967","489225","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2009","Export","0.192","5","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2009","Export","9428.338","797784","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2009","Import","73.396","1155","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2009","Import","12803.573","289624","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2010","Export","30.36","494","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2010","Export","10620.184","716825","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2010","Import","615.197","10786","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2010","Import","15822.071","574100","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2011","Export","0.535","2","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2011","Export","7986.327","604332","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2011","Import","369.909","6727","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2011","Import","21309.68","724466","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2012","Export","2.66","17","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2012","Export","9721.286","652187","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2012","Import","746.505","8848","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2012","Import","19593.39","638236","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2013","Export","80.637","905","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2013","Export","9136.719","619517","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2013","Import","317.054","9388","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2013","Import","33461.952","1290898","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2014","Export","14273.856","1148248","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2014","Import","196.659","2607","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2014","Import","26487.797","822116","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2015","Export","0.329","17","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2015","Export","15242.739","1151184","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2015","Import","85.166","806","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2015","Import","17528.654","547891","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2016","Export","116.899","2794","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2016","Export","12450.387","939447","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2016","Import","160.156","362","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2016","Import","17129.224","1059972","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2017","Export","0.387","125","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2017","Export","31404.381","2389353","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2017","Import","41.243","0","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2017","Import","16086.064","10527","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2018","Export","330.339","18720","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2018","Export","10794.367","917160","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2018","Import","23.835","276","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2018","Import","20197.756","226469","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2019","Export","2.904","49","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2019","Export","11694.312","1144709","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2019","Import","119.972","0","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2019","Import","17095.512","681","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand and edge tools, except machine"
"2008","Export","4255.668","293104","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2008","Import","7376.208","565706","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2009","Export","2357.643","189837","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2009","Import","4687.129","340176","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2010","Export","4231.812","306353","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2010","Import","8145.794","556779","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2011","Export","3777.697","228033","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2011","Import","8393.488","577340","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2012","Export","4774.505","368062","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2012","Import","7803.811","575245","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2013","Export","3130.093","192413","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2013","Import","10593.417","759857","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2014","Export","3632.797","273168","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2014","Import","9372.176","657521","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2015","Export","3859.588","289932","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2015","Import","5985.034","468045","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2016","Export","4913.209","362045","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2016","Import","4217.252","346514","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2017","Export","6112.339","408454","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2017","Import","5338.394","433054","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2018","Export","6419.957","398928","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2018","Import","5898.293","337932","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2019","Export","7259.557","459052","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2019","Import","6433.764","144805","Manufactured commodities not identi","Fabricated metal products, except m","Cutlery, hand and edge tools, and h","Hand saws and saw blades"
"2008","Export","518.551","34099","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2008","Export","19443.571","1180832","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2008","Import","112.99","5894","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2008","Import","136901.478","2838322","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2009","Export","136.883","13757","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2009","Export","13773.664","682413","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2009","Import","43.923","2554","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2009","Import","94597.807","1985986","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2010","Export","218.058","18284","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2010","Export","16247.975","778739","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2010","Import","75.216","7902","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2010","Import","159973.975","4001767","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2011","Export","141.334","8274","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2011","Export","20755.878","798989","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2011","Import","147.624","25682","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2011","Import","141205.121","2943222","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2012","Export","532.33","17845","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2012","Export","20478.25","691494","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2012","Import","130.207","8091","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2012","Import","162284.763","3462969","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2013","Export","537.642","31320","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2013","Export","16011.902","557252","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2013","Import","118.015","9210","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2013","Import","157709.638","3038243","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2014","Export","417.357","23208","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2014","Export","16729.913","515818","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2014","Import","95.132","11415","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2014","Import","167578.79","3924058","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2015","Export","360.995","43400","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2015","Export","13796.764","443949","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2015","Import","122.34","6780","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2015","Import","107559.503","1908797","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2016","Export","432.855","32924","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2016","Export","14043.13","457286","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2016","Import","70.107","8398","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2016","Import","76522.176","1242830","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2017","Export","681.391","47916","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2017","Export","18101.768","395178","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2017","Import","93.791","5573","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2017","Import","4219.364","3831","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2017","Import","60920.677","0","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2018","Export","839.559","120848","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2018","Export","35317.958","456976","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2018","Export","206.036","","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2018","Import","74.78","15103","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2018","Import","7347.248","33306","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2018","Import","92194.466","0","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2019","Export","660.812","64906","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2019","Export","54266.997","928949","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2019","Import","71.74","9104","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2019","Import","9927.032","70644","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2019","Import","90498.38","0","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Heating equipment, except electric "
"2008","Export","502.495","18536","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2008","Import","341.63","12768","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2009","Export","264.19","11107","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2009","Import","389.723","8424","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2010","Export","255.175","10604","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2010","Import","391.189","8527","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2011","Export","186.344","4413","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2011","Import","546.438","14416","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2012","Export","95.617","2420","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2012","Import","382.179","13013","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2013","Export","61.39","3147","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2013","Import","622.954","22705","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2014","Export","94.178","4728","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2014","Import","927.845","25672","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2015","Export","56.181","1331","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2015","Import","408.019","12066","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2016","Export","47.743","2273","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2016","Import","363.533","5195","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2017","Export","1301.055","3392","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2017","Import","198.008","3478","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2018","Export","1833.087","1581","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2018","Import","704.065","4396","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2019","Export","2558.46","1400","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2019","Import","365.301","1721","Manufactured commodities not identi","Fabricated metal products, except m","Heating equipment, except electric ","Enameled iron and metal sanitary wa"
"2008","Export","18663.272","729862","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2008","Export","34113.181","4971259","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2008","Export","4481.459","140795","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2008","Import","28257.707","1375980","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2008","Import","36058.621","2800760","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2008","Import","2987.65","324783","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Export","24879.927","1021040","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Export","87033.505","4400531","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Export","21.329","4832","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Import","27592.983","1362996","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Import","52084.999","3904327","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Import","1886.001","163508","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Export","27961.736","1078234","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Export","15271.51","2745080","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Export","35.103","5156","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Import","39866.678","2728861","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Import","42251.05","4267069","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Import","5417.219","657004","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Export","6198.114","420288","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Export","51344.073","8252606","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Export","4.498","462","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Import","37560.657","2350828","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Import","59909.134","8388421","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Import","2089.929","258379","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2012","Export","6813.138","690502","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2012","Export","38857.173","22116489","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2012","Import","31903.35","2592018","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2012","Import","74994.73","8689309","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2013","Export","12125.819","691720","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2013","Export","34812.973","3102310","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2013","Import","31611.278","1869779","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2013","Import","110723.166","9753499","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2014","Export","7208.44","444472","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2014","Export","48707.278","7462885","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2014","Import","30287.614","1421896","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2014","Import","124076.179","15815316","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2015","Export","6609.955","982214","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
