Year,ProductCode,TradeFlowName,TradeValueK,first,second,third,fourth
2011,281,Export,-2.910383046e-11,2,28,281,281: Other
2009,131,Import,0,1,13,131,131: Other
2011,251,Export,0,2,25,251,251: Other
2017,325,Export,386.864000000,3,32,325,325: Other
2019,375,Import,0,3,37,375,375: Other
2019,27,Export,-3.637978807e-12,2,27,27: Other,27: Other
2008,381,Import,168069.597,3,38,381,381: Other
2016,354,Export,127816.48,3,35,354,354: Other
2011,363,Import,24387.39,3,36,363,363: Other
2012,352,Export,51.058000000,3,35,352,352: Other
2010,279,Export,0,2,27,279,279: Other
2017,214,Import,0,2,21,214,214: Other
2018,35,Export,0,3,35,35: Other,35: Other
2019,275,Export,0,2,27,275,275: Other
2014,352,Export,153.332000000,3,35,352,352: Other
2016,234,Export,-2.273736754e-13,2,23,234,234: Other
2018,10,Import,0,1,10,10: Other,10: Other
2008,10,Import,-4.547473509e-13,1,10,10: Other,10: Other
2016,017,Import,0,0,01,017,017: Other
2011,102,Import,0,1,10,102,102: Other
2019,225,Import,0,2,22,225,225: Other
2015,234,Export,0,2,23,234,234: Other
2016,384,Import,702336.392,3,38,384,384: Other
2011,349,Export,116317.777,3,34,349,349: Other
2018,39,Export,18755.633,3,39,39: Other,39: Other
2009,212,Export,0,2,21,212,212: Other
2018,345,Export,0,3,34,345,345: Other
2010,343,Export,16210.858,3,34,343,343: Other
2014,123,Import,0,1,12,123,123: Other
2018,391,Import,6808.342,3,39,391,391: Other
2011,083,Import,0,0,08,083,083: Other
2016,011,Import,0,0,01,011,011: Other
2017,354,Import,143062.13,3,35,354,354: Other
2013,91,Export,0,9,91,91: Other,91: Other
2015,327,Import,1399.166,3,32,327,327: Other
2018,314,Export,9528.200000000,3,31,314,314: Other
2016,203,Import,0,2,20,203,203: Other
2013,331,Export,290104.679,3,33,331,331: Other
2010,016,Export,0,0,01,016,016: Other
2011,20,Import,0,2,20,20: Other,20: Other
2016,01,Import,0,0,01,01: Other,01: Other
2018,091,Import,0,0,09,091,091: Other
2018,109,Import,0,1,10,109,109: Other
2019,3,Export,0,3,3: Other,3: Other,3: Other
2017,02,Import,7.275957614e-12,0,02,02: Other,02: Other
2010,227,Export,0,2,22,227,227: Other
2014,249,Import,0,2,24,249,249: Other
2014,23,Import,1.818989404e-12,2,23,23: Other,23: Other
2015,251,Export,4.547473509e-13,2,25,251,251: Other
2011,33,Export,-1.862645149e-09,3,33,33: Other,33: Other
2015,367,Export,95915.25,3,36,367,367: Other
2012,352,Import,13516.482,3,35,352,352: Other
2013,367,Import,646866.467,3,36,367,367: Other
2018,241,Import,0,2,24,241,241: Other
2008,2,Import,-1.862645149e-09,2,2: Other,2: Other,2: Other
2013,261,Import,0,2,26,261,261: Other
2019,299,Export,0,2,29,299,299: Other
2017,30,Export,5.820766091e-11,3,30,30: Other,30: Other
2011,24,Import,0,2,24,24: Other,24: Other
2014,241,Import,0,2,24,241,241: Other
2018,344,Export,36157.181,3,34,344,344: Other
2014,317,Import,870.741,3,31,317,317: Other
2013,277,Import,0,2,27,277,277: Other
2019,332,Export,0,3,33,332,332: Other
2014,017,Export,-2.328306437e-10,0,01,017,017: Other
2009,259,Import,0,2,25,259,259: Other
2013,01,Import,2.328306437e-10,0,01,01: Other,01: Other
2010,231,Import,0,2,23,231,231: Other
2015,351,Export,2176498.434,3,35,351,351: Other
2014,34,Export,0,3,34,34: Other,34: Other
2019,39,Import,18686.216,3,39,39: Other,39: Other
2014,01,Import,0,0,01,01: Other,01: Other
2015,011,Import,-1.455191523e-11,0,01,011,011: Other
2009,30,Export,0,3,30,30: Other,30: Other
2019,367,Export,149906.867,3,36,367,367: Other
2018,308,Import,75237.956,3,30,308,308: Other
2017,396,Import,-2.273736754e-13,3,39,396,396: Other
2017,027,Export,0,0,02,027,027: Other
2016,353,Import,482410.456,3,35,353,353: Other
2011,228,Import,0,2,22,228,228: Other
2009,013,Import,3.637978807e-12,0,01,013,013: Other
2013,34,Export,0,3,34,34: Other,34: Other
2018,147,Export,0,1,14,147,147: Other
2012,32,Export,-1.164153218e-10,3,32,32: Other,32: Other
2014,315,Import,0,3,31,315,315: Other
2017,011,Import,0,0,01,011,011: Other
2016,145,Import,0,1,14,145,145: Other
2011,212,Export,0,2,21,212,212: Other
2014,013,Import,7.275957614e-12,0,01,013,013: Other
2010,271,Export,0,2,27,271,271: Other
2016,283,Import,0,2,28,283,283: Other
2011,237,Export,0,2,23,237,237: Other
2012,282,Export,0,2,28,282,282: Other
2019,239,Import,4.547473509e-13,2,23,239,239: Other
2010,365,Import,106658.495,3,36,365,365: Other
2015,236,Import,0,2,23,236,236: Other
2013,227,Export,0,2,22,227,227: Other
2012,083,Export,0,0,08,083,083: Other
2013,239,Import,-1.818989404e-12,2,23,239,239: Other
2011,365,Export,10424.927,3,36,365,365: Other
2017,374,Import,0,3,37,374,374: Other
2019,359,Import,52080.21,3,35,359,359: Other
2010,396,Import,0,3,39,396,396: Other
2017,238,Export,0,2,23,238,238: Other
2008,083,Import,0,0,08,083,083: Other
2014,132,Export,0,1,13,132,132: Other
2010,231,Export,0,2,23,231,231: Other
2011,285,Export,0,2,28,285,285: Other
2008,345,Import,0,3,34,345,345: Other
2016,206,Import,0,2,20,206,206: Other
2017,346,Export,13363.603,3,34,346,346: Other
2009,324,Export,0,3,32,324,324: Other
2012,91,Import,0,9,91,91: Other,91: Other
2011,322,Import,45877.111,3,32,322,322: Other
2013,081,Import,0,0,08,081,081: Other
2019,10,Export,0,1,10,10: Other,10: Other
2016,021,Export,0,0,02,021,021: Other
2012,211,Import,0,2,21,211,211: Other
2018,287,Import,0,2,28,287,287: Other
2019,224,Import,0,2,22,224,224: Other
2008,213,Import,0,2,21,213,213: Other
2019,283,Export,0,2,28,283,283: Other
2016,357,Export,129614.221,3,35,357,357: Other
2018,91,Export,0,9,91,91: Other,91: Other
2018,343,Export,34530.466,3,34,343,343: Other
2011,204,Export,3.637978807e-12,2,20,204,204: Other
2019,203,Export,0,2,20,203,203: Other
2017,101,Import,0,1,10,101,101: Other
2019,25,Import,1.455191523e-11,2,25,25: Other,25: Other
2013,225,Export,0,2,22,225,225: Other
2011,382,Export,27767.905,3,38,382,382: Other
2013,141,Import,0,1,14,141,141: Other
2010,013,Export,0,0,01,013,013: Other
2018,326,Export,478.001,3,32,326,326: Other
2017,23,Export,7.275957614e-12,2,23,23: Other,23: Other
2014,327,Import,2445.002,3,32,327,327: Other
2009,122,Export,0,1,12,122,122: Other
2008,358,Import,140964.79,3,35,358,358: Other
2014,206,Export,0,2,20,206,206: Other
2012,364,Export,16761.83,3,36,364,364: Other
2015,109,Export,0,1,10,109,109: Other
2012,381,Export,20437.922,3,38,381,381: Other
2015,374,Export,0,3,37,374,374: Other
2017,311,Export,289139.845,3,31,311,311: Other
2012,327,Import,2499.946,3,32,327,327: Other
2018,910,Import,0,9,91,910,910: Other
2016,101,Export,0,1,10,101,101: Other
2015,221,Import,0,2,22,221,221: Other
2012,206,Export,0,2,20,206,206: Other
2017,225,Import,-4.547473509e-13,2,22,225,225: Other
2019,328,Export,0,3,32,328,328: Other
2012,357,Export,81616.099,3,35,357,357: Other
2008,208,Import,0,2,20,208,208: Other
2013,21,Export,-2.273736754e-13,2,21,21: Other,21: Other
2018,027,Export,0,0,02,027,027: Other
2015,91,Import,0,9,91,91: Other,91: Other
2010,145,Import,1.818989404e-12,1,14,145,145: Other
2014,122,Import,0,1,12,122,122: Other
2012,305,Import,72293.509,3,30,305,305: Other
2008,317,Export,60.669000000,3,31,317,317: Other
2008,025,Import,0,0,02,025,025: Other
2019,249,Import,0,2,24,249,249: Other
2018,106,Export,0,1,10,106,106: Other
2012,358,Export,190228.843,3,35,358,358: Other
2011,990,Import,0,9,99,990,990: Other
2010,131,Import,0,1,13,131,131: Other
2008,333,Import,13694.643,3,33,333,333: Other
2017,28,Import,-9.313225746e-10,2,28,28: Other,28: Other
2019,144,Import,0,1,14,144,144: Other
2009,36,Export,-1.164153218e-10,3,36,36: Other,36: Other
2015,081,Export,0,0,08,081,081: Other
2019,9,Import,9885.695,9,9: Other,9: Other,9: Other
2008,305,Import,66562.006,3,30,305,305: Other
2019,208,Export,0,2,20,208,208: Other
2012,376,Import,27.1,3,37,376,376: Other
2015,376,Export,22.5,3,37,376,376: Other
2012,385,Export,1045.518,3,38,385,385: Other
2012,232,Import,-9.094947018e-13,2,23,232,232: Other
2017,244,Export,0,2,24,244,244: Other
2008,37,Export,0,3,37,37: Other,37: Other
2015,35,Export,0,3,35,35: Other,35: Other
2012,37,Export,0,3,37,37: Other,37: Other
2019,35,Import,-4.656612873e-10,3,35,35: Other,35: Other
2015,332,Export,0,3,33,332,332: Other
2012,289,Export,0,2,28,289,289: Other
2012,369,Export,17334.729,3,36,369,369: Other
2014,021,Import,0,0,02,021,021: Other
2016,352,Import,11265.876,3,35,352,352: Other
2010,357,Export,66021.226,3,35,357,357: Other
2017,331,Export,309330.172,3,33,331,331: Other
2011,32,Export,0,3,32,32: Other,32: Other
2012,362,Export,39685.668000000,3,36,362,362: Other
2017,149,Export,0,1,14,149,149: Other
2012,132,Import,0,1,13,132,132: Other
2013,30,Import,-1.164153218e-10,3,30,30: Other,30: Other
2008,202,Export,0,2,20,202,202: Other
2009,375,Export,0,3,37,375,375: Other
2017,315,Export,0,3,31,315,315: Other
2015,237,Import,0,2,23,237,237: Other
2008,239,Export,-2.910383046e-11,2,23,239,239: Other
2018,374,Export,0,3,37,374,374: Other
2011,319,Import,0,3,31,319,319: Other
2016,34,Export,0,3,34,34: Other,34: Other
2009,232,Import,0,2,23,232,232: Other
2012,209,Import,-3.637978807e-12,2,20,209,209: Other
2012,13,Export,0,1,13,13: Other,13: Other
2010,242,Import,0,2,24,242,242: Other
2019,017,Export,-1.164153218e-10,0,01,017,017: Other
2017,244,Import,0,2,24,244,244: Other
2011,149,Export,0,1,14,149,149: Other
2011,332,Export,0,3,33,332,332: Other
2013,291,Import,0,2,29,291,291: Other
2016,1,Import,0,1,1: Other,1: Other,1: Other
2011,325,Export,14.609000000,3,32,325,325: Other
2010,344,Export,42809.498,3,34,344,344: Other
2016,101,Import,0,1,10,101,101: Other
2009,142,Import,0,1,14,142,142: Other
2011,396,Import,0,3,39,396,396: Other
2014,147,Export,-1.818989404e-12,1,14,147,147: Other
2015,22,Import,-1.455191523e-11,2,22,22: Other,22: Other
2014,34,Import,-2.328306437e-10,3,34,34: Other,34: Other
2019,366,Import,54301.308,3,36,366,366: Other
2015,239,Import,0,2,23,239,239: Other
2016,23,Import,0,2,23,23: Other,23: Other
2018,251,Export,0,2,25,251,251: Other
2013,1,Export,0,1,1: Other,1: Other,1: Other
2009,305,Export,14211.706,3,30,305,305: Other
2008,122,Import,0,1,12,122,122: Other
2014,324,Import,0,3,32,324,324: Other
2011,081,Export,0,0,08,081,081: Other
2011,239,Import,0,2,23,239,239: Other
2010,305,Import,70265.354,3,30,305,305: Other
2012,333,Import,29219.802,3,33,333,333: Other
2013,372,Import,427534.517,3,37,372,372: Other
2018,261,Export,0,2,26,261,261: Other
2015,391,Export,19659.21,3,39,391,391: Other
2019,359,Export,79087.737,3,35,359,359: Other
2018,363,Export,4855.551,3,36,363,363: Other
2009,228,Import,0,2,22,228,228: Other
2011,348,Import,4946.045,3,34,348,348: Other
2018,323,Export,10204.094,3,32,323,323: Other
2015,32,Export,0,3,32,32: Other,32: Other
2008,343,Export,19459.627,3,34,343,343: Other
2010,316,Export,0,3,31,316,316: Other
2009,27,Import,0,2,27,27: Other,27: Other
2012,393,Import,0,3,39,393,393: Other
2008,018,Export,0,0,01,018,018: Other
2019,325,Export,1526.249,3,32,325,325: Other
2019,33,Export,0,3,33,33: Other,33: Other
2009,0,Import,0,0,0: Other,0: Other,0: Other
2011,287,Export,-3.637978807e-12,2,28,287,287: Other
2009,39,Export,10694.362,3,39,39: Other,39: Other
2018,12,Import,0,1,12,12: Other,12: Other
2019,272,Export,0,2,27,272,272: Other
2009,394,Export,-4.547473509e-13,3,39,394,394: Other
2011,317,Export,45.776,3,31,317,317: Other
2009,203,Export,-5.820766091e-11,2,20,203,203: Other
2016,37,Import,2.328306437e-10,3,37,37: Other,37: Other
2014,314,Export,8627.319000000,3,31,314,314: Other
2015,362,Import,140064.207,3,36,362,362: Other
2013,29,Export,-5.820766091e-11,2,29,29: Other,29: Other
2012,223,Import,0,2,22,223,223: Other
2017,241,Import,0,2,24,241,241: Other
2015,202,Import,0,2,20,202,202: Other
2010,262,Export,0,2,26,262,262: Other
2013,01,Export,0,0,01,01: Other,01: Other
2019,265,Export,0,2,26,265,265: Other
2011,142,Export,0,1,14,142,142: Other
2019,251,Import,0,2,25,251,251: Other
2014,281,Import,-1.164153218e-10,2,28,281,281: Other
2011,206,Export,0,2,20,206,206: Other
2017,319,Export,0,3,31,319,319: Other
2013,326,Export,551.403,3,32,326,326: Other
2014,376,Export,3.012,3,37,376,376: Other
2017,106,Import,0,1,10,106,106: Other
2017,306,Import,0,3,30,306,306: Other
2013,109,Import,0,1,10,109,109: Other
2018,384,Export,133689.21,3,38,384,384: Other
2013,021,Export,0,0,02,021,021: Other
2019,374,Export,0,3,37,374,374: Other
2013,083,Export,0,0,08,083,083: Other
2018,25,Import,-1.455191523e-11,2,25,25: Other,25: Other
2016,355,Export,34304.608,3,35,355,355: Other
2017,211,Import,0,2,21,211,211: Other
2015,01,Import,0,0,01,01: Other,01: Other
2011,263,Import,0,2,26,263,263: Other
2009,205,Import,0,2,20,205,205: Other
2008,244,Import,0,2,24,244,244: Other
2018,328,Export,0,3,32,328,328: Other
2016,348,Export,108146.393,3,34,348,348: Other
2011,273,Export,0,2,27,273,273: Other
2012,144,Export,0,1,14,144,144: Other
2011,91,Export,0,9,91,91: Other,91: Other
2013,39,Export,19902.564,3,39,39: Other,39: Other
2008,011,Export,0,0,01,011,011: Other
2017,316,Import,0,3,31,316,316: Other
2018,285,Import,0,2,28,285,285: Other
2017,20,Export,0,2,20,20: Other,20: Other
2017,02,Export,0,0,02,02: Other,02: Other
2014,208,Export,0,2,20,208,208: Other
2014,252,Import,0,2,25,252,252: Other
2008,242,Import,0,2,24,242,242: Other
2015,091,Export,1.455191523e-11,0,09,091,091: Other
2016,211,Import,0,2,21,211,211: Other
2015,323,Export,9222.735,3,32,323,323: Other
2019,103,Import,0,1,10,103,103: Other
2011,910,Export,0,9,91,910,910: Other
2009,334,Import,1.299,3,33,334,334: Other
2014,228,Export,1.136868377e-13,2,22,228,228: Other
2011,279,Export,0,2,27,279,279: Other
2011,357,Export,93687.882,3,35,357,357: Other
2018,278,Export,0,2,27,278,278: Other
2010,209,Export,0,2,20,209,209: Other
2016,285,Import,0,2,28,285,285: Other
2012,231,Export,0,2,23,231,231: Other
2015,279,Import,0,2,27,279,279: Other
2009,302,Export,0,3,30,302,302: Other
2011,208,Export,0,2,20,208,208: Other
2011,36,Export,1.164153218e-10,3,36,36: Other,36: Other
2011,243,Export,-1.455191523e-11,2,24,243,243: Other
2019,016,Export,0,0,01,016,016: Other
2016,373,Import,5297.305,3,37,373,373: Other
2008,222,Export,0,2,22,222,222: Other
2012,212,Import,0,2,21,212,212: Other
2008,91,Import,0,9,91,91: Other,91: Other
2016,109,Import,0,1,10,109,109: Other
2018,376,Import,14.939,3,37,376,376: Other
2010,355,Export,45299.961,3,35,355,355: Other
2019,37,Export,0,3,37,37: Other,37: Other
2009,333,Export,137413.381,3,33,333,333: Other
2008,201,Import,0,2,20,201,201: Other
2008,132,Import,0,1,13,132,132: Other
2011,284,Export,0,2,28,284,284: Other
2018,147,Import,0,1,14,147,147: Other
2014,2,Import,-1.862645149e-09,2,2: Other,2: Other,2: Other
2019,323,Import,8590.368,3,32,323,323: Other
2011,920,Export,0,9,92,920,920: Other
2019,02,Export,0,0,02,02: Other,02: Other
2016,279,Import,0,2,27,279,279: Other
2010,344,Import,85479.295,3,34,344,344: Other
2016,236,Import,0,2,23,236,236: Other
2011,203,Export,5.820766091e-11,2,20,203,203: Other
2015,30,Import,0,3,30,30: Other,30: Other
2017,232,Export,0,2,23,232,232: Other
2017,379,Import,11647.796,3,37,379,379: Other
2010,38,Import,0,3,38,38: Other,38: Other
2009,329,Import,37669.098,3,32,329,329: Other
2017,349,Export,90151.166,3,34,349,349: Other
2019,23,Export,0,2,23,23: Other,23: Other
2015,132,Import,0,1,13,132,132: Other
2008,221,Export,0,2,22,221,221: Other
2013,12,Import,0,1,12,12: Other,12: Other
2015,106,Export,0,1,10,106,106: Other
2013,321,Import,13874.96,3,32,321,321: Other
2019,233,Import,0,2,23,233,233: Other
2012,359,Import,113249.539,3,35,359,359: Other
2018,369,Import,116080.156,3,36,369,369: Other
2012,287,Import,0,2,28,287,287: Other
2015,252,Export,0,2,25,252,252: Other
2018,373,Export,12903.077,3,37,373,373: Other
2014,236,Export,0,2,23,236,236: Other
2010,243,Export,0,2,24,243,243: Other
2013,267,Import,0,2,26,267,267: Other
2014,221,Import,0,2,22,221,221: Other
2008,259,Import,0,2,25,259,259: Other
2009,1,Export,0,1,1: Other,1: Other,1: Other
2016,342,Export,28850.038,3,34,342,342: Other
2014,321,Export,1412.091,3,32,321,321: Other
2016,384,Export,136992.229,3,38,384,384: Other
2018,123,Import,0,1,12,123,123: Other
2019,910,Export,0,9,91,910,910: Other
2014,016,Export,0,0,01,016,016: Other
2010,301,Export,0,3,30,301,301: Other
2012,348,Export,142827.723,3,34,348,348: Other
2012,363,Export,8212.24,3,36,363,363: Other
2016,37,Export,0,3,37,37: Other,37: Other
2014,131,Import,0,1,13,131,131: Other
2019,234,Export,0,2,23,234,234: Other
2009,33,Export,2.328306437e-10,3,33,33: Other,33: Other
2019,122,Export,0,1,12,122,122: Other
2017,328,Export,0,3,32,328,328: Other
2009,28,Import,-9.313225746e-10,2,28,28: Other,28: Other
2017,394,Export,2.273736754e-13,3,39,394,394: Other
2018,203,Export,0,2,20,203,203: Other
2018,02,Export,0,0,02,02: Other,02: Other
2015,3,Import,0,3,3: Other,3: Other,3: Other
2010,35,Import,0,3,35,35: Other,35: Other
2016,267,Import,-1.455191523e-11,2,26,267,267: Other
2013,272,Import,0,2,27,272,272: Other
2014,145,Export,0,1,14,145,145: Other
2008,249,Export,0,2,24,249,249: Other
2013,308,Export,30497.429,3,30,308,308: Other
2014,393,Export,0,3,39,393,393: Other
2010,223,Import,0,2,22,223,223: Other
2010,308,Import,83245.352,3,30,308,308: Other
2012,017,Export,2.328306437e-10,0,01,017,017: Other
2012,342,Export,31374.249,3,34,342,342: Other
2011,339,Import,17415.332,3,33,339,339: Other
2009,37,Import,2.328306437e-10,3,37,37: Other,37: Other
2014,271,Import,0,2,27,271,271: Other
2018,25,Export,0,2,25,25: Other,25: Other
2011,0,Export,4.656612873e-10,0,0: Other,0: Other,0: Other
2012,013,Import,-1.818989404e-12,0,01,013,013: Other
2017,374,Export,0,3,37,374,374: Other
2011,147,Import,0,1,14,147,147: Other
2017,263,Import,0,2,26,263,263: Other
2008,233,Export,1.818989404e-12,2,23,233,233: Other
2018,267,Import,0,2,26,267,267: Other
2014,10,Import,1.818989404e-12,1,10,10: Other,10: Other
2019,091,Import,0,0,09,091,091: Other
2008,109,Export,0,1,10,109,109: Other
2018,343,Import,98912.429,3,34,343,343: Other
2009,286,Import,0,2,28,286,286: Other
2014,237,Import,0,2,23,237,237: Other
2011,23,Export,0,2,23,23: Other,23: Other
2013,29,Import,-5.820766091e-11,2,29,29: Other,29: Other
2011,342,Import,65188.334,3,34,342,342: Other
2016,09,Import,0,0,09,09: Other,09: Other
2011,308,Import,100718.585,3,30,308,308: Other
2012,333,Export,347546.823,3,33,333,333: Other
2016,13,Import,0,1,13,13: Other,13: Other
2019,212,Import,0,2,21,212,212: Other
2010,301,Import,0,3,30,301,301: Other
2008,308,Import,74509.244,3,30,308,308: Other
2014,272,Import,0,2,27,272,272: Other
2008,356,Export,435456.341,3,35,356,356: Other
2018,23,Export,0,2,23,23: Other,23: Other
2012,9,Export,24692.348,9,9: Other,9: Other,9: Other
2013,229,Import,1.455191523e-11,2,22,229,229: Other
2008,147,Import,0,1,14,147,147: Other
2019,286,Import,0,2,28,286,286: Other
2013,276,Import,0,2,27,276,276: Other
2012,301,Export,0,3,30,301,301: Other
2015,132,Export,0,1,13,132,132: Other
2015,299,Export,0,2,29,299,299: Other
2012,252,Import,0,2,25,252,252: Other
2011,359,Export,4818.047,3,35,359,359: Other
2017,334,Export,13.852,3,33,334,334: Other
2019,308,Export,36412.881,3,30,308,308: Other
2009,235,Import,0,2,23,235,235: Other
2013,287,Import,0,2,28,287,287: Other
2015,301,Import,0,3,30,301,301: Other
2008,104,Import,0,1,10,104,104: Other
2016,331,Import,28469.932,3,33,331,331: Other
2014,265,Import,0,2,26,265,265: Other
2019,131,Import,0,1,13,131,131: Other
2011,235,Export,0,2,23,235,235: Other
2009,204,Export,0,2,20,204,204: Other
2008,344,Import,66411.579,3,34,344,344: Other
2010,235,Export,0,2,23,235,235: Other
2018,025,Export,0,0,02,025,025: Other
2016,016,Import,0,0,01,016,016: Other
2016,08,Export,0,0,08,08: Other,08: Other
2009,342,Import,51198.257,3,34,342,342: Other
2017,313,Export,0,3,31,313,313: Other
2013,254,Import,0,2,25,254,254: Other
2009,141,Import,0,1,14,141,141: Other
2011,273,Import,0,2,27,273,273: Other
2008,241,Export,0,2,24,241,241: Other
2008,356,Import,1077223.712,3,35,356,356: Other
2008,321,Export,5453.896,3,32,321,321: Other
2017,20,Import,4.656612873e-10,2,20,20: Other,20: Other
2018,272,Export,0,2,27,272,272: Other
2018,356,Import,538457.782,3,35,356,356: Other
2011,22,Import,-2.910383046e-11,2,22,22: Other,22: Other
2014,10,Export,0,1,10,10: Other,10: Other
2019,30,Import,0,3,30,30: Other,30: Other
2015,356,Export,324998.66,3,35,356,356: Other
2013,1,Import,9.313225746e-10,1,1: Other,1: Other,1: Other
2015,343,Import,107273.824,3,34,343,343: Other
2008,326,Export,4882.54,3,32,326,326: Other
2016,391,Import,3649.626,3,39,391,391: Other
2008,262,Import,0,2,26,262,262: Other
2008,1,Export,0,1,1: Other,1: Other,1: Other
2019,104,Export,0,1,10,104,104: Other
2010,346,Import,15911.901,3,34,346,346: Other
2009,373,Import,17525.751,3,37,373,373: Other
2008,244,Export,0,2,24,244,244: Other
2011,346,Export,22527.629,3,34,346,346: Other
2015,311,Export,236618.375,3,31,311,311: Other
2014,208,Import,5.820766091e-11,2,20,208,208: Other
2008,305,Export,21606.185,3,30,305,305: Other
2008,291,Export,0,2,29,291,291: Other
2018,224,Export,0,2,22,224,224: Other
2018,225,Export,1.383000000,2,22,225,225: Other
2011,324,Import,0,3,32,324,324: Other
2012,349,Export,132269.06,3,34,349,349: Other
2018,372,Import,231394.747,3,37,372,372: Other
2016,245,Import,0,2,24,245,245: Other
2015,211,Import,0,2,21,211,211: Other
2010,204,Export,3.637978807e-12,2,20,204,204: Other
2012,324,Export,0,3,32,324,324: Other
2010,27,Import,7.275957614e-12,2,27,27: Other,27: Other
2011,373,Import,45406.725,3,37,373,373: Other
2013,122,Export,0,1,12,122,122: Other
2016,02,Import,0,0,02,02: Other,02: Other
2010,238,Import,0,2,23,238,238: Other
2013,384,Import,919475.298,3,38,384,384: Other
2015,363,Export,5549.57,3,36,363,363: Other
2015,920,Import,0,9,92,920,920: Other
2017,353,Import,365105.29,3,35,353,353: Other
2019,276,Import,0,2,27,276,276: Other
2009,27,Export,0,2,27,27: Other,27: Other
2018,315,Import,0,3,31,315,315: Other
2017,222,Export,0,2,22,222,222: Other
2018,301,Export,0,3,30,301,301: Other
2010,131,Export,0,1,13,131,131: Other
2014,027,Export,-1.455191523e-11,0,02,027,027: Other
2014,275,Import,0,2,27,275,275: Other
2011,9,Export,26203.246,9,9: Other,9: Other,9: Other
2008,314,Import,189.032,3,31,314,314: Other
2018,275,Import,0,2,27,275,275: Other
2014,342,Import,51128.309,3,34,342,342: Other
2019,206,Export,-5.820766091e-11,2,20,206,206: Other
2008,13,Export,9.313225746e-10,1,13,13: Other,13: Other
2009,2,Export,-4.656612873e-10,2,2: Other,2: Other,2: Other
2008,32,Import,2.910383046e-11,3,32,32: Other,32: Other
2015,2,Export,0,2,2: Other,2: Other,2: Other
2011,206,Import,0,2,20,206,206: Other
2019,232,Export,0,2,23,232,232: Other
2009,272,Export,0,2,27,272,272: Other
2009,21,Export,0,2,21,21: Other,21: Other
2010,237,Import,0,2,23,237,237: Other
2010,265,Import,4.547473509e-13,2,26,265,265: Other
2011,323,Export,3960.005,3,32,323,323: Other
2015,358,Export,114873.101,3,35,358,358: Other
2019,142,Export,0,1,14,142,142: Other
2009,207,Export,9.094947018e-13,2,20,207,207: Other
2019,920,Import,0,9,92,920,920: Other
2014,29,Export,-5.820766091e-11,2,29,29: Other,29: Other
2012,343,Import,162032.791,3,34,343,343: Other
2019,387,Export,0,3,38,387,387: Other
2017,224,Import,0,2,22,224,224: Other
2017,34,Import,0,3,34,34: Other,34: Other
2012,102,Import,0,1,10,102,102: Other
2011,299,Import,0,2,29,299,299: Other
2014,910,Export,0,9,91,910,910: Other
2015,361,Export,30707.287,3,36,361,361: Other
2016,267,Export,3.637978807e-12,2,26,267,267: Other
2008,0,Export,0,0,0: Other,0: Other,0: Other
2009,391,Import,2576.988,3,39,391,391: Other
2016,021,Import,-3.637978807e-12,0,02,021,021: Other
2017,31,Import,-9.094947018e-13,3,31,31: Other,31: Other
2018,235,Import,0,2,23,235,235: Other
2010,345,Export,0,3,34,345,345: Other
2013,384,Export,166141.325,3,38,384,384: Other
2013,209,Import,0,2,20,209,209: Other
2011,278,Export,0,2,27,278,278: Other
2016,25,Import,0,2,25,25: Other,25: Other
2019,027,Export,0,0,02,027,027: Other
2019,0,Export,-2.328306437e-10,0,0: Other,0: Other,0: Other
2014,355,Export,28684.381,3,35,355,355: Other
2010,323,Export,2536.34,3,32,323,323: Other
2008,236,Import,0,2,23,236,236: Other
2008,284,Export,-1.818989404e-12,2,28,284,284: Other
2018,016,Export,0,0,01,016,016: Other
2013,357,Import,735622.18,3,35,357,357: Other
2017,132,Export,0,1,13,132,132: Other
2016,382,Export,28902.751,3,38,382,382: Other
2012,305,Export,26193.531,3,30,305,305: Other
2015,339,Import,12904.134,3,33,339,339: Other
2009,25,Export,0,2,25,25: Other,25: Other
2012,34,Import,2.328306437e-10,3,34,34: Other,34: Other
2014,334,Export,0.016,3,33,334,334: Other
2013,91,Import,0,9,91,91: Other,91: Other
2016,375,Import,0,3,37,375,375: Other
2012,910,Export,0,9,91,910,910: Other
2016,202,Import,2.910383046e-11,2,20,202,202: Other
2013,208,Export,2.328306437e-10,2,20,208,208: Other
2018,364,Import,48324.924,3,36,364,364: Other
2019,252,Import,0,2,25,252,252: Other
2012,920,Export,0,9,92,920,920: Other
2011,387,Export,0,3,38,387,387: Other
2008,325,Export,135.967000000,3,32,325,325: Other
2015,375,Import,0,3,37,375,375: Other
2017,322,Import,17735.74,3,32,322,322: Other
2011,382,Import,302591.317,3,38,382,382: Other
2010,083,Import,0,0,08,083,083: Other
2013,326,Import,58.635000000,3,32,326,326: Other
2008,374,Import,0,3,37,374,374: Other
2019,275,Import,0,2,27,275,275: Other
2013,123,Import,0,1,12,123,123: Other
2014,141,Export,0,1,14,141,141: Other
2009,278,Export,0,2,27,278,278: Other
2012,331,Import,28049.271,3,33,331,331: Other
2013,237,Export,0,2,23,237,237: Other
2019,25,Export,-2.910383046e-11,2,25,25: Other,25: Other
2009,14,Import,0,1,14,14: Other,14: Other
2019,316,Export,0,3,31,316,316: Other
2008,335,Export,54193.984000000,3,33,335,335: Other
2018,302,Import,0,3,30,302,302: Other
2012,335,Export,80575.139,3,33,335,335: Other
