Year,ProductCode,TradeFlowName,TradeValueK,first,second,third,fourth
2010,335,Export,78179.387,3,33,335,335: Other
2009,141,Export,0,1,14,141,141: Other
2009,299,Import,0,2,29,299,299: Other
2009,920,Import,0,9,92,920,920: Other
2010,356,Import,1184786.286,3,35,356,356: Other
2008,254,Export,0,2,25,254,254: Other
2011,267,Import,1.455191523e-11,2,26,267,267: Other
2015,203,Export,5.820766091e-11,2,20,203,203: Other
2009,271,Export,0,2,27,271,271: Other
2008,3,Export,0,3,3: Other,3: Other,3: Other
2018,295,Import,0,2,29,295,295: Other
2009,346,Import,4146.823,3,34,346,346: Other
2016,208,Export,0,2,20,208,208: Other
2015,20,Import,0,2,20,20: Other,20: Other
2010,286,Import,0,2,28,286,286: Other
2008,287,Export,0,2,28,287,287: Other
2012,131,Import,0,1,13,131,131: Other
2013,025,Import,0,0,02,025,025: Other
2008,348,Import,1079.535,3,34,348,348: Other
2011,328,Export,0,3,32,328,328: Other
2013,359,Import,144197.201,3,35,359,359: Other
2015,285,Import,0,2,28,285,285: Other
2012,025,Import,0,0,02,025,025: Other
2011,371,Export,34575.802,3,37,371,371: Other
2009,372,Import,512800.1,3,37,372,372: Other
2015,381,Import,105367.578,3,38,381,381: Other
2014,37,Import,0,3,37,37: Other,37: Other
2019,083,Import,0,0,08,083,083: Other
2008,369,Export,44061.557,3,36,369,369: Other
2014,277,Import,0,2,27,277,277: Other
2018,29,Export,0,2,29,29: Other,29: Other
2017,282,Export,5.820766091e-11,2,28,282,282: Other
2011,344,Import,88803.115,3,34,344,344: Other
2012,208,Import,7.275957614e-12,2,20,208,208: Other
2016,311,Export,244593.583,3,31,311,311: Other
2015,20,Export,0,2,20,20: Other,20: Other
2015,27,Export,0,2,27,27: Other,27: Other
2009,351,Export,510149.707,3,35,351,351: Other
2019,385,Export,5181.304,3,38,385,385: Other
2017,083,Import,0,0,08,083,083: Other
2013,344,Import,132011.466,3,34,344,344: Other
2018,10,Export,0,1,10,10: Other,10: Other
2018,242,Export,0,2,24,242,242: Other
2015,267,Import,-2.910383046e-11,2,26,267,267: Other
2011,34,Export,5.820766091e-11,3,34,34: Other,34: Other
2010,373,Import,27751.084,3,37,373,373: Other
2009,238,Export,0,2,23,238,238: Other
2011,091,Export,0,0,09,091,091: Other
2014,101,Import,0,1,10,101,101: Other
2016,241,Import,0,2,24,241,241: Other
2009,31,Import,0,3,31,31: Other,31: Other
2010,39,Export,12657.876,3,39,39: Other,39: Other
2013,348,Export,151657.821,3,34,348,348: Other
2016,316,Export,0,3,31,316,316: Other
2012,149,Import,0,1,14,149,149: Other
2013,319,Import,0,3,31,319,319: Other
2013,142,Export,0,1,14,142,142: Other
2013,391,Import,9723.619,3,39,391,391: Other
2008,01,Import,0,0,01,01: Other,01: Other
2017,267,Import,0,2,26,267,267: Other
2012,101,Import,0,1,10,101,101: Other
2017,371,Export,217334.541,3,37,371,371: Other
2008,35,Export,-4.656612873e-10,3,35,35: Other,35: Other
2014,321,Import,9283.146,3,32,321,321: Other
2016,083,Import,0,0,08,083,083: Other
2008,1,Import,0,1,1: Other,1: Other,1: Other
2018,355,Import,136398.701,3,35,355,355: Other
2014,276,Export,0,2,27,276,276: Other
2008,325,Import,303.061000000,3,32,325,325: Other
2011,224,Export,0,2,22,224,224: Other
2018,208,Export,5.820766091e-11,2,20,208,208: Other
2015,272,Import,0,2,27,272,272: Other
2011,345,Export,0,3,34,345,345: Other
2012,251,Import,0,2,25,251,251: Other
2016,28,Import,-9.313225746e-10,2,28,28: Other,28: Other
2017,382,Import,165459.275,3,38,382,382: Other
2014,204,Import,3.637978807e-12,2,20,204,204: Other
2010,106,Import,0,1,10,106,106: Other
2011,235,Import,0,2,23,235,235: Other
2016,106,Import,0,1,10,106,106: Other
2017,352,Export,2932.552000000,3,35,352,352: Other
2015,396,Export,0,3,39,396,396: Other
2011,239,Export,0,2,23,239,239: Other
2015,122,Export,0,1,12,122,122: Other
2017,102,Import,0,1,10,102,102: Other
2010,306,Import,0,3,30,306,306: Other
2009,228,Export,0,2,22,228,228: Other
2015,24,Import,0,2,24,24: Other,24: Other
2016,24,Export,0,2,24,24: Other,24: Other
2015,353,Export,509635.405,3,35,353,353: Other
2009,10,Export,0,1,10,10: Other,10: Other
2009,285,Export,0,2,28,285,285: Other
2013,238,Export,0,2,23,238,238: Other
2017,326,Export,795.503000000,3,32,326,326: Other
2014,302,Export,0,3,30,302,302: Other
2013,395,Import,1707.221,3,39,395,395: Other
2016,379,Import,37260.638,3,37,379,379: Other
2010,013,Import,0,0,01,013,013: Other
2013,374,Export,0,3,37,374,374: Other
2011,201,Import,0,2,20,201,201: Other
2016,364,Import,52939.316,3,36,364,364: Other
2013,28,Import,1.862645149e-09,2,28,28: Other,28: Other
2010,241,Import,0,2,24,241,241: Other
2018,358,Import,135538.322,3,35,358,358: Other
2018,2,Import,0,2,2: Other,2: Other,2: Other
2019,386,Import,48498.253,3,38,386,386: Other
2016,2,Import,0,2,2: Other,2: Other,2: Other
2008,231,Import,0,2,23,231,231: Other
2018,0,Export,0,0,0: Other,0: Other,0: Other
2017,233,Export,-1.818989404e-12,2,23,233,233: Other
2017,361,Import,70529.857,3,36,361,361: Other
2010,228,Import,0,2,22,228,228: Other
2018,237,Export,0,2,23,237,237: Other
2008,265,Import,1.136868377e-13,2,26,265,265: Other
2014,39,Export,19121.572,3,39,39: Other,39: Other
2015,225,Import,4.547473509e-13,2,22,225,225: Other
2015,384,Export,167029.207,3,38,384,384: Other
2015,21,Export,0,2,21,21: Other,21: Other
2009,356,Export,272671.959,3,35,356,356: Other
2010,364,Import,66797.291,3,36,364,364: Other
2017,386,Import,56577.757,3,38,386,386: Other
2015,369,Import,228932.921,3,36,369,369: Other
2012,36,Import,-2.328306437e-10,3,36,36: Other,36: Other
2013,144,Import,0,1,14,144,144: Other
2008,08,Import,0,0,08,08: Other,08: Other
2016,21,Export,0,2,21,21: Other,21: Other
2009,349,Export,95442.498,3,34,349,349: Other
2008,265,Export,2.273736754e-13,2,26,265,265: Other
2008,332,Import,0,3,33,332,332: Other
2013,289,Import,0,2,28,289,289: Other
2010,23,Import,0,2,23,23: Other,23: Other
2019,227,Export,0,2,22,227,227: Other
2011,106,Export,0,1,10,106,106: Other
2012,341,Export,1618.057,3,34,341,341: Other
2015,017,Import,0,0,01,017,017: Other
2012,267,Import,1.455191523e-11,2,26,267,267: Other
2010,204,Import,-3.637978807e-12,2,20,204,204: Other
2015,276,Import,0,2,27,276,276: Other
2017,38,Export,0,3,38,38: Other,38: Other
2016,10,Import,-4.547473509e-13,1,10,10: Other,10: Other
2011,369,Import,263498.392,3,36,369,369: Other
2009,244,Import,0,2,24,244,244: Other
2014,359,Export,13429.741,3,35,359,359: Other
2013,361,Export,19331.739,3,36,361,361: Other
2009,910,Export,0,9,91,910,910: Other
2008,259,Export,0,2,25,259,259: Other
2016,313,Export,0,3,31,313,313: Other
2012,302,Export,0,3,30,302,302: Other
2010,103,Import,0,1,10,103,103: Other
2012,083,Import,0,0,08,083,083: Other
2009,23,Import,3.637978807e-12,2,23,23: Other,23: Other
2013,02,Export,-1.455191523e-11,0,02,02: Other,02: Other
2013,386,Export,5567.269,3,38,386,386: Other
2009,225,Import,0,2,22,225,225: Other
2015,14,Export,0,1,14,14: Other,14: Other
2017,273,Import,0,2,27,273,273: Other
2009,201,Import,0,2,20,201,201: Other
2008,362,Import,154732.943,3,36,362,362: Other
2018,237,Import,0,2,23,237,237: Other
2018,229,Export,7.275957614e-12,2,22,229,229: Other
2012,291,Import,0,2,29,291,291: Other
2014,384,Import,924291.368,3,38,384,384: Other
2009,37,Export,-2.328306437e-10,3,37,37: Other,37: Other
2017,213,Export,0,2,21,213,213: Other
2011,208,Import,7.275957614e-12,2,20,208,208: Other
2008,369,Import,210258.42,3,36,369,369: Other
2011,241,Export,0,2,24,241,241: Other
2013,14,Import,0,1,14,14: Other,14: Other
2012,027,Export,0,0,02,027,027: Other
2019,382,Export,38770.822,3,38,382,382: Other
2013,245,Import,0,2,24,245,245: Other
2009,08,Export,-9.094947018e-13,0,08,08: Other,08: Other
2017,243,Import,0,2,24,243,243: Other
2013,283,Import,-4.656612873e-10,2,28,283,283: Other
2018,323,Import,16424.069,3,32,323,323: Other
2010,081,Export,0,0,08,081,081: Other
2009,149,Import,0,1,14,149,149: Other
2009,343,Export,13646.357,3,34,343,343: Other
2011,32,Import,2.910383046e-11,3,32,32: Other,32: Other
2014,214,Import,0,2,21,214,214: Other
2015,222,Export,0,2,22,222,222: Other
2011,261,Import,0,2,26,261,261: Other
2015,335,Import,35570.787,3,33,335,335: Other
2014,311,Import,160.775,3,31,311,311: Other
2009,335,Import,28156.83,3,33,335,335: Other
2009,374,Import,0,3,37,374,374: Other
2013,396,Export,0,3,39,396,396: Other
2015,315,Export,0,3,31,315,315: Other
2015,106,Import,0,1,10,106,106: Other
2014,274,Export,0,2,27,274,274: Other
2010,3,Import,0,3,3: Other,3: Other,3: Other
2019,335,Import,14553.753,3,33,335,335: Other
2019,285,Import,0,2,28,285,285: Other
2015,387,Import,0,3,38,387,387: Other
2014,306,Import,0,3,30,306,306: Other
2016,356,Import,759284.85,3,35,356,356: Other
2012,225,Import,-4.547473509e-13,2,22,225,225: Other
2016,38,Export,-2.910383046e-11,3,38,38: Other,38: Other
2012,273,Import,0,2,27,273,273: Other
2012,373,Export,7050.197,3,37,373,373: Other
2018,353,Import,472750.84,3,35,353,353: Other
2014,295,Import,0,2,29,295,295: Other
2017,24,Export,0,2,24,24: Other,24: Other
2009,314,Export,15734.271,3,31,314,314: Other
2008,091,Export,0,0,09,091,091: Other
2015,384,Import,801593.327,3,38,384,384: Other
2015,342,Import,41775.643,3,34,342,342: Other
2016,282,Import,0,2,28,282,282: Other
2018,381,Import,58866.085,3,38,381,381: Other
2015,265,Export,5.684341886e-14,2,26,265,265: Other
2009,299,Export,0,2,29,299,299: Other
2018,31,Export,-5.820766091e-11,3,31,31: Other,31: Other
2014,32,Export,0,3,32,32: Other,32: Other
2015,376,Import,270.755,3,37,376,376: Other
2015,259,Export,0,2,25,259,259: Other
2017,209,Export,0,2,20,209,209: Other
2008,02,Export,0,0,02,02: Other,02: Other
2018,282,Import,0,2,28,282,282: Other
2018,01,Import,0,0,01,01: Other,01: Other
2010,37,Import,0,3,37,37: Other,37: Other
2014,393,Import,0,3,39,393,393: Other
2009,103,Import,0,1,10,103,103: Other
2014,359,Import,142754.963,3,35,359,359: Other
2016,10,Export,0,1,10,10: Other,10: Other
2013,37,Import,-2.328306437e-10,3,37,37: Other,37: Other
2012,332,Export,0,3,33,332,332: Other
2012,356,Import,1141508.558,3,35,356,356: Other
2018,286,Export,0,2,28,286,286: Other
2014,396,Import,0,3,39,396,396: Other
2016,259,Import,-1.455191523e-11,2,25,259,259: Other
2016,103,Import,0,1,10,103,103: Other
2017,228,Import,0,2,22,228,228: Other
2015,395,Export,40549.66,3,39,395,395: Other
2010,316,Import,0,3,31,316,316: Other
2008,238,Export,0,2,23,238,238: Other
2011,23,Import,3.637978807e-12,2,23,23: Other,23: Other
2010,371,Export,25749.923,3,37,371,371: Other
2012,251,Export,0,2,25,251,251: Other
2010,208,Import,3.637978807e-12,2,20,208,208: Other
2010,141,Import,0,1,14,141,141: Other
2013,236,Export,0,2,23,236,236: Other
2009,366,Import,63967.993,3,36,366,366: Other
2010,355,Import,210561.2,3,35,355,355: Other
2014,236,Import,0,2,23,236,236: Other
2010,232,Import,4.547473509e-13,2,23,232,232: Other
2017,021,Import,0,0,02,021,021: Other
2010,201,Export,1.455191523e-11,2,20,201,201: Other
2012,322,Export,8610.707,3,32,322,322: Other
2014,9,Export,40478.196,9,9: Other,9: Other,9: Other
2013,21,Import,-2.273736754e-13,2,21,21: Other,21: Other
2017,273,Export,0,2,27,273,273: Other
2014,384,Export,157968.989,3,38,384,384: Other
2010,251,Export,0,2,25,251,251: Other
2013,275,Export,0,2,27,275,275: Other
2011,262,Import,0,2,26,262,262: Other
2009,386,Import,140813.803,3,38,386,386: Other
2014,375,Export,0,3,37,375,375: Other
2016,362,Import,114242.98,3,36,362,362: Other
2011,231,Export,0,2,23,231,231: Other
2015,3,Export,-1.862645149e-09,3,3: Other,3: Other,3: Other
2019,372,Import,225619.394,3,37,372,372: Other
2014,244,Import,0,2,24,244,244: Other
2018,396,Export,9.094947018e-13,3,39,396,396: Other
2008,393,Export,0,3,39,393,393: Other
2013,232,Export,0,2,23,232,232: Other
2010,22,Export,0,2,22,22: Other,22: Other
2019,0,Import,0,0,0: Other,0: Other,0: Other
2012,326,Export,575.12,3,32,326,326: Other
2009,223,Import,0,2,22,223,223: Other
2017,091,Export,0,0,09,091,091: Other
2009,34,Import,0,3,34,34: Other,34: Other
2015,311,Import,436.263,3,31,311,311: Other
2018,35,Import,0,3,35,35: Other,35: Other
2019,352,Import,12245.111000000,3,35,352,352: Other
2011,31,Export,0,3,31,31: Other,31: Other
2012,387,Export,0,3,38,387,387: Other
2009,341,Import,2423.395,3,34,341,341: Other
2010,353,Import,1331427.523,3,35,353,353: Other
2008,206,Import,1.818989404e-12,2,20,206,206: Other
2011,391,Import,5621.148,3,39,391,391: Other
2017,920,Import,0,9,92,920,920: Other
2014,254,Export,0,2,25,254,254: Other
2014,101,Export,0,1,10,101,101: Other
2019,2,Import,0,2,2: Other,2: Other,2: Other
2012,149,Export,0,1,14,149,149: Other
2018,372,Export,287670.149,3,37,372,372: Other
2012,202,Import,0,2,20,202,202: Other
2010,319,Export,0,3,31,319,319: Other
2019,202,Import,1.455191523e-11,2,20,202,202: Other
2016,213,Export,0,2,21,213,213: Other
2019,205,Import,0,2,20,205,205: Other
2018,395,Export,36544.923,3,39,395,395: Other
2019,272,Import,0,2,27,272,272: Other
2013,317,Export,508.32,3,31,317,317: Other
2018,346,Import,14599.03,3,34,346,346: Other
2017,9,Export,131316.096,9,9: Other,9: Other,9: Other
2019,379,Export,1.324,3,37,379,379: Other
2018,209,Export,0,2,20,209,209: Other
2016,365,Import,170943.711,3,36,365,365: Other
2015,144,Import,0,1,14,144,144: Other
2014,223,Export,0,2,22,223,223: Other
2008,372,Import,647617.814,3,37,372,372: Other
2018,306,Import,0,3,30,306,306: Other
2017,017,Import,1.818989404e-12,0,01,017,017: Other
2015,214,Import,0,2,21,214,214: Other
2014,239,Export,9.094947018e-13,2,23,239,239: Other
2008,207,Export,0,2,20,207,207: Other
2019,109,Export,0,1,10,109,109: Other
2010,261,Import,0,2,26,261,261: Other
2014,254,Import,0,2,25,254,254: Other
2018,285,Export,0,2,28,285,285: Other
2014,354,Export,83675.496,3,35,354,354: Other
2009,243,Export,0,2,24,243,243: Other
2013,36,Export,0,3,36,36: Other,36: Other
2009,386,Export,20834.73,3,38,386,386: Other
2009,287,Export,0,2,28,287,287: Other
2008,387,Import,0,3,38,387,387: Other
2016,261,Export,0,2,26,261,261: Other
2008,327,Export,223.908,3,32,327,327: Other
2013,24,Import,0,2,24,24: Other,24: Other
2018,018,Import,0,0,01,018,018: Other
2018,385,Import,12887.126,3,38,385,385: Other
2018,342,Import,28854.478,3,34,342,342: Other
2013,323,Export,14028.082,3,32,323,323: Other
2012,231,Import,0,2,23,231,231: Other
2009,242,Export,0,2,24,242,242: Other
2009,327,Export,167.696,3,32,327,327: Other
2010,0,Import,2.910383046e-11,0,0: Other,0: Other,0: Other
2018,274,Export,0,2,27,274,274: Other
2019,018,Import,0,0,01,018,018: Other
2010,282,Export,0,2,28,282,282: Other
2019,267,Export,7.275957614e-12,2,26,267,267: Other
2018,362,Export,33831.518,3,36,362,362: Other
2012,201,Export,0,2,20,201,201: Other
2011,106,Import,0,1,10,106,106: Other
2011,327,Import,12473.495,3,32,327,327: Other
2016,286,Import,0,2,28,286,286: Other
2010,027,Import,-4.547473509e-13,0,02,027,027: Other
2014,251,Export,0,2,25,251,251: Other
2012,021,Export,0,0,02,021,021: Other
2015,147,Import,0,1,14,147,147: Other
2016,09,Export,0,0,09,09: Other,09: Other
2008,278,Export,0,2,27,278,278: Other
2019,28,Import,9.313225746e-10,2,28,28: Other,28: Other
2014,204,Export,0,2,20,204,204: Other
2009,263,Import,0,2,26,263,263: Other
2010,281,Import,1.164153218e-10,2,28,281,281: Other
2013,081,Export,0,0,08,081,081: Other
2019,144,Export,0,1,14,144,144: Other
2014,367,Export,107243.558,3,36,367,367: Other
2019,356,Export,447820.957,3,35,356,356: Other
2012,243,Export,2.910383046e-11,2,24,243,243: Other
2010,10,Import,1.818989404e-12,1,10,10: Other,10: Other
2011,325,Import,111.294000000,3,32,325,325: Other
2013,018,Export,0,0,01,018,018: Other
2016,359,Export,16643.781,3,35,359,359: Other
2017,324,Export,0,3,32,324,324: Other
2011,103,Import,0,1,10,103,103: Other
2009,325,Export,14.786000000,3,32,325,325: Other
2008,284,Import,2.910383046e-11,2,28,284,284: Other
2017,09,Import,0,0,09,09: Other,09: Other
2017,363,Export,4723.893,3,36,363,363: Other
2011,29,Import,1.164153218e-10,2,29,29: Other,29: Other
2009,234,Import,-7.105427358e-15,2,23,234,234: Other
2014,287,Export,-1.818989404e-12,2,28,287,287: Other
2010,91,Import,0,9,91,91: Other,91: Other
2019,341,Export,4966.513,3,34,341,341: Other
2012,31,Export,-5.820766091e-11,3,31,31: Other,31: Other
2011,209,Import,-1.818989404e-12,2,20,209,209: Other
2013,016,Import,0,0,01,016,016: Other
2016,91,Import,0,9,91,91: Other,91: Other
2012,027,Import,0,0,02,027,027: Other
2009,348,Import,4761.575,3,34,348,348: Other
2015,386,Import,65241.133,3,38,386,386: Other
2016,276,Import,0,2,27,276,276: Other
2018,144,Import,0,1,14,144,144: Other
2014,31,Import,9.094947018e-13,3,31,31: Other,31: Other
2012,385,Import,24011.087,3,38,385,385: Other
2017,2,Export,-9.313225746e-10,2,2: Other,2: Other,2: Other
2012,284,Import,5.820766091e-11,2,28,284,284: Other
2014,23,Export,0,2,23,23: Other,23: Other
2014,285,Import,0,2,28,285,285: Other
2018,238,Import,0,2,23,238,238: Other
2011,202,Export,3.637978807e-12,2,20,202,202: Other
2011,083,Export,0,0,08,083,083: Other
2014,24,Export,1.164153218e-10,2,24,24: Other,24: Other
2016,357,Import,426814.362,3,35,357,357: Other
2015,243,Import,0,2,24,243,243: Other
2016,081,Export,0,0,08,081,081: Other
2017,372,Export,230991.684,3,37,372,372: Other
2011,25,Export,0,2,25,25: Other,25: Other
2013,363,Export,8508.337,3,36,363,363: Other
2015,267,Export,3.637978807e-12,2,26,267,267: Other
2016,144,Export,0,1,14,144,144: Other
2008,09,Export,0,0,09,09: Other,09: Other
2019,273,Export,0,2,27,273,273: Other
2009,365,Export,15146.573,3,36,365,365: Other
2011,27,Import,7.275957614e-12,2,27,27: Other,27: Other
2013,237,Import,0,2,23,237,237: Other
2016,236,Export,0,2,23,236,236: Other
2008,222,Import,0,2,22,222,222: Other
2012,254,Import,0,2,25,254,254: Other
2015,335,Export,41655.903,3,33,335,335: Other
2014,20,Export,0,2,20,20: Other,20: Other
2008,083,Export,0,0,08,083,083: Other
2009,387,Export,0,3,38,387,387: Other
2010,33,Export,0,3,33,33: Other,33: Other
2016,20,Import,-1.164153218e-10,2,20,20: Other,20: Other
2013,382,Import,323658.16,3,38,382,382: Other
2009,321,Export,5476.877,3,32,321,321: Other
2018,101,Import,0,1,10,101,101: Other
2011,394,Export,0,3,39,394,394: Other
2012,349,Import,301705.459,3,34,349,349: Other
2013,385,Export,1483.243,3,38,385,385: Other
2019,391,Export,25530.768,3,39,391,391: Other
2012,286,Export,5.820766091e-11,2,28,286,286: Other
2013,2,Export,0,2,2: Other,2: Other,2: Other
2016,393,Import,0,3,39,393,393: Other
2009,331,Import,23326.995,3,33,331,331: Other
2016,251,Import,0,2,25,251,251: Other
2008,243,Import,0,2,24,243,243: Other
2010,211,Import,0,2,21,211,211: Other
2010,35,Export,0,3,35,35: Other,35: Other
2012,141,Export,0,1,14,141,141: Other
2015,355,Import,195885.339,3,35,355,355: Other
2019,317,Import,457.997,3,31,317,317: Other
2011,254,Export,0,2,25,254,254: Other
2016,242,Import,9.094947018e-13,2,24,242,242: Other
2016,385,Import,12782.939,3,38,385,385: Other
2016,319,Export,0,3,31,319,319: Other
2009,272,Import,0,2,27,272,272: Other
2013,381,Export,11811.305,3,38,381,381: Other
2011,259,Import,-2.910383046e-11,2,25,259,259: Other
2009,308,Export,28311.539,3,30,308,308: Other
2011,351,Import,2354048.234,3,35,351,351: Other
2009,349,Import,234051.898,3,34,349,349: Other
2008,302,Import,0,3,30,302,302: Other
2009,109,Import,0,1,10,109,109: Other
2014,251,Import,0,2,25,251,251: Other
2018,205,Export,0,2,20,205,205: Other
2015,265,Import,-4.547473509e-13,2,26,265,265: Other
2014,366,Export,10229.723,3,36,366,366: Other
2014,346,Export,21700.175,3,34,346,346: Other
2008,363,Import,25208.549,3,36,363,363: Other
2010,299,Import,0,2,29,299,299: Other
2016,254,Export,0,2,25,254,254: Other
2013,262,Import,0,2,26,262,262: Other
2008,299,Import,0,2,29,299,299: Other
2013,324,Export,0,3,32,324,324: Other
2018,3,Import,-1.862645149e-09,3,3: Other,3: Other,3: Other
2018,387,Export,0,3,38,387,387: Other
2013,272,Export,0,2,27,272,272: Other
2008,393,Import,0,3,39,393,393: Other
2016,349,Import,237074.924,3,34,349,349: Other
2008,334,Import,1122.536,3,33,334,334: Other
2014,39,Import,29842.176,3,39,39: Other,39: Other
2010,254,Import,0,2,25,254,254: Other
2016,328,Import,0,3,32,328,328: Other
2011,31,Import,0,3,31,31: Other,31: Other
2019,017,Import,0,0,01,017,017: Other
2011,334,Import,2.703,3,33,334,334: Other
2010,381,Export,8947.797,3,38,381,381: Other
2011,221,Import,0,2,22,221,221: Other
2019,920,Export,0,9,92,920,920: Other
2008,355,Import,210762.939,3,35,355,355: Other
2016,328,Export,0,3,32,328,328: Other
2019,20,Import,0,2,20,20: Other,20: Other
2018,333,Export,335739.064,3,33,333,333: Other
2011,224,Import,0,2,22,224,224: Other
2016,207,Export,-1.818989404e-12,2,20,207,207: Other
2015,122,Import,0,1,12,122,122: Other
2019,369,Export,68187.135,3,36,369,369: Other
2017,025,Import,0,0,02,025,025: Other
2018,335,Export,161349.781,3,33,335,335: Other
2019,326,Export,774.789000000,3,32,326,326: Other
2017,351,Import,997596.108,3,35,351,351: Other
2010,291,Export,0,2,29,291,291: Other
2017,323,Export,9210.386,3,32,323,323: Other
2008,141,Import,0,1,14,141,141: Other
2016,34,Import,-1.164153218e-10,3,34,34: Other,34: Other
2018,365,Import,144554.177,3,36,365,365: Other
2012,365,Import,105273.455,3,36,365,365: Other
2011,265,Import,-4.547473509e-13,2,26,265,265: Other
2014,132,Import,0,1,13,132,132: Other
2018,36,Import,0,3,36,36: Other,36: Other
2017,343,Export,17482.104,3,34,343,343: Other
2011,08,Import,9.094947018e-13,0,08,08: Other,08: Other
2009,381,Export,6115.493,3,38,381,381: Other
2012,315,Export,0,3,31,315,315: Other
2019,29,Export,0,2,29,29: Other,29: Other
2017,10,Import,0,1,10,10: Other,10: Other
2019,363,Import,19113.071,3,36,363,363: Other
2011,346,Import,7067.939,3,34,346,346: Other
2011,326,Import,151.603000000,3,32,326,326: Other
2017,910,Import,0,9,91,910,910: Other
2011,289,Export,0,2,28,289,289: Other
2012,214,Export,0,2,21,214,214: Other
2017,356,Import,589269.502,3,35,356,356: Other
2014,311,Export,300792.131,3,31,311,311: Other
2019,391,Import,9644.087,3,39,391,391: Other
2019,279,Export,0,2,27,279,279: Other
2018,222,Export,0,2,22,222,222: Other
2011,362,Import,164531.905,3,36,362,362: Other
2015,261,Import,0,2,26,261,261: Other
2013,221,Import,0,2,22,221,221: Other
2010,384,Export,136584.341,3,38,384,384: Other
2017,239,Import,9.094947018e-13,2,23,239,239: Other
2016,243,Export,0,2,24,243,243: Other
2018,21,Export,0,2,21,21: Other,21: Other
2019,284,Import,-5.820766091e-11,2,28,284,284: Other
2017,017,Export,0,0,01,017,017: Other
2010,222,Export,0,2,22,222,222: Other
2017,202,Export,1.455191523e-11,2,20,202,202: Other
2009,011,Export,0,0,01,011,011: Other
2013,348,Import,2388.684,3,34,348,348: Other
2008,346,Export,27455.486,3,34,346,346: Other
2015,31,Export,-5.820766091e-11,3,31,31: Other,31: Other
2011,920,Import,0,9,92,920,920: Other
2012,91,Export,0,9,91,91: Other,91: Other
2017,363,Import,17621.531,3,36,363,363: Other
2016,301,Import,0,3,30,301,301: Other
2011,358,Import,157910.896,3,35,358,358: Other
2014,341,Export,455.163,3,34,341,341: Other
2014,35,Export,-4.656612873e-10,3,35,35: Other,35: Other
2008,30,Export,-1.164153218e-10,3,30,30: Other,30: Other
2012,344,Import,96156.249,3,34,344,344: Other
2010,302,Import,0,3,30,302,302: Other
2016,305,Export,14322.059,3,30,305,305: Other
2019,311,Import,4628.319,3,31,311,311: Other
2011,265,Export,1.136868377e-13,2,26,265,265: Other
2013,28,Export,0,2,28,28: Other,28: Other
2019,229,Import,0,2,22,229,229: Other
2012,272,Import,0,2,27,272,272: Other
2019,355,Import,152572.075,3,35,355,355: Other
2012,279,Import,0,2,27,279,279: Other
2017,391,Export,24303.866,3,39,391,391: Other
2011,027,Export,0,0,02,027,027: Other
2013,101,Import,0,1,10,101,101: Other
2012,317,Import,614.105,3,31,317,317: Other
2012,29,Import,0,2,29,29: Other,29: Other
2014,277,Export,0,2,27,277,277: Other
2018,081,Export,0,0,08,081,081: Other
2011,3,Export,0,3,3: Other,3: Other,3: Other
2018,201,Export,0,2,20,201,201: Other
2011,316,Import,0,3,31,316,316: Other
2014,387,Import,0,3,38,387,387: Other
2015,319,Import,0,3,31,319,319: Other
2015,142,Export,0,1,14,142,142: Other
2009,990,Export,0,9,99,990,990: Other
2012,282,Import,0,2,28,282,282: Other
2019,23,Import,1.818989404e-12,2,23,23: Other,23: Other
2019,331,Import,17742.059,3,33,331,331: Other
2011,372,Import,562596.569,3,37,372,372: Other
2009,348,Export,157225.027,3,34,348,348: Other
2010,331,Import,27798.51,3,33,331,331: Other
2008,352,Export,860.146000000,3,35,352,352: Other
2016,278,Export,0,2,27,278,278: Other
2018,273,Export,0,2,27,273,273: Other
2018,208,Import,1.164153218e-10,2,20,208,208: Other
2015,283,Export,-2.910383046e-11,2,28,283,283: Other
2011,356,Import,1200043.491,3,35,356,356: Other
2019,329,Import,39732.098,3,32,329,329: Other
2016,273,Import,0,2,27,273,273: Other
2017,375,Export,0,3,37,375,375: Other
2018,324,Export,0,3,32,324,324: Other
2014,345,Export,0,3,34,345,345: Other
2011,281,Import,-2.328306437e-10,2,28,281,281: Other
2009,271,Import,0,2,27,271,271: Other
2013,352,Import,17091.175000000,3,35,352,352: Other
2011,373,Export,70,3,37,373,373: Other
2016,324,Import,0,3,32,324,324: Other
2019,228,Export,2.273736754e-13,2,22,228,228: Other
2010,349,Import,272675.132,3,34,349,349: Other
2008,229,Export,0,2,22,229,229: Other
2019,01,Export,0,0,01,01: Other,01: Other
2015,225,Export,13.009,2,22,225,225: Other
2018,352,Export,3216.274000000,3,35,352,352: Other
2013,920,Import,0,9,92,920,920: Other
2019,106,Export,0,1,10,106,106: Other
2009,23,Export,0,2,23,23: Other,23: Other
2011,1,Import,-9.313225746e-10,1,1: Other,1: Other,1: Other
2011,252,Import,0,2,25,252,252: Other
2008,22,Export,0,2,22,22: Other,22: Other
2017,299,Import,0,2,29,299,299: Other
2012,10,Import,-1.818989404e-12,1,10,10: Other,10: Other
2012,205,Import,0,2,20,205,205: Other
2011,361,Import,114658.24,3,36,361,361: Other
2017,203,Import,0,2,20,203,203: Other
2018,286,Import,0,2,28,286,286: Other
2018,363,Import,18702.101,3,36,363,363: Other
2013,017,Import,0,0,01,017,017: Other
