Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValueK,Quantity,ProductDescription,QtyUnit,NetWeightKG
IU,BRA,2599,Brazil,USA,United States,2017,Import,5,36348.923,4381741,"Furniture and fixtures, nspf",Kg,116901
IU,BRA,2599,Brazil,USA,United States,2018,Export,6,188367.543,3660301.197,"Furniture and fixtures, nspf",Item,61312843
IU,BRA,2599,Brazil,USA,United States,2018,Export,6,28869.612,2098871.714,"Furniture and fixtures, nspf",Kg,2585737
IU,BRA,2599,Brazil,USA,United States,2018,Import,5,16656.716,10456,"Furniture and fixtures, nspf",Item,166042
IU,BRA,2599,Brazil,USA,United States,2018,Import,5,31866.224,3065779,"Furniture and fixtures, nspf",Kg,138952
IU,BRA,2599,Brazil,USA,United States,2019,Export,6,208356.271,4029913,"Furniture and fixtures, nspf",Item,74055672
IU,BRA,2599,Brazil,USA,United States,2019,Export,6,28603.753,3658079.805,"Furniture and fixtures, nspf",Kg,3972274
IU,BRA,2599,Brazil,USA,United States,2019,Import,5,14883.308,11086,"Furniture and fixtures, nspf",Item,325482
IU,BRA,2599,Brazil,USA,United States,2019,Import,5,32204.807,2871596,"Furniture and fixtures, nspf",Kg,23337
IU,BRA,2599,Brazil,USA,United States,2019,Import,5,544.059,0,"Furniture and fixtures, nspf",N.Q.,0
IU,BRA,26,Brazil,USA,United States,2008,Export,6,1011131.586,1694563772,Paper and allied products,Kg,1694563772
IU,BRA,26,Brazil,USA,United States,2008,Import,5,4.749,153,Paper and allied products,Area  SM,47
IU,BRA,26,Brazil,USA,United States,2008,Import,5,387550.623,330486302,Paper and allied products,Kg,330486302
IU,BRA,26,Brazil,USA,United States,2009,Export,6,741978.695,1629175638,Paper and allied products,Kg,1629175638
IU,BRA,26,Brazil,USA,United States,2009,Import,5,0.717,8,Paper and allied products,Area  SM,29
IU,BRA,26,Brazil,USA,United States,2009,Import,5,331361.754,331273462,Paper and allied products,Kg,331273462
IU,BRA,26,Brazil,USA,United States,2010,Export,6,1042544.579,1898711711,Paper and allied products,Kg,1898711711
IU,BRA,26,Brazil,USA,United States,2010,Import,5,0.316,736,Paper and allied products,Area  SM,260
IU,BRA,26,Brazil,USA,United States,2010,Import,5,418213.047,359238676,Paper and allied products,Kg,359238676
IU,BRA,26,Brazil,USA,United States,2011,Export,6,0.068,2,Paper and allied products,Area  SM,2
IU,BRA,26,Brazil,USA,United States,2011,Export,6,1137226.86,1886102668,Paper and allied products,Kg,1886102668
IU,BRA,26,Brazil,USA,United States,2011,Import,5,0.032,4,Paper and allied products,Area  SM,2
IU,BRA,26,Brazil,USA,United States,2011,Import,5,455546.929,339799989,Paper and allied products,Kg,339799989
IU,BRA,26,Brazil,USA,United States,2012,Export,6,1.497,13,Paper and allied products,Area  SM,13
IU,BRA,26,Brazil,USA,United States,2012,Export,6,1090927.782,1901458143,Paper and allied products,Kg,1901458143
IU,BRA,26,Brazil,USA,United States,2012,Import,5,2.083,21,Paper and allied products,Area  SM,164
IU,BRA,26,Brazil,USA,United States,2012,Import,5,434970.978,341396719,Paper and allied products,Kg,341396719
IU,BRA,26,Brazil,USA,United States,2013,Export,6,1279011.031,2173712542,Paper and allied products,Kg,2173712542
IU,BRA,26,Brazil,USA,United States,2013,Import,5,41.134,17949,Paper and allied products,Area  SM,3876
IU,BRA,26,Brazil,USA,United States,2013,Import,5,427881.19,340456570,Paper and allied products,Kg,340456570
IU,BRA,26,Brazil,USA,United States,2014,Export,6,0.034,1,Paper and allied products,Area  SM,3
IU,BRA,26,Brazil,USA,United States,2014,Export,6,1224699.743,2242726137,Paper and allied products,Kg,2242726137
IU,BRA,26,Brazil,USA,United States,2014,Import,5,4.996,471,Paper and allied products,Area  SM,915
IU,BRA,26,Brazil,USA,United States,2014,Import,5,411280.091,312503604,Paper and allied products,Kg,312503604
IU,BRA,26,Brazil,USA,United States,2015,Export,6,1212416.361,2231176518,Paper and allied products,Kg,2231176518
IU,BRA,26,Brazil,USA,United States,2015,Import,5,39.374,17135,Paper and allied products,Area  SM,19564
IU,BRA,26,Brazil,USA,United States,2015,Import,5,361386.185,289460082,Paper and allied products,Kg,289460082
IU,BRA,26,Brazil,USA,United States,2016,Export,6,1036619.873,2195856852,Paper and allied products,Kg,2195856852
IU,BRA,26,Brazil,USA,United States,2016,Import,5,6.628,1365,Paper and allied products,Area  SM,1267
IU,BRA,26,Brazil,USA,United States,2016,Import,5,307776.461,248507737,Paper and allied products,Kg,248507737
IU,BRA,26,Brazil,USA,United States,2017,Export,6,1090753.169,2197447898,Paper and allied products,Kg,2197443034
IU,BRA,26,Brazil,USA,United States,2017,Import,5,30.76,1144,Paper and allied products,Area  SM,442
IU,BRA,26,Brazil,USA,United States,2017,Import,5,284049.753,199929725,Paper and allied products,Kg,171988347
IU,BRA,26,Brazil,USA,United States,2018,Export,6,1221123.515,2078425926,Paper and allied products,Kg,2077434892
IU,BRA,26,Brazil,USA,United States,2018,Export,6,81.195,0,Paper and allied products,N.Q.,
IU,BRA,26,Brazil,USA,United States,2018,Import,5,19.862,17931,Paper and allied products,Area  SM,2146
IU,BRA,26,Brazil,USA,United States,2018,Import,5,264431.303,159172428,Paper and allied products,Kg,111779649
IU,BRA,26,Brazil,USA,United States,2019,Export,6,1398892.747,2478928827,Paper and allied products,Kg,2477696941
IU,BRA,26,Brazil,USA,United States,2019,Export,6,9.75,0,Paper and allied products,N.Q.,
IU,BRA,26,Brazil,USA,United States,2019,Import,5,6.915,572,Paper and allied products,Area  SM,417
IU,BRA,26,Brazil,USA,United States,2019,Import,5,235125.494,137040964,Paper and allied products,Kg,113580356
IU,BRA,261,Brazil,USA,United States,2008,Export,6,791125.692,1475996031,Pulp mill products,Kg,1475996031
IU,BRA,261,Brazil,USA,United States,2008,Import,5,130268.957,168251836,Pulp mill products,Kg,168251836
IU,BRA,261,Brazil,USA,United States,2009,Export,6,525912.22,1401055224,Pulp mill products,Kg,1401055224
IU,BRA,261,Brazil,USA,United States,2009,Import,5,124101.613,188886919,Pulp mill products,Kg,188886919
IU,BRA,261,Brazil,USA,United States,2010,Export,6,850316.965,1710383296,Pulp mill products,Kg,1710383296
IU,BRA,261,Brazil,USA,United States,2010,Import,5,170170.271,204445342,Pulp mill products,Kg,204445342
IU,BRA,261,Brazil,USA,United States,2011,Export,6,934949.863,1702478676,Pulp mill products,Kg,1702478676
IU,BRA,261,Brazil,USA,United States,2011,Import,5,182945.77,199608401,Pulp mill products,Kg,199608401
IU,BRA,261,Brazil,USA,United States,2012,Export,6,906984.513,1729621640,Pulp mill products,Kg,1729621640
IU,BRA,261,Brazil,USA,United States,2012,Import,5,170247.118,209449477,Pulp mill products,Kg,209449477
IU,BRA,261,Brazil,USA,United States,2013,Export,6,1027963.498,1928797986,Pulp mill products,Kg,1928797986
IU,BRA,261,Brazil,USA,United States,2013,Import,5,152135.78,199148179,Pulp mill products,Kg,199148179
IU,BRA,261,Brazil,USA,United States,2014,Export,6,973886.709,2000086364,Pulp mill products,Kg,2000086364
IU,BRA,261,Brazil,USA,United States,2014,Import,5,134949.831,169731951,Pulp mill products,Kg,169731951
IU,BRA,261,Brazil,USA,United States,2015,Export,6,983615.261,2006572503,Pulp mill products,Kg,2006572503
IU,BRA,261,Brazil,USA,United States,2015,Import,5,147633.915,183015021,Pulp mill products,Kg,183015021
IU,BRA,261,Brazil,USA,United States,2016,Export,6,871286.719,2020746897,Pulp mill products,Kg,2020746897
IU,BRA,261,Brazil,USA,United States,2016,Import,5,132136.595,172304132,Pulp mill products,Kg,172304132
IU,BRA,261,Brazil,USA,United States,2017,Export,6,979396.701,2092042694,Pulp mill products,Kg,2092042694
IU,BRA,261,Brazil,USA,United States,2017,Import,5,87522.69,103130158,Pulp mill products,Kg,102637131
IU,BRA,261,Brazil,USA,United States,2018,Export,6,1057441.311,1940392170,Pulp mill products,Kg,1940392168
IU,BRA,261,Brazil,USA,United States,2018,Import,5,72306.151,76741281,Pulp mill products,Kg,76087929
IU,BRA,261,Brazil,USA,United States,2019,Export,6,1192421.557,2289881443,Pulp mill products,Kg,2289633113
IU,BRA,261,Brazil,USA,United States,2019,Import,5,75479.403,78503881,Pulp mill products,Kg,77668067
IU,BRA,2611,Brazil,USA,United States,2008,Export,6,791125.692,1475996031,Pulp mill products,Kg,1475996031
IU,BRA,2611,Brazil,USA,United States,2008,Import,5,130268.957,168251836,Pulp mill products,Kg,168251836
IU,BRA,2611,Brazil,USA,United States,2009,Export,6,525912.22,1401055224,Pulp mill products,Kg,1401055224
IU,BRA,2611,Brazil,USA,United States,2009,Import,5,124101.613,188886919,Pulp mill products,Kg,188886919
IU,BRA,2611,Brazil,USA,United States,2010,Export,6,850316.965,1710383296,Pulp mill products,Kg,1710383296
IU,BRA,2611,Brazil,USA,United States,2010,Import,5,170170.271,204445342,Pulp mill products,Kg,204445342
IU,BRA,2611,Brazil,USA,United States,2011,Export,6,934949.863,1702478676,Pulp mill products,Kg,1702478676
IU,BRA,2611,Brazil,USA,United States,2011,Import,5,182945.77,199608401,Pulp mill products,Kg,199608401
IU,BRA,2611,Brazil,USA,United States,2012,Export,6,906984.513,1729621640,Pulp mill products,Kg,1729621640
IU,BRA,2611,Brazil,USA,United States,2012,Import,5,170247.118,209449477,Pulp mill products,Kg,209449477
IU,BRA,2611,Brazil,USA,United States,2013,Export,6,1027963.498,1928797986,Pulp mill products,Kg,1928797986
IU,BRA,2611,Brazil,USA,United States,2013,Import,5,152135.78,199148179,Pulp mill products,Kg,199148179
IU,BRA,2611,Brazil,USA,United States,2014,Export,6,973886.709,2000086364,Pulp mill products,Kg,2000086364
IU,BRA,2611,Brazil,USA,United States,2014,Import,5,134949.831,169731951,Pulp mill products,Kg,169731951
IU,BRA,2611,Brazil,USA,United States,2015,Export,6,983615.261,2006572503,Pulp mill products,Kg,2006572503
IU,BRA,2611,Brazil,USA,United States,2015,Import,5,147633.915,183015021,Pulp mill products,Kg,183015021
IU,BRA,2611,Brazil,USA,United States,2016,Export,6,871286.719,2020746897,Pulp mill products,Kg,2020746897
IU,BRA,2611,Brazil,USA,United States,2016,Import,5,132136.595,172304132,Pulp mill products,Kg,172304132
IU,BRA,2611,Brazil,USA,United States,2017,Export,6,979396.701,2092042694,Pulp mill products,Kg,2092042694
IU,BRA,2611,Brazil,USA,United States,2017,Import,5,87522.69,103130158,Pulp mill products,Kg,102637131
IU,BRA,2611,Brazil,USA,United States,2018,Export,6,1057441.311,1940392170,Pulp mill products,Kg,1940392168
IU,BRA,2611,Brazil,USA,United States,2018,Import,5,72306.151,76741281,Pulp mill products,Kg,76087929
IU,BRA,2611,Brazil,USA,United States,2019,Export,6,1192421.557,2289881443,Pulp mill products,Kg,2289633113
IU,BRA,2611,Brazil,USA,United States,2019,Import,5,75479.403,78503881,Pulp mill products,Kg,77668067
IU,BRA,262,Brazil,USA,United States,2008,Export,6,199125.381,211964426,Paper mill products,Kg,211964426
IU,BRA,262,Brazil,USA,United States,2008,Import,5,174757.812,152985228,Paper mill products,Kg,152985228
IU,BRA,262,Brazil,USA,United States,2009,Export,6,204199.525,223779792,Paper mill products,Kg,223779792
IU,BRA,262,Brazil,USA,United States,2009,Import,5,138090.164,134281801,Paper mill products,Kg,134281801
IU,BRA,262,Brazil,USA,United States,2010,Export,6,179664.073,183569094,Paper mill products,Kg,183569094
IU,BRA,262,Brazil,USA,United States,2010,Import,5,154497.646,141141892,Paper mill products,Kg,141141892
IU,BRA,262,Brazil,USA,United States,2011,Export,6,187368.63,178165924,Paper mill products,Kg,178165924
IU,BRA,262,Brazil,USA,United States,2011,Import,5,156065.199,123586505,Paper mill products,Kg,123586505
IU,BRA,262,Brazil,USA,United States,2012,Export,6,170012.879,166515100,Paper mill products,Kg,166515100
IU,BRA,262,Brazil,USA,United States,2012,Import,5,146985.657,117266673,Paper mill products,Kg,117266673
IU,BRA,262,Brazil,USA,United States,2013,Export,6,234595.074,238635336,Paper mill products,Kg,238635336
IU,BRA,262,Brazil,USA,United States,2013,Import,5,148322.872,125203301,Paper mill products,Kg,125203301
IU,BRA,262,Brazil,USA,United States,2014,Export,6,228346.467,234558193,Paper mill products,Kg,234558193
IU,BRA,262,Brazil,USA,United States,2014,Import,5,148611.909,127161258,Paper mill products,Kg,127161258
IU,BRA,262,Brazil,USA,United States,2015,Export,6,207367.453,215183815,Paper mill products,Kg,215183815
IU,BRA,262,Brazil,USA,United States,2015,Import,5,110733.585,93357027,Paper mill products,Kg,93357027
IU,BRA,262,Brazil,USA,United States,2016,Export,6,138341.039,162460949,Paper mill products,Kg,162460949
IU,BRA,262,Brazil,USA,United States,2016,Import,5,87076.494,66923113,Paper mill products,Kg,66923113
IU,BRA,262,Brazil,USA,United States,2017,Export,6,82720.956,90793060.51,Paper mill products,Kg,90792857
IU,BRA,262,Brazil,USA,United States,2017,Import,5,102073.844,86930219,Paper mill products,Kg,67603274
IU,BRA,262,Brazil,USA,United States,2018,Export,6,120033.011,118737924.4,Paper mill products,Kg,118290092
IU,BRA,262,Brazil,USA,United States,2018,Export,6,81.195,0,Paper mill products,N.Q.,
IU,BRA,262,Brazil,USA,United States,2018,Import,5,97407.599,72538941,Paper mill products,Kg,34961495
IU,BRA,262,Brazil,USA,United States,2019,Export,6,153573.383,165899657,Paper mill products,Kg,165413824
IU,BRA,262,Brazil,USA,United States,2019,Export,6,9.75,0,Paper mill products,N.Q.,
IU,BRA,262,Brazil,USA,United States,2019,Import,5,62519.467,48805002,Paper mill products,Kg,35336237
IU,BRA,2621,Brazil,USA,United States,2008,Export,6,199125.381,211964426,Paper mill products,Kg,211964426
IU,BRA,2621,Brazil,USA,United States,2008,Import,5,174757.812,152985228,Paper mill products,Kg,152985228
IU,BRA,2621,Brazil,USA,United States,2009,Export,6,204199.525,223779792,Paper mill products,Kg,223779792
IU,BRA,2621,Brazil,USA,United States,2009,Import,5,138090.164,134281801,Paper mill products,Kg,134281801
IU,BRA,2621,Brazil,USA,United States,2010,Export,6,179664.073,183569094,Paper mill products,Kg,183569094
IU,BRA,2621,Brazil,USA,United States,2010,Import,5,154497.646,141141892,Paper mill products,Kg,141141892
IU,BRA,2621,Brazil,USA,United States,2011,Export,6,187368.63,178165924,Paper mill products,Kg,178165924
IU,BRA,2621,Brazil,USA,United States,2011,Import,5,156065.199,123586505,Paper mill products,Kg,123586505
IU,BRA,2621,Brazil,USA,United States,2012,Export,6,170012.879,166515100,Paper mill products,Kg,166515100
IU,BRA,2621,Brazil,USA,United States,2012,Import,5,146985.657,117266673,Paper mill products,Kg,117266673
IU,BRA,2621,Brazil,USA,United States,2013,Export,6,234595.074,238635336,Paper mill products,Kg,238635336
IU,BRA,2621,Brazil,USA,United States,2013,Import,5,148322.872,125203301,Paper mill products,Kg,125203301
IU,BRA,2621,Brazil,USA,United States,2014,Export,6,228346.467,234558193,Paper mill products,Kg,234558193
IU,BRA,2621,Brazil,USA,United States,2014,Import,5,148611.909,127161258,Paper mill products,Kg,127161258
IU,BRA,2621,Brazil,USA,United States,2015,Export,6,207367.453,215183815,Paper mill products,Kg,215183815
IU,BRA,2621,Brazil,USA,United States,2015,Import,5,110733.585,93357027,Paper mill products,Kg,93357027
IU,BRA,2621,Brazil,USA,United States,2016,Export,6,138341.039,162460949,Paper mill products,Kg,162460949
IU,BRA,2621,Brazil,USA,United States,2016,Import,5,87076.494,66923113,Paper mill products,Kg,66923113
IU,BRA,2621,Brazil,USA,United States,2017,Export,6,82720.956,90793060.51,Paper mill products,Kg,90792857
IU,BRA,2621,Brazil,USA,United States,2017,Import,5,102073.844,86930219,Paper mill products,Kg,67603274
IU,BRA,2621,Brazil,USA,United States,2018,Export,6,120033.011,118737924.4,Paper mill products,Kg,118290092
IU,BRA,2621,Brazil,USA,United States,2018,Export,6,81.195,0,Paper mill products,N.Q.,
IU,BRA,2621,Brazil,USA,United States,2018,Import,5,97407.599,72538941,Paper mill products,Kg,34961495
IU,BRA,2621,Brazil,USA,United States,2019,Export,6,153573.383,165899657,Paper mill products,Kg,165413824
IU,BRA,2621,Brazil,USA,United States,2019,Export,6,9.75,0,Paper mill products,N.Q.,
IU,BRA,2621,Brazil,USA,United States,2019,Import,5,62519.467,48805002,Paper mill products,Kg,35336237
IU,BRA,263,Brazil,USA,United States,2008,Import,5,61.164,96899,"Paperboard, nspf",Kg,96899
IU,BRA,263,Brazil,USA,United States,2009,Import,5,488.392,552177,"Paperboard, nspf",Kg,552177
IU,BRA,263,Brazil,USA,United States,2010,Import,5,1222.008,1823725,"Paperboard, nspf",Kg,1823725
IU,BRA,263,Brazil,USA,United States,2011,Import,5,1236.589,1728163,"Paperboard, nspf",Kg,1728163
IU,BRA,263,Brazil,USA,United States,2012,Import,5,903.827,1183655,"Paperboard, nspf",Kg,1183655
IU,BRA,263,Brazil,USA,United States,2013,Import,5,18.052,6303,"Paperboard, nspf",Kg,6303
IU,BRA,263,Brazil,USA,United States,2014,Import,5,26.738,288,"Paperboard, nspf",Kg,288
IU,BRA,263,Brazil,USA,United States,2015,Import,5,62.769,10149,"Paperboard, nspf",Kg,10149
IU,BRA,263,Brazil,USA,United States,2016,Import,5,39.48,11077,"Paperboard, nspf",Kg,11077
IU,BRA,263,Brazil,USA,United States,2017,Export,6,1.447,69,"Paperboard, nspf",Kg,69
IU,BRA,263,Brazil,USA,United States,2017,Import,5,35.183,15289,"Paperboard, nspf",Kg,15289
IU,BRA,263,Brazil,USA,United States,2018,Export,6,180.901,155582,"Paperboard, nspf",Kg,155582
IU,BRA,263,Brazil,USA,United States,2018,Import,5,160.586,23857,"Paperboard, nspf",Kg,23857
IU,BRA,263,Brazil,USA,United States,2019,Export,6,276.537,212014,"Paperboard, nspf",Kg,212014
IU,BRA,263,Brazil,USA,United States,2019,Import,5,27.758,9772,"Paperboard, nspf",Kg,9772
IU,BRA,2631,Brazil,USA,United States,2008,Import,5,61.164,96899,"Wet machine board, nspf",Kg,96899
IU,BRA,2631,Brazil,USA,United States,2009,Import,5,488.392,552177,"Wet machine board, nspf",Kg,552177
IU,BRA,2631,Brazil,USA,United States,2010,Import,5,1222.008,1823725,"Wet machine board, nspf",Kg,1823725
IU,BRA,2631,Brazil,USA,United States,2011,Import,5,1236.589,1728163,"Wet machine board, nspf",Kg,1728163
IU,BRA,2631,Brazil,USA,United States,2012,Import,5,903.827,1183655,"Wet machine board, nspf",Kg,1183655
IU,BRA,2631,Brazil,USA,United States,2013,Import,5,18.052,6303,"Wet machine board, nspf",Kg,6303
IU,BRA,2631,Brazil,USA,United States,2014,Import,5,26.738,288,"Wet machine board, nspf",Kg,288
IU,BRA,2631,Brazil,USA,United States,2015,Import,5,62.769,10149,"Wet machine board, nspf",Kg,10149
IU,BRA,2631,Brazil,USA,United States,2016,Import,5,39.48,11077,"Wet machine board, nspf",Kg,11077
IU,BRA,2631,Brazil,USA,United States,2017,Export,6,1.447,69,"Wet machine board, nspf",Kg,69
IU,BRA,2631,Brazil,USA,United States,2017,Import,5,35.183,15289,"Wet machine board, nspf",Kg,15289
IU,BRA,2631,Brazil,USA,United States,2018,Export,6,180.901,155582,"Wet machine board, nspf",Kg,155582
IU,BRA,2631,Brazil,USA,United States,2018,Import,5,160.586,23857,"Wet machine board, nspf",Kg,23857
IU,BRA,2631,Brazil,USA,United States,2019,Export,6,276.537,212014,"Wet machine board, nspf",Kg,212014
IU,BRA,2631,Brazil,USA,United States,2019,Import,5,27.758,9772,"Wet machine board, nspf",Kg,9772
IU,BRA,265,Brazil,USA,United States,2008,Export,6,1963.333,1116007,"Boxes of paper, of paperboard, of p",Kg,1116007
IU,BRA,265,Brazil,USA,United States,2008,Import,5,959.399,273820,"Boxes of paper, of paperboard, of p",Kg,273820
IU,BRA,265,Brazil,USA,United States,2009,Export,6,392.206,146659,"Boxes of paper, of paperboard, of p",Kg,146659
IU,BRA,265,Brazil,USA,United States,2009,Import,5,1126.396,369881,"Boxes of paper, of paperboard, of p",Kg,369881
IU,BRA,265,Brazil,USA,United States,2010,Export,6,682.634,282224,"Boxes of paper, of paperboard, of p",Kg,282224
IU,BRA,265,Brazil,USA,United States,2010,Import,5,2611.083,1056811,"Boxes of paper, of paperboard, of p",Kg,1056811
IU,BRA,265,Brazil,USA,United States,2011,Export,6,890.225,460550,"Boxes of paper, of paperboard, of p",Kg,460550
IU,BRA,265,Brazil,USA,United States,2011,Import,5,3300.651,1277698,"Boxes of paper, of paperboard, of p",Kg,1277698
IU,BRA,265,Brazil,USA,United States,2012,Export,6,1254.08,846338,"Boxes of paper, of paperboard, of p",Kg,846338
IU,BRA,265,Brazil,USA,United States,2012,Import,5,3349.306,1210070,"Boxes of paper, of paperboard, of p",Kg,1210070
IU,BRA,265,Brazil,USA,United States,2013,Export,6,525.78,316361,"Boxes of paper, of paperboard, of p",Kg,316361
IU,BRA,265,Brazil,USA,United States,2013,Import,5,5167.999,1807909,"Boxes of paper, of paperboard, of p",Kg,1807909
IU,BRA,265,Brazil,USA,United States,2014,Export,6,469.817,128903,"Boxes of paper, of paperboard, of p",Kg,128903
IU,BRA,265,Brazil,USA,United States,2014,Import,5,5054.75,1787983,"Boxes of paper, of paperboard, of p",Kg,1787983
IU,BRA,265,Brazil,USA,United States,2015,Export,6,362.093,121567,"Boxes of paper, of paperboard, of p",Kg,121567
IU,BRA,265,Brazil,USA,United States,2015,Import,5,3792.747,1755588,"Boxes of paper, of paperboard, of p",Kg,1755588
IU,BRA,265,Brazil,USA,United States,2016,Export,6,485.509,106751,"Boxes of paper, of paperboard, of p",Kg,106751
IU,BRA,265,Brazil,USA,United States,2016,Import,5,3198.915,972209,"Boxes of paper, of paperboard, of p",Kg,972209
IU,BRA,265,Brazil,USA,United States,2017,Export,6,355.37,84411.597,"Boxes of paper, of paperboard, of p",Kg,84250
IU,BRA,265,Brazil,USA,United States,2017,Import,5,3084.409,765338,"Boxes of paper, of paperboard, of p",Kg,8443
IU,BRA,265,Brazil,USA,United States,2018,Export,6,539.914,279685.143,"Boxes of paper, of paperboard, of p",Kg,119594
IU,BRA,265,Brazil,USA,United States,2018,Import,5,3650.777,935807,"Boxes of paper, of paperboard, of p",Kg,8682
IU,BRA,265,Brazil,USA,United States,2019,Export,6,1799.25,821037.036,"Boxes of paper, of paperboard, of p",Kg,509326
IU,BRA,265,Brazil,USA,United States,2019,Import,5,4849.78,1139503,"Boxes of paper, of paperboard, of p",Kg,156745
IU,BRA,2652,Brazil,USA,United States,2008,Export,6,44.228,2242,Setup paperboard boxes,Kg,2242
IU,BRA,2652,Brazil,USA,United States,2008,Import,5,293.87,77405,Setup paperboard boxes,Kg,77405
IU,BRA,2652,Brazil,USA,United States,2009,Export,6,24.625,1412,Setup paperboard boxes,Kg,1412
IU,BRA,2652,Brazil,USA,United States,2009,Import,5,221.676,65021,Setup paperboard boxes,Kg,65021
IU,BRA,2652,Brazil,USA,United States,2010,Export,6,62.18,10287,Setup paperboard boxes,Kg,10287
IU,BRA,2652,Brazil,USA,United States,2010,Import,5,292.3,63216,Setup paperboard boxes,Kg,63216
IU,BRA,2652,Brazil,USA,United States,2011,Export,6,27.987,1862,Setup paperboard boxes,Kg,1862
IU,BRA,2652,Brazil,USA,United States,2011,Import,5,246.528,40055,Setup paperboard boxes,Kg,40055
IU,BRA,2652,Brazil,USA,United States,2012,Export,6,31.314,1251,Setup paperboard boxes,Kg,1251
IU,BRA,2652,Brazil,USA,United States,2012,Import,5,164.577,34788,Setup paperboard boxes,Kg,34788
IU,BRA,2652,Brazil,USA,United States,2013,Export,6,15.118,902,Setup paperboard boxes,Kg,902
IU,BRA,2652,Brazil,USA,United States,2013,Import,5,1396.422,401108,Setup paperboard boxes,Kg,401108
IU,BRA,2652,Brazil,USA,United States,2014,Export,6,16.476,636,Setup paperboard boxes,Kg,636
IU,BRA,2652,Brazil,USA,United States,2014,Import,5,1494.468,402805,Setup paperboard boxes,Kg,402805
IU,BRA,2652,Brazil,USA,United States,2015,Export,6,4.554,1574,Setup paperboard boxes,Kg,1574
IU,BRA,2652,Brazil,USA,United States,2015,Import,5,1375.625,355010,Setup paperboard boxes,Kg,355010
IU,BRA,2652,Brazil,USA,United States,2016,Export,6,17.539,2553,Setup paperboard boxes,Kg,2553
IU,BRA,2652,Brazil,USA,United States,2016,Import,5,1161.638,301636,Setup paperboard boxes,Kg,301636
IU,BRA,2652,Brazil,USA,United States,2017,Export,6,37.063,6788.329,Setup paperboard boxes,Kg,6788
IU,BRA,2652,Brazil,USA,United States,2017,Import,5,1569.459,341086,Setup paperboard boxes,Kg,0
IU,BRA,2652,Brazil,USA,United States,2018,Export,6,8.009,2620,Setup paperboard boxes,Kg,2547
IU,BRA,2652,Brazil,USA,United States,2018,Import,5,2153.994,452050,Setup paperboard boxes,Kg,0
IU,BRA,2652,Brazil,USA,United States,2019,Export,6,34.033,9686.421,Setup paperboard boxes,Kg,9396
IU,BRA,2652,Brazil,USA,United States,2019,Import,5,3353.009,694760,Setup paperboard boxes,Kg,0
IU,BRA,2653,Brazil,USA,United States,2008,Export,6,1858.643,1104946,Corrugated paper and paperboard and,Kg,1104946
IU,BRA,2653,Brazil,USA,United States,2008,Import,5,227.324,68507,Corrugated paper and paperboard and,Kg,68507
IU,BRA,2653,Brazil,USA,United States,2009,Export,6,313.418,136381,Corrugated paper and paperboard and,Kg,136381
IU,BRA,2653,Brazil,USA,United States,2009,Import,5,155.48,65145,Corrugated paper and paperboard and,Kg,65145
IU,BRA,2653,Brazil,USA,United States,2010,Export,6,556.65,246900,Corrugated paper and paperboard and,Kg,246900
IU,BRA,2653,Brazil,USA,United States,2010,Import,5,289.804,89424,Corrugated paper and paperboard and,Kg,89424
IU,BRA,2653,Brazil,USA,United States,2011,Export,6,727.531,421656,Corrugated paper and paperboard and,Kg,421656
IU,BRA,2653,Brazil,USA,United States,2011,Import,5,173.693,47031,Corrugated paper and paperboard and,Kg,47031
IU,BRA,2653,Brazil,USA,United States,2012,Export,6,1040.97,810565,Corrugated paper and paperboard and,Kg,810565
IU,BRA,2653,Brazil,USA,United States,2012,Import,5,397.638,125298,Corrugated paper and paperboard and,Kg,125298
IU,BRA,2653,Brazil,USA,United States,2013,Export,6,415.839,287638,Corrugated paper and paperboard and,Kg,287638
IU,BRA,2653,Brazil,USA,United States,2013,Import,5,518.926,176353,Corrugated paper and paperboard and,Kg,176353
IU,BRA,2653,Brazil,USA,United States,2014,Export,6,283.426,114835,Corrugated paper and paperboard and,Kg,114835
IU,BRA,2653,Brazil,USA,United States,2014,Import,5,578.818,264384,Corrugated paper and paperboard and,Kg,264384
IU,BRA,2653,Brazil,USA,United States,2015,Export,6,194.773,92613,Corrugated paper and paperboard and,Kg,92613
IU,BRA,2653,Brazil,USA,United States,2015,Import,5,485.791,174857,Corrugated paper and paperboard and,Kg,174857
IU,BRA,2653,Brazil,USA,United States,2016,Export,6,71.119,33313,Corrugated paper and paperboard and,Kg,33313
IU,BRA,2653,Brazil,USA,United States,2016,Import,5,274.722,108734,Corrugated paper and paperboard and,Kg,108734
IU,BRA,2653,Brazil,USA,United States,2017,Export,6,70.82,26300.011,Corrugated paper and paperboard and,Kg,26145
IU,BRA,2653,Brazil,USA,United States,2017,Import,5,371.824,94523,Corrugated paper and paperboard and,Kg,8441
IU,BRA,2653,Brazil,USA,United States,2018,Export,6,113.579,96710.775,Corrugated paper and paperboard and,Kg,59492
IU,BRA,2653,Brazil,USA,United States,2018,Import,5,516.587,229764,Corrugated paper and paperboard and,Kg,8025
IU,BRA,2653,Brazil,USA,United States,2019,Export,6,234.935,162947.148,Corrugated paper and paperboard and,Kg,154302
IU,BRA,2653,Brazil,USA,United States,2019,Import,5,461.597,175046,Corrugated paper and paperboard and,Kg,866
