Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValueK,Quantity,ProductDescription,QtyUnit,NetWeightKG
IU,BRA,2046,Brazil,USA,United States,2008,Export,6,6660.16,5540118,Wet corn milling products,Kg,5540118
IU,BRA,2046,Brazil,USA,United States,2008,Import,5,11140.505,9993450,Wet corn milling products,Kg,9993450
IU,BRA,2046,Brazil,USA,United States,2009,Export,6,10115.713,9239190,Wet corn milling products,Kg,9239190
IU,BRA,2046,Brazil,USA,United States,2009,Import,5,9108.199,7172442,Wet corn milling products,Kg,7172442
IU,BRA,2046,Brazil,USA,United States,2010,Export,6,12765.97,8728238,Wet corn milling products,Kg,8728238
IU,BRA,2046,Brazil,USA,United States,2010,Import,5,14884.911,13808294,Wet corn milling products,Kg,13808294
IU,BRA,2046,Brazil,USA,United States,2011,Export,6,13197.871,9003414,Wet corn milling products,Kg,9003414
IU,BRA,2046,Brazil,USA,United States,2011,Import,5,16039.585,13384555,Wet corn milling products,Kg,13384555
IU,BRA,2046,Brazil,USA,United States,2012,Export,6,8989.323,6573867,Wet corn milling products,Kg,6573867
IU,BRA,2046,Brazil,USA,United States,2012,Import,5,19844.495,16160869,Wet corn milling products,Kg,16160869
IU,BRA,2046,Brazil,USA,United States,2013,Export,6,9549.917,6530988,Wet corn milling products,Kg,6530988
IU,BRA,2046,Brazil,USA,United States,2013,Import,5,21706.63,16611143,Wet corn milling products,Kg,16611143
IU,BRA,2046,Brazil,USA,United States,2014,Export,6,8990.836,6230017,Wet corn milling products,Kg,6230017
IU,BRA,2046,Brazil,USA,United States,2014,Import,5,21395.926,17615782,Wet corn milling products,Kg,17615782
IU,BRA,2046,Brazil,USA,United States,2015,Export,6,5797.855,5117063,Wet corn milling products,Kg,5117063
IU,BRA,2046,Brazil,USA,United States,2015,Import,5,17046.32,14112882,Wet corn milling products,Kg,14112882
IU,BRA,2046,Brazil,USA,United States,2016,Export,6,10302.06,11865573,Wet corn milling products,Kg,11865573
IU,BRA,2046,Brazil,USA,United States,2016,Import,5,10688.521,7887326,Wet corn milling products,Kg,7887326
IU,BRA,2046,Brazil,USA,United States,2017,Export,6,11412.348,13264208,Wet corn milling products,Kg,13264208
IU,BRA,2046,Brazil,USA,United States,2017,Import,5,13630.014,12149227,Wet corn milling products,Kg,898333
IU,BRA,2046,Brazil,USA,United States,2018,Export,6,9044.749,6493550,Wet corn milling products,Kg,6502426
IU,BRA,2046,Brazil,USA,United States,2018,Import,5,13726.248,10446135,Wet corn milling products,Kg,676741
IU,BRA,2046,Brazil,USA,United States,2019,Export,6,9956.639,7735599.722,Wet corn milling products,Kg,7733765
IU,BRA,2046,Brazil,USA,United States,2019,Import,5,9566.173,7866384,Wet corn milling products,Kg,1243939
IU,BRA,2047,Brazil,USA,United States,2008,Export,6,7774.922,1235418,Dog and cat food,Kg,1235418
IU,BRA,2047,Brazil,USA,United States,2008,Import,5,175.365,189201,Dog and cat food,Kg,189201
IU,BRA,2047,Brazil,USA,United States,2009,Export,6,3606.722,647606,Dog and cat food,Kg,647606
IU,BRA,2047,Brazil,USA,United States,2009,Import,5,215.919,231112,Dog and cat food,Kg,231112
IU,BRA,2047,Brazil,USA,United States,2010,Export,6,4669.293,750508,Dog and cat food,Kg,750508
IU,BRA,2047,Brazil,USA,United States,2010,Import,5,378.479,408768,Dog and cat food,Kg,408768
IU,BRA,2047,Brazil,USA,United States,2011,Export,6,972.523,158841,Dog and cat food,Kg,158841
IU,BRA,2047,Brazil,USA,United States,2011,Import,5,506.096,539008,Dog and cat food,Kg,539008
IU,BRA,2047,Brazil,USA,United States,2012,Export,6,646.452,73569,Dog and cat food,Kg,73569
IU,BRA,2047,Brazil,USA,United States,2012,Import,5,1350.492,990963,Dog and cat food,Kg,990963
IU,BRA,2047,Brazil,USA,United States,2013,Export,6,547.55,80867,Dog and cat food,Kg,80867
IU,BRA,2047,Brazil,USA,United States,2013,Import,5,6839.383,2732972,Dog and cat food,Kg,2732972
IU,BRA,2047,Brazil,USA,United States,2014,Export,6,107.066,25920,Dog and cat food,Kg,25920
IU,BRA,2047,Brazil,USA,United States,2014,Import,5,865.862,943390,Dog and cat food,Kg,943390
IU,BRA,2047,Brazil,USA,United States,2015,Export,6,1343.235,73029,Dog and cat food,Kg,73029
IU,BRA,2047,Brazil,USA,United States,2015,Import,5,678.602,572884,Dog and cat food,Kg,572884
IU,BRA,2047,Brazil,USA,United States,2016,Export,6,8441.394,521651,Dog and cat food,Kg,521651
IU,BRA,2047,Brazil,USA,United States,2016,Import,5,3459.429,1610364,Dog and cat food,Kg,1610364
IU,BRA,2047,Brazil,USA,United States,2017,Export,6,2687.239,424296,Dog and cat food,Kg,424296
IU,BRA,2047,Brazil,USA,United States,2017,Import,5,1475.201,549039,Dog and cat food,Kg,549039
IU,BRA,2047,Brazil,USA,United States,2018,Export,6,837.313,158534,Dog and cat food,Kg,158534
IU,BRA,2047,Brazil,USA,United States,2018,Import,5,1799.126,801386,Dog and cat food,Kg,801386
IU,BRA,2047,Brazil,USA,United States,2019,Export,6,83.001,5585,Dog and cat food,Kg,5585
IU,BRA,2047,Brazil,USA,United States,2019,Import,5,1185.937,620260,Dog and cat food,Kg,620260
IU,BRA,2048,Brazil,USA,United States,2009,Import,5,0.122,522,"Prepared feeds, nspf",Kg,522
IU,BRA,2048,Brazil,USA,United States,2011,Import,5,0.304,313,"Prepared feeds, nspf",Kg,313
IU,BRA,2048,Brazil,USA,United States,2013,Import,5,0.596,2363,"Prepared feeds, nspf",Kg,2363
IU,BRA,2048,Brazil,USA,United States,2015,Import,5,0.088,371,"Prepared feeds, nspf",Kg,371
IU,BRA,2048,Brazil,USA,United States,2018,Import,5,0.066,0,"Prepared feeds, nspf",Kg,
IU,BRA,2048,Brazil,USA,United States,2019,Import,5,0.197,1,"Prepared feeds, nspf",Kg,1
IU,BRA,205,Brazil,USA,United States,2008,Export,6,8621.011,4124992,"Bread, cake, and related products",Kg,4124992
IU,BRA,205,Brazil,USA,United States,2008,Import,5,11.424,5558,"Bread, cake, and related products",Kg,5558
IU,BRA,205,Brazil,USA,United States,2009,Export,6,11079.21,5194629,"Bread, cake, and related products",Kg,5194629
IU,BRA,205,Brazil,USA,United States,2009,Import,5,74.202,52882,"Bread, cake, and related products",Kg,52882
IU,BRA,205,Brazil,USA,United States,2010,Export,6,12729.017,5957526,"Bread, cake, and related products",Kg,5957526
IU,BRA,205,Brazil,USA,United States,2010,Import,5,22.403,11231,"Bread, cake, and related products",Kg,11231
IU,BRA,205,Brazil,USA,United States,2011,Export,6,20781.517,6758622,"Bread, cake, and related products",Kg,6758622
IU,BRA,205,Brazil,USA,United States,2011,Import,5,106.779,15601,"Bread, cake, and related products",Kg,15601
IU,BRA,205,Brazil,USA,United States,2012,Export,6,24595.034,7376733,"Bread, cake, and related products",Kg,7376733
IU,BRA,205,Brazil,USA,United States,2012,Import,5,76.499,21939,"Bread, cake, and related products",Kg,21939
IU,BRA,205,Brazil,USA,United States,2013,Export,6,25360.522,8061838,"Bread, cake, and related products",Kg,8061838
IU,BRA,205,Brazil,USA,United States,2013,Import,5,109.471,17636,"Bread, cake, and related products",Kg,17636
IU,BRA,205,Brazil,USA,United States,2014,Export,6,25259.113,8034663,"Bread, cake, and related products",Kg,8034663
IU,BRA,205,Brazil,USA,United States,2014,Import,5,57.456,7356,"Bread, cake, and related products",Kg,7356
IU,BRA,205,Brazil,USA,United States,2015,Export,6,24443.082,8714239,"Bread, cake, and related products",Kg,8714239
IU,BRA,205,Brazil,USA,United States,2015,Import,5,420.956,76152,"Bread, cake, and related products",Kg,76152
IU,BRA,205,Brazil,USA,United States,2016,Export,6,23494.063,9463149,"Bread, cake, and related products",Kg,9463149
IU,BRA,205,Brazil,USA,United States,2016,Import,5,154.562,39285,"Bread, cake, and related products",Kg,39285
IU,BRA,205,Brazil,USA,United States,2017,Export,6,30016.08,11523969,"Bread, cake, and related products",Kg,11523969
IU,BRA,205,Brazil,USA,United States,2017,Import,5,104.719,20082,"Bread, cake, and related products",Kg,20082
IU,BRA,205,Brazil,USA,United States,2018,Export,6,31604.192,10794061,"Bread, cake, and related products",Kg,11783047
IU,BRA,205,Brazil,USA,United States,2018,Import,5,146.885,9259,"Bread, cake, and related products",Kg,9259
IU,BRA,205,Brazil,USA,United States,2019,Export,6,31868.145,12022972,"Bread, cake, and related products",Kg,12147363
IU,BRA,205,Brazil,USA,United States,2019,Import,5,547.514,162586,"Bread, cake, and related products",Kg,162586
IU,BRA,2051,Brazil,USA,United States,2008,Export,6,8621.011,4124992,Bread and other bakery products,Kg,4124992
IU,BRA,2051,Brazil,USA,United States,2008,Import,5,11.424,5558,Bread and other bakery products,Kg,5558
IU,BRA,2051,Brazil,USA,United States,2009,Export,6,11079.21,5194629,Bread and other bakery products,Kg,5194629
IU,BRA,2051,Brazil,USA,United States,2009,Import,5,74.202,52882,Bread and other bakery products,Kg,52882
IU,BRA,2051,Brazil,USA,United States,2010,Export,6,12729.017,5957526,Bread and other bakery products,Kg,5957526
IU,BRA,2051,Brazil,USA,United States,2010,Import,5,22.403,11231,Bread and other bakery products,Kg,11231
IU,BRA,2051,Brazil,USA,United States,2011,Export,6,20781.517,6758622,Bread and other bakery products,Kg,6758622
IU,BRA,2051,Brazil,USA,United States,2011,Import,5,106.779,15601,Bread and other bakery products,Kg,15601
IU,BRA,2051,Brazil,USA,United States,2012,Export,6,24595.034,7376733,Bread and other bakery products,Kg,7376733
IU,BRA,2051,Brazil,USA,United States,2012,Import,5,76.499,21939,Bread and other bakery products,Kg,21939
IU,BRA,2051,Brazil,USA,United States,2013,Export,6,25360.522,8061838,Bread and other bakery products,Kg,8061838
IU,BRA,2051,Brazil,USA,United States,2013,Import,5,109.471,17636,Bread and other bakery products,Kg,17636
IU,BRA,2051,Brazil,USA,United States,2014,Export,6,25259.113,8034663,Bread and other bakery products,Kg,8034663
IU,BRA,2051,Brazil,USA,United States,2014,Import,5,57.456,7356,Bread and other bakery products,Kg,7356
IU,BRA,2051,Brazil,USA,United States,2015,Export,6,24443.082,8714239,Bread and other bakery products,Kg,8714239
IU,BRA,2051,Brazil,USA,United States,2015,Import,5,420.956,76152,Bread and other bakery products,Kg,76152
IU,BRA,2051,Brazil,USA,United States,2016,Export,6,23494.063,9463149,Bread and other bakery products,Kg,9463149
IU,BRA,2051,Brazil,USA,United States,2016,Import,5,154.562,39285,Bread and other bakery products,Kg,39285
IU,BRA,2051,Brazil,USA,United States,2017,Export,6,30016.08,11523969,Bread and other bakery products,Kg,11523969
IU,BRA,2051,Brazil,USA,United States,2017,Import,5,104.719,20082,Bread and other bakery products,Kg,20082
IU,BRA,2051,Brazil,USA,United States,2018,Export,6,31604.192,10794061,Bread and other bakery products,Kg,11783047
IU,BRA,2051,Brazil,USA,United States,2018,Import,5,146.885,9259,Bread and other bakery products,Kg,9259
IU,BRA,2051,Brazil,USA,United States,2019,Export,6,31868.145,12022972,Bread and other bakery products,Kg,12147363
IU,BRA,2051,Brazil,USA,United States,2019,Import,5,547.514,162586,Bread and other bakery products,Kg,162586
IU,BRA,206,Brazil,USA,United States,2008,Export,6,365462.351,338995821,Sugar and confectionery products,Kg,338995821
IU,BRA,206,Brazil,USA,United States,2008,Import,5,12582.924,11231856,Sugar and confectionery products,Kg,11231856
IU,BRA,206,Brazil,USA,United States,2009,Export,6,369045.395,315641843,Sugar and confectionery products,Kg,315641843
IU,BRA,206,Brazil,USA,United States,2009,Import,5,7193.612,6099045,Sugar and confectionery products,Kg,6099045
IU,BRA,206,Brazil,USA,United States,2010,Export,6,480117.256,435157485,Sugar and confectionery products,Kg,435157485
IU,BRA,206,Brazil,USA,United States,2010,Import,5,10309.611,6597609,Sugar and confectionery products,Kg,6597609
IU,BRA,206,Brazil,USA,United States,2011,Export,6,582544.289,501141353,Sugar and confectionery products,Kg,501141353
IU,BRA,206,Brazil,USA,United States,2011,Import,5,13504,7471992,Sugar and confectionery products,Kg,7471992
IU,BRA,206,Brazil,USA,United States,2012,Export,6,383219.242,323847937,Sugar and confectionery products,Kg,323847937
IU,BRA,206,Brazil,USA,United States,2012,Import,5,15579.095,7465410,Sugar and confectionery products,Kg,7465410
IU,BRA,206,Brazil,USA,United States,2013,Export,6,221489.713,171491387,Sugar and confectionery products,Kg,171491387
IU,BRA,206,Brazil,USA,United States,2013,Import,5,24694.378,7402450,Sugar and confectionery products,Kg,7402450
IU,BRA,206,Brazil,USA,United States,2014,Export,6,306618.75,397335101,Sugar and confectionery products,Kg,397335101
IU,BRA,206,Brazil,USA,United States,2014,Import,5,50252.69,13191619,Sugar and confectionery products,Kg,13191619
IU,BRA,206,Brazil,USA,United States,2015,Export,6,303691.981,293601513,Sugar and confectionery products,Kg,293601513
IU,BRA,206,Brazil,USA,United States,2015,Import,5,41338.333,13750317,Sugar and confectionery products,Kg,13750317
IU,BRA,206,Brazil,USA,United States,2016,Export,6,394038.349,369747710,Sugar and confectionery products,Kg,369747710
IU,BRA,206,Brazil,USA,United States,2016,Import,5,36503.041,12627238,Sugar and confectionery products,Kg,12627238
IU,BRA,206,Brazil,USA,United States,2017,Export,6,372377.376,373567928.8,Sugar and confectionery products,Kg,373567929
IU,BRA,206,Brazil,USA,United States,2017,Import,5,46047.988,16566630,Sugar and confectionery products,Kg,7673722
IU,BRA,206,Brazil,USA,United States,2018,Export,6,332084.882,357752183.9,Sugar and confectionery products,Kg,346884869
IU,BRA,206,Brazil,USA,United States,2018,Import,5,46601.992,16802515,Sugar and confectionery products,Kg,15609862
IU,BRA,206,Brazil,USA,United States,2019,Export,6,330504.736,357974823.6,Sugar and confectionery products,Kg,357923997
IU,BRA,206,Brazil,USA,United States,2019,Import,5,33601.984,7864624,Sugar and confectionery products,Kg,4847756
IU,BRA,2062,Brazil,USA,United States,2008,Export,6,94707.239,266129648,"Beet and cane sugar, molasses, and ",Kg,266129648
IU,BRA,2062,Brazil,USA,United States,2008,Import,5,4336.802,9686539,"Beet and cane sugar, molasses, and ",Kg,9686539
IU,BRA,2062,Brazil,USA,United States,2009,Export,6,111982.433,250302295,"Beet and cane sugar, molasses, and ",Kg,250302295
IU,BRA,2062,Brazil,USA,United States,2009,Import,5,2728.374,4722764,"Beet and cane sugar, molasses, and ",Kg,4722764
IU,BRA,2062,Brazil,USA,United States,2010,Export,6,206073.289,374082855,"Beet and cane sugar, molasses, and ",Kg,374082855
IU,BRA,2062,Brazil,USA,United States,2010,Import,5,3992.463,5329110,"Beet and cane sugar, molasses, and ",Kg,5329110
IU,BRA,2062,Brazil,USA,United States,2011,Export,6,316519.022,450728037,"Beet and cane sugar, molasses, and ",Kg,450728037
IU,BRA,2062,Brazil,USA,United States,2011,Import,5,4824.357,5604393,"Beet and cane sugar, molasses, and ",Kg,5604393
IU,BRA,2062,Brazil,USA,United States,2012,Export,6,182671.515,281940780,"Beet and cane sugar, molasses, and ",Kg,281940780
IU,BRA,2062,Brazil,USA,United States,2012,Import,5,5331.883,5685300,"Beet and cane sugar, molasses, and ",Kg,5685300
IU,BRA,2062,Brazil,USA,United States,2013,Export,6,91582.644,139258256,"Beet and cane sugar, molasses, and ",Kg,139258256
IU,BRA,2062,Brazil,USA,United States,2013,Import,5,2694.134,2974039,"Beet and cane sugar, molasses, and ",Kg,2974039
IU,BRA,2062,Brazil,USA,United States,2014,Export,6,181200.483,366728423,"Beet and cane sugar, molasses, and ",Kg,366728423
IU,BRA,2062,Brazil,USA,United States,2014,Import,5,2395.317,2453236,"Beet and cane sugar, molasses, and ",Kg,2453236
IU,BRA,2062,Brazil,USA,United States,2015,Export,6,132817.644,256878223,"Beet and cane sugar, molasses, and ",Kg,256878223
IU,BRA,2062,Brazil,USA,United States,2015,Import,5,3073.402,3849351,"Beet and cane sugar, molasses, and ",Kg,3849351
IU,BRA,2062,Brazil,USA,United States,2016,Export,6,170810.347,327101764,"Beet and cane sugar, molasses, and ",Kg,327101764
IU,BRA,2062,Brazil,USA,United States,2016,Import,5,3406.125,3110646,"Beet and cane sugar, molasses, and ",Kg,3110646
IU,BRA,2062,Brazil,USA,United States,2017,Export,6,182602.073,334996490,"Beet and cane sugar, molasses, and ",Kg,334996490
IU,BRA,2062,Brazil,USA,United States,2017,Import,5,2540.391,2531687,"Beet and cane sugar, molasses, and ",Kg,1710405
IU,BRA,2062,Brazil,USA,United States,2018,Export,6,179563.778,314085349.6,"Beet and cane sugar, molasses, and ",Kg,314085258
IU,BRA,2062,Brazil,USA,United States,2018,Import,5,3786.023,4194316,"Beet and cane sugar, molasses, and ",Kg,3832372
IU,BRA,2062,Brazil,USA,United States,2019,Export,6,169549.271,318455614.9,"Beet and cane sugar, molasses, and ",Kg,318455615
IU,BRA,2062,Brazil,USA,United States,2019,Import,5,2134.475,1787241,"Beet and cane sugar, molasses, and ",Kg,1130801
IU,BRA,2064,Brazil,USA,United States,2008,Export,6,32055.864,20102826,Candy and other confectionery produ,Kg,20102826
IU,BRA,2064,Brazil,USA,United States,2008,Import,5,353.398,132455,Candy and other confectionery produ,Kg,132455
IU,BRA,2064,Brazil,USA,United States,2009,Export,6,28876.646,17200025,Candy and other confectionery produ,Kg,17200025
IU,BRA,2064,Brazil,USA,United States,2009,Import,5,321.651,89818,Candy and other confectionery produ,Kg,89818
IU,BRA,2064,Brazil,USA,United States,2010,Export,6,30153.804,16781452,Candy and other confectionery produ,Kg,16781452
IU,BRA,2064,Brazil,USA,United States,2010,Import,5,756.004,269710,Candy and other confectionery produ,Kg,269710
IU,BRA,2064,Brazil,USA,United States,2011,Export,6,34242.943,14496554,Candy and other confectionery produ,Kg,14496554
IU,BRA,2064,Brazil,USA,United States,2011,Import,5,525.922,123994,Candy and other confectionery produ,Kg,123994
IU,BRA,2064,Brazil,USA,United States,2012,Export,6,36298.354,15321904,Candy and other confectionery produ,Kg,15321904
IU,BRA,2064,Brazil,USA,United States,2012,Import,5,1142.136,231782,Candy and other confectionery produ,Kg,231782
IU,BRA,2064,Brazil,USA,United States,2013,Export,6,38557.219,16312371,Candy and other confectionery produ,Kg,16312371
IU,BRA,2064,Brazil,USA,United States,2013,Import,5,1043.396,284000,Candy and other confectionery produ,Kg,284000
IU,BRA,2064,Brazil,USA,United States,2014,Export,6,28208.162,13072857,Candy and other confectionery produ,Kg,13072857
IU,BRA,2064,Brazil,USA,United States,2014,Import,5,1763.56,576570,Candy and other confectionery produ,Kg,576570
IU,BRA,2064,Brazil,USA,United States,2015,Export,6,26295.052,12805052,Candy and other confectionery produ,Kg,12805052
IU,BRA,2064,Brazil,USA,United States,2015,Import,5,2191.461,757026,Candy and other confectionery produ,Kg,757026
IU,BRA,2064,Brazil,USA,United States,2016,Export,6,28845.824,14128636,Candy and other confectionery produ,Kg,14128636
IU,BRA,2064,Brazil,USA,United States,2016,Import,5,1477.832,637037,Candy and other confectionery produ,Kg,637037
IU,BRA,2064,Brazil,USA,United States,2017,Export,6,28473.166,13548699,Candy and other confectionery produ,Kg,13548699
IU,BRA,2064,Brazil,USA,United States,2017,Import,5,1876.137,1013476,Candy and other confectionery produ,Kg,0
IU,BRA,2064,Brazil,USA,United States,2018,Export,6,31512.233,25997528,Candy and other confectionery produ,Kg,14575646
IU,BRA,2064,Brazil,USA,United States,2018,Import,5,1099.139,514116,Candy and other confectionery produ,Kg,0
IU,BRA,2064,Brazil,USA,United States,2019,Export,6,36539.224,18352834,Candy and other confectionery produ,Kg,18314407
IU,BRA,2064,Brazil,USA,United States,2019,Import,5,543.467,209128,Candy and other confectionery produ,Kg,209128
IU,BRA,2066,Brazil,USA,United States,2008,Export,6,108176.034,28264781,Chocolate and cocoa products,Kg,28264781
IU,BRA,2066,Brazil,USA,United States,2008,Import,5,724.94,521098,Chocolate and cocoa products,Kg,521098
IU,BRA,2066,Brazil,USA,United States,2009,Export,6,71532.588,15613838,Chocolate and cocoa products,Kg,15613838
IU,BRA,2066,Brazil,USA,United States,2009,Import,5,1645.467,814743,Chocolate and cocoa products,Kg,814743
IU,BRA,2066,Brazil,USA,United States,2010,Export,6,102138.828,18247991,Chocolate and cocoa products,Kg,18247991
IU,BRA,2066,Brazil,USA,United States,2010,Import,5,1030.373,274687,Chocolate and cocoa products,Kg,274687
IU,BRA,2066,Brazil,USA,United States,2011,Export,6,84319.053,18536136,Chocolate and cocoa products,Kg,18536136
IU,BRA,2066,Brazil,USA,United States,2011,Import,5,4452.86,1198034,Chocolate and cocoa products,Kg,1198034
IU,BRA,2066,Brazil,USA,United States,2012,Export,6,64375.992,12681366,Chocolate and cocoa products,Kg,12681366
IU,BRA,2066,Brazil,USA,United States,2012,Import,5,2709.794,518655,Chocolate and cocoa products,Kg,518655
IU,BRA,2066,Brazil,USA,United States,2013,Export,6,26511.19,5497702,Chocolate and cocoa products,Kg,5497702
IU,BRA,2066,Brazil,USA,United States,2013,Import,5,12388.196,2881372,Chocolate and cocoa products,Kg,2881372
IU,BRA,2066,Brazil,USA,United States,2014,Export,6,53676.225,10647115,Chocolate and cocoa products,Kg,10647115
IU,BRA,2066,Brazil,USA,United States,2014,Import,5,28719.677,7962917,Chocolate and cocoa products,Kg,7962917
IU,BRA,2066,Brazil,USA,United States,2015,Export,6,93582.667,17681291,Chocolate and cocoa products,Kg,17681291
IU,BRA,2066,Brazil,USA,United States,2015,Import,5,26786.4,8148252,Chocolate and cocoa products,Kg,8148252
IU,BRA,2066,Brazil,USA,United States,2016,Export,6,119989.184,19416925,Chocolate and cocoa products,Kg,19416925
IU,BRA,2066,Brazil,USA,United States,2016,Import,5,23824.414,7702358,Chocolate and cocoa products,Kg,7702358
IU,BRA,2066,Brazil,USA,United States,2017,Export,6,102008.135,18840356.8,Chocolate and cocoa products,Kg,18840357
IU,BRA,2066,Brazil,USA,United States,2017,Import,5,25769.809,10394160,Chocolate and cocoa products,Kg,3506989
IU,BRA,2066,Brazil,USA,United States,2018,Export,6,58020.078,11236615,Chocolate and cocoa products,Kg,11249904
IU,BRA,2066,Brazil,USA,United States,2018,Import,5,23882.318,9465184,Chocolate and cocoa products,Kg,9148591
IU,BRA,2066,Brazil,USA,United States,2019,Export,6,69389.894,13576712.17,Chocolate and cocoa products,Kg,13582522
IU,BRA,2066,Brazil,USA,United States,2019,Import,5,16306.747,3958193,Chocolate and cocoa products,Kg,1597765
IU,BRA,2067,Brazil,USA,United States,2008,Export,6,4007.063,2426810,Chewing gum,Kg,2426810
IU,BRA,2067,Brazil,USA,United States,2008,Import,5,236.178,50863,Chewing gum,Kg,50863
IU,BRA,2067,Brazil,USA,United States,2009,Export,6,3043.573,1809353,Chewing gum,Kg,1809353
IU,BRA,2067,Brazil,USA,United States,2009,Import,5,98.701,12153,Chewing gum,Kg,12153
IU,BRA,2067,Brazil,USA,United States,2010,Export,6,3131.939,1706144,Chewing gum,Kg,1706144
IU,BRA,2067,Brazil,USA,United States,2010,Import,5,57.098,9893,Chewing gum,Kg,9893
IU,BRA,2067,Brazil,USA,United States,2011,Export,6,1269.605,465549,Chewing gum,Kg,465549
IU,BRA,2067,Brazil,USA,United States,2011,Import,5,23.055,4370,Chewing gum,Kg,4370
IU,BRA,2067,Brazil,USA,United States,2012,Export,6,1298.423,467655,Chewing gum,Kg,467655
IU,BRA,2067,Brazil,USA,United States,2012,Import,5,52.073,10462,Chewing gum,Kg,10462
IU,BRA,2067,Brazil,USA,United States,2013,Export,6,1408.527,493171,Chewing gum,Kg,493171
IU,BRA,2067,Brazil,USA,United States,2013,Import,5,72.243,33356,Chewing gum,Kg,33356
IU,BRA,2067,Brazil,USA,United States,2014,Export,6,770.495,245713,Chewing gum,Kg,245713
IU,BRA,2067,Brazil,USA,United States,2014,Import,5,70.712,36786,Chewing gum,Kg,36786
IU,BRA,2067,Brazil,USA,United States,2015,Export,6,67.223,26841,Chewing gum,Kg,26841
IU,BRA,2067,Brazil,USA,United States,2015,Import,5,101.495,44011,Chewing gum,Kg,44011
IU,BRA,2067,Brazil,USA,United States,2016,Export,6,79.855,29486,Chewing gum,Kg,29486
IU,BRA,2067,Brazil,USA,United States,2016,Import,5,73.685,34377,Chewing gum,Kg,34377
IU,BRA,2067,Brazil,USA,United States,2017,Export,6,68.989,25889,Chewing gum,Kg,25889
IU,BRA,2067,Brazil,USA,United States,2017,Import,5,48.414,66852,Chewing gum,Kg,66852
IU,BRA,2067,Brazil,USA,United States,2018,Export,6,83.635,31779,Chewing gum,Kg,32237
IU,BRA,2067,Brazil,USA,United States,2018,Import,5,71.29,26042,Chewing gum,Kg,26042
IU,BRA,2067,Brazil,USA,United States,2019,Export,6,728.613,319016,Chewing gum,Kg,319816
IU,BRA,2067,Brazil,USA,United States,2019,Import,5,46.149,4163,Chewing gum,Kg,4163
IU,BRA,2068,Brazil,USA,United States,2008,Export,6,126516.151,22071756,Salted and roasted nuts,Kg,22071756
IU,BRA,2068,Brazil,USA,United States,2008,Import,5,6931.606,840901,Salted and roasted nuts,Kg,840901
IU,BRA,2068,Brazil,USA,United States,2009,Export,6,153610.155,30716332,Salted and roasted nuts,Kg,30716332
IU,BRA,2068,Brazil,USA,United States,2009,Import,5,2399.419,459567,Salted and roasted nuts,Kg,459567
IU,BRA,2068,Brazil,USA,United States,2010,Export,6,138619.396,24339043,Salted and roasted nuts,Kg,24339043
IU,BRA,2068,Brazil,USA,United States,2010,Import,5,4473.673,714209,Salted and roasted nuts,Kg,714209
IU,BRA,2068,Brazil,USA,United States,2011,Export,6,146193.666,16915077,Salted and roasted nuts,Kg,16915077
IU,BRA,2068,Brazil,USA,United States,2011,Import,5,3677.806,541201,Salted and roasted nuts,Kg,541201
IU,BRA,2068,Brazil,USA,United States,2012,Export,6,98574.958,13436232,Salted and roasted nuts,Kg,13436232
IU,BRA,2068,Brazil,USA,United States,2012,Import,5,6343.209,1019211,Salted and roasted nuts,Kg,1019211
IU,BRA,2068,Brazil,USA,United States,2013,Export,6,63430.133,9929887,Salted and roasted nuts,Kg,9929887
IU,BRA,2068,Brazil,USA,United States,2013,Import,5,8496.409,1229683,Salted and roasted nuts,Kg,1229683
IU,BRA,2068,Brazil,USA,United States,2014,Export,6,42763.385,6640993,Salted and roasted nuts,Kg,6640993
IU,BRA,2068,Brazil,USA,United States,2014,Import,5,17303.424,2162110,Salted and roasted nuts,Kg,2162110
IU,BRA,2068,Brazil,USA,United States,2015,Export,6,50929.395,6210106,Salted and roasted nuts,Kg,6210106
IU,BRA,2068,Brazil,USA,United States,2015,Import,5,9185.575,951677,Salted and roasted nuts,Kg,951677
IU,BRA,2068,Brazil,USA,United States,2016,Export,6,74313.139,9070899,Salted and roasted nuts,Kg,9070899
IU,BRA,2068,Brazil,USA,United States,2016,Import,5,7720.985,1142820,Salted and roasted nuts,Kg,1142820
IU,BRA,2068,Brazil,USA,United States,2017,Export,6,59225.013,6156494,Salted and roasted nuts,Kg,6156494
IU,BRA,2068,Brazil,USA,United States,2017,Import,5,15813.237,2560455,Salted and roasted nuts,Kg,2389476
IU,BRA,2068,Brazil,USA,United States,2018,Export,6,62905.158,6400912.339,Salted and roasted nuts,Kg,6941824
IU,BRA,2068,Brazil,USA,United States,2018,Import,5,17763.222,2602857,Salted and roasted nuts,Kg,2602857
IU,BRA,2068,Brazil,USA,United States,2019,Export,6,54297.734,7270646.55,Salted and roasted nuts,Kg,7251637
IU,BRA,2068,Brazil,USA,United States,2019,Import,5,14571.146,1905899,Salted and roasted nuts,Kg,1905899
IU,BRA,207,Brazil,USA,United States,2008,Export,6,9052.795,5085532,Food preparations and related produ,Kg,5085532
IU,BRA,207,Brazil,USA,United States,2008,Import,5,30193.782,12392776,Food preparations and related produ,Kg,12392776
IU,BRA,207,Brazil,USA,United States,2009,Export,6,7186.203,4927065,Food preparations and related produ,Kg,4927065
