,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"RITMO (Bad Boys For Life)","Black Eyed Peas",175979,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
2,"LA CANCIÓN","J Balvin",169239,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
3,China,"Anuel AA",162097,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
4,"No Me Conoce - Remix","Jhay Cortez",145421,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
5,Callaita,"Bad Bunny",141199,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
6,"Adicto (with Anuel AA & Ozuna)",Tainy,135870,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
7,"Pa' Olvidarme De Ella","Piso 21",134552,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
8,"Que Tire Pa Lante","Daddy Yankee",134379,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
9,Fantasias,"Rauw Alejandro",132247,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
10,"Si Te Vas",Sech,112932,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
11,Tutu,Camilo,105109,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
12,"Whine Up","Nicky Jam",100739,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
13,Tusa,"KAROL G",97948,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
14,Quizas,"Rich Music LTD",97546,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
15,"Soltera - Remix",Lunay,96619,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
16,Indeciso,Reik,84091,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
17,"QUE PRETENDES","J Balvin",81843,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
18,"11 PM",Maluma,81818,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
19,"Yo x Ti, Tu x Mi",ROSALÍA,81247,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
20,Bellaquita,Dalex,79449,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
21,"Otro Trago - Remix",Sech,79265,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
22,Aventura,Lunay,78099,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
23,Desconocidos,"Mau y Ricky",72510,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
24,Loco,Beéle,72200,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
25,"Amor A Primera Vista","Los Ángeles Azules",71490,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J
26,"Lose You To Love Me","Selena Gomez",70943,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
27,"Pa Mí - Remix",Dalex,70076,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
28,"Cuerpo en Venta",Noriel,69945,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
29,"Con Altura",ROSALÍA,68779,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
30,Señorita,"Shawn Mendes",68383,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
31,"Tal Vez","Paulo Londra",66767,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
32,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",66057,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
33,"Verte Ir","DJ Luian",65285,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
34,"Te Vi","Piso 21",63335,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
35,"Que Mas Pues - Remix",Sech,62055,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
36,Cuaderno,Dalex,61068,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
37,"Si Se Da - Remix","Myke Towers",60988,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
38,"Otro Trago",Sech,60681,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
39,"Si Supieras","Daddy Yankee",60311,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
40,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",55055,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
