,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Con Calma","Daddy Yankee",173544,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
2,Secreto,"Anuel AA",135202,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
3,Desconocidos,"Mau y Ricky",132724,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
4,"Pa Mí - Remix",Dalex,122429,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
5,"Te Vi","Piso 21",119667,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
6,"Calma - Remix","Pedro Capó",116865,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
7,HP,Maluma,107425,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
8,"Adan y Eva","Paulo Londra",97785,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
9,"Baila Baila Baila",Ozuna,94757,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
10,"Ella Quiere Beber - Remix","Anuel AA",92478,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
11,Amanece,"Anuel AA",83838,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
12,"Un Año","Sebastian Yatra",83144,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
13,"Esclavo de Tus Besos","Manuel Turizo",81356,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
14,Créeme,"KAROL G",76095,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
15,Aullando,"Wisin & Yandel",73338,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
16,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,68571,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
17,"MIA (feat. Drake)","Bad Bunny",66594,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
18,Swing,"Danny Ocean",66257,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
19,Sola,"Manuel Turizo",64583,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
20,"Que Le De","Rauw Alejandro",61801,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
21,Bubalu,"Becky G",61573,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
22,Adictiva,"Daddy Yankee",57673,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
