,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,264727,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,Callaita,"Bad Bunny",227466,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
3,"Soltera - Remix",Lunay,170020,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
4,"Verte Ir","DJ Luian",121375,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
5,"Tal Vez","Paulo Londra",116116,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
6,"Pa Mí - Remix",Dalex,115287,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
7,"11 PM",Maluma,107490,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
8,Señorita,"Shawn Mendes",105464,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
9,"No Me Conoce - Remix","Jhay Cortez",100590,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
10,Runaway,"Sebastian Yatra",98198,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
11,"Con Calma","Daddy Yankee",93673,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
12,"Te Robaré","Nicky Jam",92745,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
13,"La Boca","Mau y Ricky",91663,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
14,Desconocidos,"Mau y Ricky",83546,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
15,"Te Vi","Piso 21",81252,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
16,"Que Mas Pues - Remix",Sech,80405,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
17,Cuaderno,Dalex,79728,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
18,"Con Altura",ROSALÍA,76551,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
19,HP,Maluma,73989,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
20,Secreto,"Anuel AA",67207,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
21,"No Te Vayas",Camilo,64553,https://open.spotify.com/track/4k9byIhs9ppbYWE22waJMB
