,0
Position,100.5
Streams,594749.87
danceability,0.6625183246073298
energy,0.6620628272251309
key,5.193717277486911
loudness,-6.387910994764402
mode,0.612565445026178
speechiness,0.10995863874345554
acousticness,0.22742866230366507
instrumentalness,0.0036321632984293193
liveness,0.1737240837696336
valence,0.5247680628272251
tempo,120.73026701570686
duration_ms,203534.60732984293
time_signature,3.9633507853403143
