,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,DÁKITI,"Bad Bunny",192852,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
2,BICHOTA,"KAROL G",150606,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
3,Bandido,"Myke Towers",149483,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
4,"LA NOCHE DE ANOCHE","Bad Bunny",124056,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
5,Reloj,"Rauw Alejandro",123001,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
6,"Hecha Pa' Mi",Boza,107052,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
7,Hawái,Maluma,92469,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
8,"TE MUDASTE","Bad Bunny",89853,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
9,"La Nota","Manuel Turizo",88314,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
10,"La Tóxica",Farruko,82353,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
11,"Chica Ideal","Sebastian Yatra",79732,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
12,"Ropa Cara",Camilo,74996,https://open.spotify.com/track/7BIy3EGQhg98CsRdKYHnJC
13,"Mi Niña",Wisin,73375,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
14,"Una Locura",Ozuna,71648,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
15,"La Curiosidad","Jay Wheeler",71507,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
16,Antes,"Anuel AA",70357,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
17,Jeans,"Justin Quiles",68681,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
18,"Relación - Remix",Sech,67987,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
19,"BOOKER T","Bad Bunny",65054,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
20,"Hasta Abajo","Kevin Roldan",64626,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
21,"Ay, DiOs Mío!","KAROL G",63247,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
22,BEBÉ,Camilo,61357,https://open.spotify.com/track/7D7EH7MGyNHWSkqrszerI1
23,"La Jeepeta - Remix","Nio Garcia",61218,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
24,"Se Te Nota (with Guaynaa)","Lele Pons",60496,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
25,"Parce (feat. Justin Quiles)",Maluma,59229,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
26,"Vida de Rico",Camilo,56674,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
27,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",55943,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
28,"Mi Cuarto","Jerry Di",55513,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
29,Polvo,"Nicky Jam",55007,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
30,"drivers license","Olivia Rodrigo",54473,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
31,"HACIENDO QUE ME AMAS","Bad Bunny",54002,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
32,"Tattoo - Remix with Camilo","Rauw Alejandro",50733,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
33,"No Te Enamores - Remix",Milly,49654,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
34,Despeinada,Ozuna,48291,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
35,"CÓMO SE SIENTE - Remix","Jhay Cortez",45924,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
36,Caramelo,Ozuna,45406,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
37,Azul,"J Balvin",44821,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
38,"Blinding Lights","The Weeknd",44735,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
39,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler",44052,https://open.spotify.com/track/7LE1K0lZyRFZjSlrnm7lfD
40,"Pa' Olvidarme De Ella","Piso 21",41916,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
41,"Los Dioses","Anuel AA",39759,https://open.spotify.com/track/7oHsIIDKbEJlFULg1HF0pP
42,"LA CANCIÓN","J Balvin",39484,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
43,"Aquí Abajo","Christian Nodal",39227,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
44,"No Me Conoce - Remix","Jhay Cortez",38976,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
45,"La Santa","Bad Bunny",38384,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
46,"Si Veo a Tu Mamá","Bad Bunny",36806,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
47,"Quiéreme Mientras Se Pueda","Manuel Turizo",36757,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
48,"Dime Cómo Quieres","Christian Nodal",36491,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
49,"Hola - Remix",Dalex,36363,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
50,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,35903,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
51,"De Cora <3","Rauw Alejandro",34705,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
52,Tusa,"KAROL G",34479,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
53,Safaera,"Bad Bunny",33501,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
54,Vete,"Bad Bunny",33401,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
55,"Ponte Pa' Mi","Justin Quiles",33208,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
56,"La Forma en Que Me Miras","Super Yei",33050,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
57,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",32792,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
58,"De Los Besos Que Te Di","Christian Nodal",32605,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
59,"Si Estuviésemos Juntos","Bad Bunny",32315,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
60,Rojo,"J Balvin",31907,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
61,Favorito,Camilo,31533,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
62,"YO VISTO ASÍ","Bad Bunny",30983,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ
63,"Sigues Con El","Dímelo Flow",30737,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
64,"Hasta Que Dios Diga","Anuel AA",29792,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
65,Dynamite,BTS,29728,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
66,"Save Your Tears","The Weeknd",29673,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
67,"A Tu Merced","Bad Bunny",29048,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
68,"Caramelo - Remix",Ozuna,28273,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
69,"Don't Start Now","Dua Lipa",28153,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
70,"Yo Perreo Sola","Bad Bunny",28008,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
71,"La Difícil","Bad Bunny",27883,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
72,"Una Vez","Bad Bunny",27729,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
73,Callaita,"Bad Bunny",27472,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
74,+Linda,Dalex,27002,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0
75,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",26810,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
76,"Más De La Una","Piso 21",26791,https://open.spotify.com/track/69Y5IZuBvGyzySFt5x7kCq
77,Ignorantes,"Bad Bunny",26714,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
78,Jangueo,"Alex Rose",26284,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
79,"TE DESEO LO MEJOR","Bad Bunny",26270,https://open.spotify.com/track/23XjN1s3DZC8Q9ZwuorYY4
80,Relación,Sech,26160,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
