,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Con Calma","Daddy Yankee",101407,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
2,Secreto,"Anuel AA",82651,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
3,"Calma - Remix","Pedro Capó",73123,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
4,Desconocidos,"Mau y Ricky",66156,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
5,"Te Vi","Piso 21",55107,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
6,"Pa Mí - Remix",Dalex,54743,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
7,"Adan y Eva","Paulo Londra",49690,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
8,"Ella Quiere Beber - Remix","Anuel AA",47828,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
9,Amanece,"Anuel AA",47063,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
10,HP,Maluma,44184,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
11,"Un Año","Sebastian Yatra",44148,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
12,"Baila Baila Baila",Ozuna,41655,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
13,"MIA (feat. Drake)","Bad Bunny",39281,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
14,Bubalu,"Becky G",39068,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
15,"Esclavo de Tus Besos","Manuel Turizo",34888,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
16,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,33159,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
17,"7 rings","Ariana Grande",31831,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
18,Créeme,"KAROL G",31620,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
19,Sola,"Manuel Turizo",31038,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
20,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",30822,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
21,Aullando,"Wisin & Yandel",30788,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
22,Rebota,Guaynaa,30129,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
23,"Ni Gucci Ni Prada","Kenny Man",29830,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
24,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",29160,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
25,Adictiva,"Daddy Yankee",28387,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
26,Culpables,"KAROL G",28115,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
27,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",28098,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
