,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nicht verdient","Capital Bra",547846,https://open.spotify.com/track/7v8OynJxOxHoeS5C2UA9Y7
2,"Toosie Slide",Drake,300557,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
3,"Roses - Imanbek Remix","SAINt JHN",298891,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"Blinding Lights","The Weeknd",290705,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
5,"THE SCOTTS","THE SCOTTS",281037,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
6,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,217158,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
7,"Dance Monkey","Tones And I",211700,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,"ily (i love you baby) (feat. Emilee)","Surf Mesa",197260,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
9,"Breaking Me",Topic,179217,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
10,Emotions,Ufo361,178685,https://open.spotify.com/track/6lU4BQWZomCWRfKSowfezE
11,"death bed (coffee for your head)",Powfu,166644,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
12,"In Your Eyes (feat. Alida)","Robin Schulz",162039,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
13,Salt,"Ava Max",158280,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
14,"Late Night",Luciano,155061,https://open.spotify.com/track/33jaF6gknsRif8HzH1RMAB
15,VIELE,Dardan,154576,https://open.spotify.com/track/1oZjXgscUfOnM6BItjiXdX
16,"The Box","Roddy Ricch",152673,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
17,Tusa,"KAROL G",144291,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
18,"Don't Start Now","Dua Lipa",141854,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
19,"Blueberry Faygo","Lil Mosey",126879,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
