,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,China,"Anuel AA",312283,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
2,"LA CANCIÓN","J Balvin",269056,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
3,Tutu,Camilo,260144,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
4,Callaita,"Bad Bunny",224643,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
5,"Otro Trago - Remix",Sech,222013,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
6,"No Me Conoce - Remix","Jhay Cortez",197137,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
7,"Soltera (Remix)",Lunay,164312,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza
8,"La Playa","Myke Towers",143178,https://open.spotify.com/track/0jeS8PyyIRAG0A3t5DtL71
9,Cuaderno,Dalex,139000,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
10,"Verte Ir","DJ Luian",128618,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
11,"Si Se Da - Remix","Myke Towers",125631,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
12,"Si Supieras","Daddy Yankee",121548,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
13,"Que Mas Pues - Remix",Sech,110391,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
14,CANGURO,WOS,110366,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX
15,"Tal Vez","Paulo Londra",108088,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
16,"11 PM",Maluma,99752,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
17,"QUE PRETENDES","J Balvin",98474,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
18,"Otro Trago",Sech,95329,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
19,"Pa Mí - Remix",Dalex,94754,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
20,Atrévete,"Nicky Jam",94735,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50
21,Delincuente,Farruko,84202,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6
22,"Con Altura",ROSALÍA,83771,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
23,Runaway,"Sebastian Yatra",81742,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
24,Solita,Sech,77856,https://open.spotify.com/track/0tJCo71s7HT9Mu5Z4juuLw
25,"La Boca - Remix","Mau y Ricky",76190,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
26,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,73540,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
27,"Por Eso Vine","Paulo Londra",70948,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
28,"Te Robaré","Nicky Jam",70125,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
29,"Si Se Da","Myke Towers",68351,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
30,Bellacoso,Residente,67270,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S
31,"Una Vida Para Recordar","Piso 21",66139,https://open.spotify.com/track/7pxL0DzPpCjjcdfQccvnus
