,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",34979,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,Paaristõuked,5MIINUST,30779,https://open.spotify.com/track/5fhn8aAo9FAl1pVLsMPOPk
3,"The Box","Roddy Ricch",25889,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
4,"Roses - Imanbek Remix","SAINt JHN",22893,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"Ooh Aah","Púr Múdd",22884,https://open.spotify.com/track/5bLYTndZBHgOzc6pzb8VBb
6,Falling,"Trevor Daniel",20517,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
7,"Say So","Doja Cat",20493,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
8,"Don't Start Now","Dua Lipa",19142,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,"everything i wanted","Billie Eilish",18721,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
10,"No Time To Die","Billie Eilish",16724,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
11,"Boss Bitch","Doja Cat",16698,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
12,"Godzilla (feat. Juice WRLD)",Eminem,16578,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
13,Aluspükse,5MIINUST,16019,https://open.spotify.com/track/2xtLPeeUmIzM1hFw2qeH4U
14,Physical,"Dua Lipa",15513,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
15,"Intentions (feat. Quavo)","Justin Bieber",15246,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
16,ROXANNE,"Arizona Zervas",15089,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
17,Circles,"Post Malone",14875,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
18,"Dance Monkey","Tones And I",14858,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,"für Oksana",Nublu,14753,https://open.spotify.com/track/3ZNv0P70XQX5FoQAUw3bLg
20,"Blueberry Faygo","Lil Mosey",14359,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
21,"Adore You","Harry Styles",14249,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
22,P2,"Lil Uzi Vert",14169,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
23,"After Hours","The Weeknd",13556,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
24,"death bed (coffee for your head)",Powfu,13395,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
25,"That Way - Bonus Track","Lil Uzi Vert",13189,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
26,"Sunday Best",Surfaces,12984,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
27,"CITY OF ANGELS",24kGoldn,12863,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
28,"Üks Kord Veel",Traffic,12394,https://open.spotify.com/track/2WVSHS3zUhl9STi9IHxXlg
29,"Moral of the Story",Ashe,12384,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
30,Supalonely,BENEE,12105,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
31,"Baby Pluto","Lil Uzi Vert",11954,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
32,"Life Is Good (feat. Drake)",Future,11930,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
33,"You should be sad",Halsey,11612,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
34,"Stupid Love","Lady Gaga",11279,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
35,"bad guy","Billie Eilish",11248,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
36,"Nagu kuu",AG,10566,https://open.spotify.com/track/3PolbbkoTOtce1ecn1Z20a
