,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",48702,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"Old Town Road","Lil Nas X",30188,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
3,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",26590,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,"bury a friend","Billie Eilish",21801,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
5,"when the party's over","Billie Eilish",17557,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
6,Sucker,"Jonas Brothers",16612,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
7,SOS,Avicii,16511,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
8,"wish you were gay","Billie Eilish",16051,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
9,"Boy With Luv (feat. Halsey)",BTS,15619,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
10,Wow.,"Post Malone",15274,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11,"7 rings","Ariana Grande",14930,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",14767,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
13,Chlorine,"Twenty One Pilots",14463,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau
14,lovely,"Billie Eilish",13361,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
15,"all the good girls go to hell","Billie Eilish",13026,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
16,"Let Me Down Slowly","Alec Benjamin",12719,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
17,"i'm so tired...",Lauv,12510,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
18,"you should see me in a crown","Billie Eilish",12481,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
19,"Don't Call Me Up",Mabel,12324,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
20,Shallow,"Lady Gaga",12285,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
21,"Power is Power",SZA,11818,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP
22,"MIDDLE CHILD","J. Cole",11797,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
23,"Talk (feat. Disclosure)",Khalid,11731,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
24,xanny,"Billie Eilish",11222,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
25,"my strange addiction","Billie Eilish",11170,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
