,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,471251,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Blinding Lights","The Weeknd",344512,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Djomb - Bien ou quoi",Bosh,334960,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
4,"Roses - Imanbek Remix","SAINt JHN",322232,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"Savage Love (Laxed - Siren Beat)","Jawsh 685",289455,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
6,"Breaking Me",Topic,286246,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
7,"Toosie Slide",Drake,274610,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
8,MAMACITA,"Black Eyed Peas",252129,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
9,"ily (i love you baby) (feat. Emilee)","Surf Mesa",244542,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
10,"Party Girl",StaySolidRocky,243170,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
11,"Kom Wat Dichterbij - Uit Liefde Voor Muziek",Regi,215972,https://open.spotify.com/track/2KaJryomBxy8UxpjCAkvvY
12,"Watermelon Sugar","Harry Styles",214119,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
13,"Rain On Me (with Ariana Grande)","Lady Gaga",212613,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
14,"death bed (coffee for your head)",Powfu,211356,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
15,"Dance Monkey","Tones And I",210753,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,Supalonely,BENEE,205237,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
17,"Break My Heart","Dua Lipa",205163,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
18,GOOBA,6ix9ine,193261,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
19,"Don't Start Now","Dua Lipa",184270,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
20,"In Your Eyes","The Weeknd",168012,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
21,"Ride It",Regard,167785,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
22,Anissa,Wejdene,167130,https://open.spotify.com/track/62Pp6exz0ywSlBqvNqiY6Z
23,"Sunday Best",Surfaces,166287,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
24,"The Box","Roddy Ricch",164980,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
25,Angela,Hatik,161491,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
26,"In Your Eyes (feat. Alida)","Robin Schulz",160212,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
27,"Before You Go","Lewis Capaldi",157233,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
28,"Never Seen the Rain","Tones And I",151482,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
29,"Kings & Queens","Ava Max",150858,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
30,Falling,"Trevor Daniel",147703,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
31,"Stuck with U (with Justin Bieber)","Ariana Grande",145075,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
32,"THE SCOTTS","THE SCOTTS",143098,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
33,"Blueberry Faygo","Lil Mosey",139495,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
34,Physical,"Dua Lipa",139237,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
35,"Say So","Doja Cat",138545,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
36,"Lose Control",MEDUZA,134046,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
37,Tusa,"KAROL G",131702,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
38,"Someone You Loved","Lewis Capaldi",129791,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
39,"Intentions (feat. Quavo)","Justin Bieber",128209,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
40,goosebumps,"Travis Scott",126592,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
41,Skechers,DripReport,124237,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
42,"Love To Go","Lost Frequencies",124194,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
43,"Play Date","Melanie Martinez",123396,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
44,"If the World Was Ending - feat. Julia Michaels","JP Saxe",119548,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
