,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Tusa,"KAROL G",2407301,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,"Hola - Remix",Dalex,1647097,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
3,"Sigues Con El","Dímelo Flow",1538946,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
4,"Dance Monkey","Tones And I",1478988,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,Ignorantes,"Bad Bunny",1345892,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
6,René,Residente,1313374,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
7,Par-Tusa,"El Dipy",1220581,https://open.spotify.com/track/7iZSr3NiHlqJGAJmlfd3Ru
8,Diosa,"Myke Towers",1174878,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
9,Muévelo,"Nicky Jam",1163220,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
10,Morado,"J Balvin",1131587,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
11,Vete,"Bad Bunny",1130701,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
12,Fantasias,"Rauw Alejandro",1123323,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
13,"La Difícil","Bad Bunny",1068653,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
14,Recuerdo,TINI,1060425,https://open.spotify.com/track/3DjInVTE03icrWsq2UZV9n
15,Keii,"Anuel AA",986857,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
16,"Bellaquita - Remix",Dalex,951013,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
17,"Ya No Mas","Fer Palacio",923520,https://open.spotify.com/track/4dqoJHdxf9Ez4DDqGh2PBc
18,"Pa Los Gustos Los Colores",Javiielo,913720,https://open.spotify.com/track/6EWWkqE4aFlZRyoFwwOT8u
19,"Dónde Estás",KHEA,896477,https://open.spotify.com/track/16DNJ8y6k97DxuMyV49W7V
20,"Flasheaste Amor",Agapornis,876448,https://open.spotify.com/track/2ACgvo2Kx4LgWqQ2amvM5C
21,"RITMO (Bad Boys For Life)","Black Eyed Peas",869184,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
22,Tattoo,"Rauw Alejandro",857468,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
23,"Perreo en La Luna","Rich Music LTD",853729,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
24,"Don't Start Now","Dua Lipa",795587,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
25,High,"Maria Becerra",785362,https://open.spotify.com/track/5vPtzdjJ9tm7XCoKDH22Gb
26,"Que Tire Pa Lante","Daddy Yankee",777216,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
27,Atrevido,Trueno,767351,https://open.spotify.com/track/49rFA0vfmY9Eel2cInKmTk
28,China,"Anuel AA",758643,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
29,Rojo,"J Balvin",748863,https://open.spotify.com/track/4uziEsK1yiqdauKVDPsmVG
30,Fresa,TINI,744519,https://open.spotify.com/track/4BCPItsB94KDLuERZT3aNM
31,"La Santa","Bad Bunny",717068,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
32,Blanco,"J Balvin",697390,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
33,"Me Gusta",Shakira,696010,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
34,"Cómo estás","Ke Personajes",684322,https://open.spotify.com/track/6bLvfGI2XeU5DTl8feuNrk
35,Quizas,"Rich Music LTD",672140,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
36,"Adicto (with Anuel AA & Ozuna)",Tainy,660409,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
37,Mejor,Dalex,653592,https://open.spotify.com/track/1mF6sMUsRU9MisrdB9qWvg
38,Aventura,Lunay,636886,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
39,Definitivamente,"Daddy Yankee",628092,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
40,Tutu,Camilo,619543,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
41,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",600119,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
42,"Si Te Vas",Sech,593644,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
43,"Soltera Vá","Los Nota Lokos",571203,https://open.spotify.com/track/0ueg5iK0wyh5EgHvtIz4qL
44,"Whine Up","Nicky Jam",555133,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
45,"Si Veo a Tu Mamá","Bad Bunny",527204,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
46,"La Playa - Remix","Myke Towers",518370,https://open.spotify.com/track/70zg99pT51vB4wlMS7e4q7
47,"LA CANCIÓN","J Balvin",513839,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
48,Yummy,"Justin Bieber",505343,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
49,"La Pared 360","Lenny Tavárez",499746,https://open.spotify.com/track/2w8SKQCnT2YQK1qCqKl2uW
50,"Hablamos Mañana","Bad Bunny",498290,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h
51,"No Me Conoce - Remix","Jhay Cortez",485395,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
52,CANGURO,WOS,461136,https://open.spotify.com/track/2UAWYufVaO3EnUUNzl0ppO
53,"Blinding Lights","The Weeknd",452309,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
54,"MELÓN VINO",WOS,446966,https://open.spotify.com/track/5uHAzGa4d9j35DEbhUwGhi
55,Goteo,Duki,443751,https://open.spotify.com/track/57kdZIOAaolxAjB67d2yU3
56,Oye,TINI,441551,https://open.spotify.com/track/09nSCeCs6eYfAIJVfye1CE
57,TBT,"Sebastian Yatra",441220,https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
58,Señorita,"Shawn Mendes",434560,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
59,"La Difícil",Camilo,433866,https://open.spotify.com/track/0PaNKfwdqHjmW7hVEQ0lbu
60,"La Forma en Que Me Miras","Super Yei",428518,https://open.spotify.com/track/6t94PGXYAuo9GbJEnMpPcW
61,Indeciso,Reik,423804,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
62,"C90 (Remix)","John C",410352,https://open.spotify.com/track/2b6i9zx3ULzKrNWmyP0ePD
63,"The Box","Roddy Ricch",406176,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
64,Porno,"Rich Music LTD",401559,https://open.spotify.com/track/34ZngZgo8xicbt1EE8Ob8Z
65,"¿Qué Ha Pasao'?","Abraham Mateo",396565,https://open.spotify.com/track/2zkVH2daHyjS51g7PRJFDn
66,Callaita,"Bad Bunny",391876,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
67,"Yo x Ti, Tu x Mi",ROSALÍA,377692,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
68,"Stupid Love","Lady Gaga",371224,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
69,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",367597,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
70,Medusa,"Jhay Cortez",366521,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
71,"Pero Ya No","Bad Bunny",363952,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
72,Memories,"Maroon 5",348896,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
73,PORFA,Feid,342439,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
74,"No Dijeron Nada",Oscu,341914,https://open.spotify.com/track/66YgptYp9124vxw9yFsIGn
75,"Otro Trago - Remix",Sech,340532,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
76,"Goteo - Remix",Duki,340465,https://open.spotify.com/track/5widvMUA2hiilH1RpOl5aM
77,22,TINI,334946,https://open.spotify.com/track/07L6tEZIfCX3GZAWCpGj0e
78,Perdidamente,"Maria Becerra",334748,https://open.spotify.com/track/2KeSQBwQu0uziKKCCDevB1
79,"Yo Perreo Sola","Bad Bunny",334287,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
80,"El Efecto - Remix","Rauw Alejandro",329500,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
81,Falling,"Trevor Daniel",328991,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
82,"Años Luz","Nicki Nicole",322670,https://open.spotify.com/track/0BNtpLD6zsXJGroRtcixOE
83,"Soltera - Remix",Lunay,320233,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
84,Uniforme,"Rich Music LTD",317188,https://open.spotify.com/track/0wMs7DPFOnToNAoecvAFQc
85,"Pa Mí - Remix",Dalex,316854,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
86,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,313366,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
