,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Safaera,"Bad Bunny",4710343,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
2,Favorito,Camilo,4106291,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
3,"Yo Perreo Sola","Bad Bunny",4060925,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
4,Rojo,"J Balvin",3537739,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
5,"Blinding Lights","The Weeknd",3507873,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"Si Veo a Tu Mamá","Bad Bunny",3159407,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
7,Tusa,"KAROL G",2913427,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
8,Tattoo,"Rauw Alejandro",2708184,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
9,Morado,"J Balvin",2702613,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
10,"La Difícil","Bad Bunny",2622892,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
11,Ignorantes,"Bad Bunny",2590731,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
12,Jangueo,"Alex Rose",2583421,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
13,"Se Me Olvidó","Christian Nodal",2543712,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
14,"Don't Start Now","Dua Lipa",2462490,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
15,AYAYAY!,"Christian Nodal",2382932,https://open.spotify.com/track/1yXOIdoYQiLMDzx9UHwD29
16,Amarillo,"J Balvin",2374910,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
17,"Sigues Con El","Dímelo Flow",2340098,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
18,Diosa,"Myke Towers",2177438,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
19,"Break My Heart","Dua Lipa",2112754,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
20,"Dance Monkey","Tones And I",2108856,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
21,"La Santa","Bad Bunny",2023410,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
22,Vete,"Bad Bunny",2020925,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
