,0
Position,30.5
Streams,1776.9
danceability,0.7622833333333331
energy,0.6406999999999997
key,5.3
loudness,-5.6276
mode,0.5333333333333333
speechiness,0.13735333333333338
acousticness,0.27157366666666666
instrumentalness,0.001750884
liveness,0.1543216666666667
valence,0.5971833333333332
tempo,121.77429999999997
duration_ms,199482.68333333332
time_signature,3.9833333333333334
