,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Safaera,"Bad Bunny",113151,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
2,"Yo Perreo Sola","Bad Bunny",111200,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
3,Ignorantes,"Bad Bunny",92861,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
4,"La Difícil","Bad Bunny",81465,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
5,"Si Veo a Tu Mamá","Bad Bunny",78279,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
6,"Sigues Con El","Dímelo Flow",74847,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
7,"La Santa","Bad Bunny",71284,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
8,Rojo,"J Balvin",69982,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
9,Vete,"Bad Bunny",68748,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
10,Diosa,"Myke Towers",68493,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
11,Tattoo,"Rauw Alejandro",62925,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
12,Tusa,"KAROL G",62713,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
13,"3 de Abril","Anuel AA",61924,https://open.spotify.com/track/1c2oYPFni5vth1v9M7fYZb
14,Follow,"KAROL G",61867,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
15,"Hola - Remix",Dalex,59127,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
16,25/8,"Bad Bunny",55429,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
17,"Toosie Slide",Drake,55032,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
18,Medusa,"Jhay Cortez",53071,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
19,"Pero Ya No","Bad Bunny",49435,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
20,Girl,"Myke Towers",49057,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
