,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Drip,SNIK,367041,https://open.spotify.com/track/4FHCNzwPSJz46ACVDmYZXJ
2,Slang,Light,226783,https://open.spotify.com/track/0QoBn12Uo7oDv3zzz4QV1v
3,"The Box","Roddy Ricch",139125,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
4,"Roses - Imanbek Remix","SAINt JHN",107570,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,GOGO,Saske,93289,https://open.spotify.com/track/7FzClcvQM7oWdmzYZEQTHA
6,IG,Slogan,88426,https://open.spotify.com/track/4ymFaT7dHSJ7i1MwIsoP9o
7,"Blinding Lights","The Weeknd",84605,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
8,"Just Like Me",Fy,78870,https://open.spotify.com/track/7BBgzZ4jC658I2jONXYZGV
9,"Godzilla (feat. Juice WRLD)",Eminem,69099,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
10,"BIG MAN",SNIK,68377,https://open.spotify.com/track/7qd01xrME77eyWqGPumC2J
11,Falling,"Trevor Daniel",68355,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
12,Aroma,Fy,67123,https://open.spotify.com/track/4ewhPnjVBPYE5Mgc55dJ39
13,"Life Is Good (feat. Drake)",Future,63351,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
14,"Dance Monkey","Tones And I",61993,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,Senorita,SNIK,61342,https://open.spotify.com/track/4Wc7eARS7kCa4oX2lQ8AxT
16,"Don't Start Now","Dua Lipa",58642,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
17,Stars,TOQUEL,58421,https://open.spotify.com/track/3MkDbpHIHxmxOzqUAClMj3
18,Caliente,"Mente Fuerte",54603,https://open.spotify.com/track/3wjl3uPGckJUAeI5cRG0bZ
19,"HIGHEST IN THE ROOM","Travis Scott",52953,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
20,ROXANNE,"Arizona Zervas",52752,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
21,"G Sh!t",Slogan,51850,https://open.spotify.com/track/6N1hVQKqIXSV186ly0rQ9M
22,"Colpo Grosso",SNIK,51521,https://open.spotify.com/track/4lCwnBZurX0OIqMKBOHRlS
23,Playah,Slogan,50773,https://open.spotify.com/track/3Mw3PDxhyGI7gwgo2ijEJb
24,Yayo,"Eleni Foureira",50641,https://open.spotify.com/track/2R49jde0XRhZbTrpbiZCNV
25,Pappou,"Lil Barty",48321,https://open.spotify.com/track/2eMWFEE2I5olEygzYUEldZ
26,"Deja Vu",Hawk,47105,https://open.spotify.com/track/5A1uS1PcKcMsMG36KgAq1d
27,Business,TOQUEL,46757,https://open.spotify.com/track/3gN3eHqeAp9NSQUAT9xtzg
28,"Oxi Simera",LEX,46756,https://open.spotify.com/track/0dD17UWACV5aYTyeS6af1k
29,"Say So","Doja Cat",46158,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
30,Kilo,SNIK,45813,https://open.spotify.com/track/6KRoKgWrly4FHndE6E1Ent
31,Guccci,"Mad Clip",44912,https://open.spotify.com/track/4AcWoNZHJ6tLBcKWifiTbC
32,Mosca,Light,44849,https://open.spotify.com/track/3rwuYQM6eEqTLWapNYAeZD
33,"Blueberry Faygo","Lil Mosey",44348,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
34,"Vgazei Story",Sele,44013,https://open.spotify.com/track/7IqAw0ffDEuOBxImNdInvp
35,"everything i wanted","Billie Eilish",43576,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
36,Cyan,Saske,43372,https://open.spotify.com/track/7lOk3JSaMnbZhG381VLa6C
37,Ekali,"Billy Sio",43330,https://open.spotify.com/track/2AyvZAuL5w7f9H7aZvF6Oo
38,Montecristo,"Mad Clip",43044,https://open.spotify.com/track/0g3fKXiX2AANAX3k6FnKib
39,Superstar,Fy,42875,https://open.spotify.com/track/0kmZYiOLssiaJcgSrd4BIM
40,"Opos Palia","DJ Stephan",42725,https://open.spotify.com/track/7BjbNgsoB6sUNAP3DMLaDE
41,"No Time To Die","Billie Eilish",42453,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
42,Sandra,TOQUEL,42435,https://open.spotify.com/track/73KYTCSbVlj5E02qWj8DPF
43,Netflix,TOQUEL,41922,https://open.spotify.com/track/2JwQnJFhBVjX6XR9d0bq7S
44,Hustla,"Mad Clip",41448,https://open.spotify.com/track/6qz9ENCPWflD7aAeltENLV
45,SMG,"Billy Sio",41375,https://open.spotify.com/track/0ypkIXMwYpU6qSi6iU4cNq
46,"Intentions (feat. Quavo)","Justin Bieber",41022,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
47,"WHATS POPPIN","Jack Harlow",40390,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
48,"bad guy","Billie Eilish",39521,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
49,"After Hours","The Weeknd",39445,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
50,"Me Ta Idia Matia",Fy,39040,https://open.spotify.com/track/4y5Ly8A2Y5yPGaWceQDeod
51,"The Call",Slogan,38777,https://open.spotify.com/track/3AfXOO2M9mrtwmxmclRz9s
52,"MVP Freestyle",Light,38663,https://open.spotify.com/track/7JFHUJUtOP9xCdkcK935OZ
53,Medusa,SNIK,38463,https://open.spotify.com/track/6Badwn5YIbXhRnBg88LLya
54,"DEN XERO",iLLEOo,38087,https://open.spotify.com/track/4sRTzdWlrm8yNA86uizBKt
55,B!tch,Slogan,37882,https://open.spotify.com/track/3kXj5gkguqqg3gr815EW4Y
56,Physical,"Dua Lipa",36735,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
57,Attiki,Slogan,36497,https://open.spotify.com/track/1NrkgPF3M7SAowK6HMaRoe
58,Mama?,"Sin Boy",36243,https://open.spotify.com/track/6m69YzoQgEkhPnWIhXswcJ
59,TANA,iLLEOo,34429,https://open.spotify.com/track/6Phgi6cRIsf7ZkfC3PeRxu
60,"Benjamin Franklin",Fy,33753,https://open.spotify.com/track/4gwXm9bsdbPgANA5iwwfnW
61,Lalala,Y2K,33683,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
62,Mektoub,VLOSPA,33190,https://open.spotify.com/track/73hkARooAxWI3EXpk41S1y
63,P2,"Lil Uzi Vert",32763,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
64,Motto,MG,32488,https://open.spotify.com/track/1Dg4K5rscxqz6LyMDGMuED
65,"De Me Theloun",Fy,32430,https://open.spotify.com/track/5z8K92vYj0FH6C05HAT2Ve
66,"Someone You Loved","Lewis Capaldi",32277,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
67,"60 Barz",Slogan,31045,https://open.spotify.com/track/5GV1n7O7oUbKjHWmGFS1A5
68,"My Oh My (feat. DaBaby)","Camila Cabello",30935,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
69,"Ksero Mana",Saske,30890,https://open.spotify.com/track/5HWolqY3ip2Bh7rS6UJ5c0
70,Dushane,Slogan,30737,https://open.spotify.com/track/0xYBjmIHTDUIEbpOwpfVUf
71,"Ganador - Intro",Fy,30565,https://open.spotify.com/track/4e0UN5bwR8qPsVoXVjayo3
72,Ola,Slogan,30492,https://open.spotify.com/track/1j13UabEGmW9gRZ5KQCjtW
73,"lovely (with Khalid)","Billie Eilish",30019,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
74,Sientelo,"Sin Boy",29574,https://open.spotify.com/track/72LbDyLOLImnk1YJEDkqfF
75,GANGSTA,SNIK,29537,https://open.spotify.com/track/56hwvng962V4BzUvAuVtAC
76,"death bed (coffee for your head)",Powfu,29219,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
77,Woh,Fy,28791,https://open.spotify.com/track/0Hgn1f4MeiSBFA32DPbt7M
78,"OUT WEST (feat. Young Thug)",JACKBOYS,28709,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
79,"Adore You","Harry Styles",28694,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
80,"Sunday Best",Surfaces,28682,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
81,"Cameras & Flash",Fy,28616,https://open.spotify.com/track/72fXydW7cnLdAZIRVn8DMP
82,"Tipota Ston Kosmo",LEX,28248,https://open.spotify.com/track/6WCkbrjSG16OJTlMayNmqU
83,Señorita,"Shawn Mendes",28161,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
84,Angelina,"Sin Boy",28136,https://open.spotify.com/track/5dNfStj0Ffn3EaJy2GpMW6
85,"That Way - Bonus Track","Lil Uzi Vert",27752,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
86,Yummy,"Justin Bieber",27585,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
87,"High Fashion (feat. Mustard)","Roddy Ricch",27289,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
88,"Mavro Range","Mente Fuerte",27206,https://open.spotify.com/track/6v9Cigr3hxwlfh7xkpDDsU
89,"Black Pikachu",Slogan,27144,https://open.spotify.com/track/3KI52orCvNHPOE0g5YmH6x
90,Circles,"Post Malone",27050,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
91,"Ta Leme Meta",TOQUEL,26942,https://open.spotify.com/track/3ucPVIMQmNsnLkuoTmUAvf
92,"To Nou Sou",Kanon,26758,https://open.spotify.com/track/1l9XOAPjfxhayvWJYHiSTm
93,Primo,Light,26589,https://open.spotify.com/track/2sn75JSuPH3cX9jmZ9Fecu
94,"Ayy Macarena",Tyga,26267,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
95,"Kanye Attitude, Drake Feelings",Slogan,26256,https://open.spotify.com/track/3SiMJnYii9WvjORvemp1Zi
96,Myron,"Lil Uzi Vert",26207,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
97,Dior,"Pop Smoke",26201,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
98,Supalonely,BENEE,26112,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
99,"No Idea","Don Toliver",25744,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
100,"Money In The Grave (Drake ft. Rick Ross)",Drake,25424,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
101,"Love Song",Slogan,25379,https://open.spotify.com/track/2h3XnTtXPJopFIInvwuuHa
102,"SICKO MODE","Travis Scott",25233,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
103,"Lose Control",MEDUZA,25017,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
104,Americana,"Sin Boy",24876,https://open.spotify.com/track/1j4E8eVGtbgFYfBtaoItVj
105,"Cuba Libre","Mente Fuerte",24850,https://open.spotify.com/track/5yJkVWNDz5sWCHKskwJphc
106,"Stupid Love","Lady Gaga",24767,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
