,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Toosie Slide",Drake,282635,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
2,"Blinding Lights","The Weeknd",243642,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Roses - Imanbek Remix","SAINt JHN",210419,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"Tempo (feat. T-Rex, LON3R JOHNY & BISPO)",FRANKIEONTHEGUITAR,208139,https://open.spotify.com/track/19gFXFDAFUdsuaiAorKEbr
5,"The Box","Roddy Ricch",198514,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
6,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",195369,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
7,Lembrei-me,Bispo,165013,https://open.spotify.com/track/5hF6VYE61LV6Jr6dy86CvI
8,"Blueberry Faygo","Lil Mosey",164223,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
9,"Don't Start Now","Dua Lipa",163605,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
10,"death bed (coffee for your head)",Powfu,162521,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
11,"La Bella Mafia","Wet Bed Gang",156468,https://open.spotify.com/track/3UZUEIxIO8diPNOVusvrui
12,Falling,"Trevor Daniel",153153,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
13,"menina solta","Giulia Be",146782,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
14,"Life Is Good (feat. Drake)",Future,142169,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
15,Tusa,"KAROL G",138242,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
16,"Somos Iguais",Plutónio,137883,https://open.spotify.com/track/1X3ltingEVNGRoJf1dvZfQ
17,Louco,Piruka,137390,https://open.spotify.com/track/5RPewmKIUL2vWtQLI0Qp1F
18,"Dance Monkey","Tones And I",134431,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,ROXANNE,"Arizona Zervas",127784,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
20,"Essa Saia (feat. Ivandro)",Bispo,123970,https://open.spotify.com/track/2tsXCHNbktRlQxMUV7ql3d
21,"Say So","Doja Cat",121207,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
22,"Mama Ta Xinti","Julinho Ksd",121080,https://open.spotify.com/track/0JcH6gYb9AXehfiPeFE2wP
23,"Hoji N'ka ta Rola","Julinho Ksd",119409,https://open.spotify.com/track/3EtXiDhRO8psTWs2uY8nyA
24,Conto,Dillaz,118529,https://open.spotify.com/track/5lYAphI00oZ5ZtH7CEJDqV
25,Tranquilo,Aragão,117180,https://open.spotify.com/track/1fobXPCu47gikLMIoyQBLy
26,"Sunday Best",Surfaces,108241,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
27,"Eterna Sacanagem","MC JottaPê",105393,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i
28,Savage,"Megan Thee Stallion",104639,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
29,Circles,"Post Malone",101852,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
30,"Te Amo",Calema,101622,https://open.spotify.com/track/5QU2pHpvyaiTZ0E7cJYlq3
31,"everything i wanted","Billie Eilish",100174,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
32,"HIGHEST IN THE ROOM","Travis Scott",98842,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
33,HEI,ProfJam,94386,https://open.spotify.com/track/5IsQNZTVP4Lkfn2eMVE0nt
34,"Combatchy (feat. MC Rebecca)",Anitta,92155,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
35,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,91938,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
36,"Break My Heart","Dua Lipa",90421,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
37,Supalonely,BENEE,89113,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
38,"Vivi Good","Julinho Ksd",86035,https://open.spotify.com/track/6MLQRF8D7LsOvZwkt1UcZP
39,"In Your Eyes","The Weeknd",85826,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
40,"Boss Bitch","Doja Cat",83102,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
41,"I’m Ready (with Demi Lovato)","Sam Smith",81317,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
42,"bad guy","Billie Eilish",78383,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
43,"Adore You","Harry Styles",77437,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
44,"RITMO (Bad Boys For Life)","Black Eyed Peas",76949,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
45,Memories,"Maroon 5",75524,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
46,Body,GROGNation,74707,https://open.spotify.com/track/7MAOLAitzWQ9bqgJ8y2tPn
47,"Intentions (feat. Quavo)","Justin Bieber",74198,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
48,"Quando a vontade bater (Participação especial de PK Delas)",Pk,73804,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
49,"DAMN / SKY (feat. ProfJam)","LON3R JOHNY",71919,https://open.spotify.com/track/3djugNm18XH4pUAcP0tyhh
50,Physical,"Dua Lipa",70289,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
51,"Sei Lá","Bárbara Tinoco",69313,https://open.spotify.com/track/1Zta013L8lvFsTjmnF34B6
52,"Sweet Spot",Papillon,67379,https://open.spotify.com/track/7yrH4ghvW4hivGBpLU7dDb
