,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Rojo,"J Balvin",178117,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
2,Favorito,Camilo,164168,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
3,Safaera,"Bad Bunny",163778,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
4,"Yo Perreo Sola","Bad Bunny",148311,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
5,Tattoo,"Rauw Alejandro",144969,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
6,Tusa,"KAROL G",119856,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
7,"Blinding Lights","The Weeknd",119680,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
8,Amarillo,"J Balvin",118329,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
9,Ignorantes,"Bad Bunny",114376,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
10,Diosa,"Myke Towers",113620,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
11,Djadja,"Aya Nakamura",110342,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
12,"Sigues Con El","Dímelo Flow",109230,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
13,Fantasias,"Rauw Alejandro",108173,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
14,"Hola - Remix",Dalex,106651,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
15,"THE SCOTTS","THE SCOTTS",106212,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
16,Morado,"J Balvin",105698,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
17,"Dance Monkey","Tones And I",99289,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
18,PORFA,Feid,93508,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
19,"Si Veo a Tu Mamá","Bad Bunny",92816,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
20,"SICKO MODE","Travis Scott",92258,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
21,"Toosie Slide",Drake,91875,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
22,"Por Primera Vez",Camilo,89430,https://open.spotify.com/track/0pgj4EzB1XRqgZemoMNG5D
23,Vete,"Bad Bunny",89425,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
24,"Don't Start Now","Dua Lipa",89233,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
25,"La Difícil","Bad Bunny",85029,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
26,"Pa' Olvidarme De Ella","Piso 21",84842,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
27,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",80552,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
28,goosebumps,"Travis Scott",79208,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
29,"death bed (coffee for your head)",Powfu,78599,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
30,"No Me Conoce - Remix","Jhay Cortez",76372,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
31,Blanco,"J Balvin",75123,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
32,"LA CANCIÓN","J Balvin",74374,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
33,"La Santa","Bad Bunny",72263,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
34,Jangueo,"Alex Rose",71940,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
35,Mejor,Dalex,71654,https://open.spotify.com/track/6C1jKbkCUgFws7M0M4oGCB
