,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",706181,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"I Don't Care (with Justin Bieber)","Ed Sheeran",702514,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
3,"Język ciała",Tymek,461495,https://open.spotify.com/track/3rM7bxaGhahPf0bhRBlrXM
4,"If I Can't Have You","Shawn Mendes",409914,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",335106,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"Chłopaki nie płaczą",Bedoes,304992,https://open.spotify.com/track/4glBRF3uJCf3bTG4hhIhpn
7,"Poza kontrolą",Tymek,293768,https://open.spotify.com/track/72sOrgrynSH73z4E41Ed0i
8,"Jagodzianki (prod.by Abel de Jong)","Malik Montana",274500,https://open.spotify.com/track/2Zu0RM1e8qBQDfVIm072ki
9,SOS,Avicii,259697,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
10,Shallow,"Lady Gaga",259233,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
11,"bury a friend","Billie Eilish",255867,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
12,Surfer,"be vis",255132,https://open.spotify.com/track/5vBtQYXPl3doQwnlFHwknb
13,Sucker,"Jonas Brothers",247843,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
14,rower,chillwagon,245632,https://open.spotify.com/track/1iwYb3LTEAkMLA6YvR71TD
15,"Don't Call Me Up",Mabel,244809,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
16,Mów,Otsochodzi,235652,https://open.spotify.com/track/7lhISVP7d3AByvq3KBlvH4
17,"Old Town Road","Lil Nas X",228413,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
18,"7 rings","Ariana Grande",226417,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
19,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",224826,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
20,"So Am I","Ava Max",224502,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
21,"when the party's over","Billie Eilish",215198,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
22,"Robię Yeah (prod.by FRNKIE)","Malik Montana",205360,https://open.spotify.com/track/2hyh9YvwFB0cGjvyGk6Sxo
23,Początek,"Męskie Granie Orkiestra 2018",203473,https://open.spotify.com/track/6TfeSFGbqxGjIKuKLQOsKC
24,"Bonnie & Clyde",BLACHA,202434,https://open.spotify.com/track/3wngJxsQ68D5k6GOWEJsXl
25,"Sweet but Psycho","Ava Max",200653,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
26,"Napad na bankiet",Sokół,199277,https://open.spotify.com/track/2yVGgYMwdNIcEdEiUzFUYc
27,"Con Calma","Daddy Yankee",198843,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
28,stukupuku,chillwagon,192319,https://open.spotify.com/track/25fiDfKeimedNSPNXrQYcY
29,Bestia,"Young Igi",191352,https://open.spotify.com/track/5b9RQx9CLZRZcO1W8PvmcB
30,Małomiasteczkowy,"Dawid Podsiadło",190521,https://open.spotify.com/track/77vLpSAMNzeYL4EBeZxWqI
31,"High Hopes","Panic! At The Disco",189776,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
32,"wish you were gay","Billie Eilish",189630,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
33,"Bad Liar","Imagine Dragons",188995,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
34,"All Day And Night - Jax Jones & Martin Solveig Present Europa","Jax Jones",187950,https://open.spotify.com/track/11o2y87vqODipLK98a1v34
35,Delfin,Bedoes,187605,https://open.spotify.com/track/0xoUDiOLXqp9qB3S9FkvUI
36,Wybory,Jan-Rapowanie,187496,https://open.spotify.com/track/3KeWngnWN1REq9d26ZanKj
37,Dementor,Filipek,186074,https://open.spotify.com/track/4SIVAJIeJN2KrcL6x5auUH
38,Safari,Lanek,175578,https://open.spotify.com/track/3rjVpvMgGMj6PRKJgx4nl0
39,"Freed from Desire (feat. Indiiana)",Drenchill,175205,https://open.spotify.com/track/1lr5prHQn7Q766Ix6eGRKK
40,Tusz,Smolasty,174202,https://open.spotify.com/track/2qXUbH5y8YbiqUm0VU1h7k
41,Michelangelo,Bedoes,171677,https://open.spotify.com/track/3Kg4SgYX9XEte6S4yn6ZyG
42,"Piece Of Your Heart",MEDUZA,168513,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
43,Youngblood,"5 Seconds of Summer",168294,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
44,"Boy With Luv (feat. Halsey)",BTS,163086,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
45,"Giant (with Rag'n'Bone Man)","Calvin Harris",161357,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
46,"lovely (with Khalid)","Billie Eilish",160985,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
47,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",159098,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
48,California,"White 2115",158880,https://open.spotify.com/track/2nFaT0t36H6UX3wN3Vxvjm
49,"Oznaka Mężczyzn","Young Igi",158644,https://open.spotify.com/track/59gjBnEDVsk2DSw0bpMiJC
50,"góra trupów",chillwagon,158222,https://open.spotify.com/track/54Pjsny9JE9aUThLiwRPmw
51,Fiji,"Taco Hemingway",158037,https://open.spotify.com/track/2CdCs9y04oDuYCF4ewNzI7
52,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,157710,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
53,"Bad Boy (feat. Beteo, ReTo & Siles)","Kubi Producent",154175,https://open.spotify.com/track/7r3oAZHfnjuPNOsp8S8NvP
54,"Speechless (feat. Erika Sirola)","Robin Schulz",153067,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
55,kwit,chillwagon,152567,https://open.spotify.com/track/1xpyf9nJwybAriErZODsJY
56,Nevermind,"Dennis Lloyd",140303,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
57,"Crash Test",PRO8L3M,138829,https://open.spotify.com/track/5W6bPOr0h76yXR1wXWUT7h
58,Worldwide,Otsochodzi,138666,https://open.spotify.com/track/5TvFjvlL5yvStZeaCPxNPI
59,"Pięć promili",Kamerzysta,138525,https://open.spotify.com/track/69nrCjevLbDIhcQTWZUko0
