,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ella No Es Tuya - Remix","Rochy RD",5943,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
2,Bandido,"Myke Towers",4325,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
3,DÁKITI,"Bad Bunny",4099,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
4,"LA NOCHE DE ANOCHE","Bad Bunny",3578,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
5,"Hecha Pa' Mi",Boza,3233,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
6,"Tú Me Dejaste De Querer","C. Tangana",2891,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
7,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",2717,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
8,"No Te Enamores - Remix",Milly,2605,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
9,Antes,"Anuel AA",2245,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
10,BICHOTA,"KAROL G",2240,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
11,"La Nota","Manuel Turizo",2193,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
12,"drivers license","Olivia Rodrigo",2131,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
13,"Vete Pal Carajo","Yan Block",2052,https://open.spotify.com/track/1mrQYY0NATPCe7WOYcCKf1
14,"A Un Paso De La Luna","Ana Mena",2033,https://open.spotify.com/track/7ql2RUmAmj36tkMUNWo7MT
15,"Vida de Rico",Camilo,1980,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
16,"Chica Ideal","Sebastian Yatra",1941,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
17,Hawái,Maluma,1901,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
18,"Blinding Lights","The Weeknd",1864,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
19,LOCATION,"KAROL G",1844,https://open.spotify.com/track/5Km4r87BoX2qqtoprYS1gh
20,911,Sech,1797,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
21,BEBÉ,Camilo,1590,https://open.spotify.com/track/7D7EH7MGyNHWSkqrszerI1
22,"Del Mar",Ozuna,1585,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
23,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,1520,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
24,Reloj,"Rauw Alejandro",1483,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
25,"Ropa Cara",Camilo,1470,https://open.spotify.com/track/7BIy3EGQhg98CsRdKYHnJC
26,Despeinada,Ozuna,1450,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
27,"TE MUDASTE","Bad Bunny",1433,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
28,"Relación - Remix",Sech,1431,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
29,Polvo,"Nicky Jam",1409,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
30,"Mala Costumbre","Manuel Turizo",1397,https://open.spotify.com/track/70uX4beGHc1nQikXveOknp
31,"Mi Niña",Wisin,1389,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
32,"Una Locura",Ozuna,1320,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
33,"Tattoo - Remix with Camilo","Rauw Alejandro",1304,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
34,"Save Your Tears","The Weeknd",1302,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
35,Fiel,"Los Legendarios",1287,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
36,"Mood (feat. iann dior)",24kGoldn,1260,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
37,"La Curiosidad","Jay Wheeler",1222,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
38,Explícito,"Myke Towers",1216,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
39,Solo,"Omar Montes",1215,https://open.spotify.com/track/1wPAOYQJcGSqvXkqcQHExr
