,0
Position,100.5
Streams,45107.05
danceability,0.6846839378238342
energy,0.650430051813471
key,5.347150259067358
loudness,-6.852165803108807
mode,0.47668393782383417
speechiness,0.11460518134715028
acousticness,0.23352603886010376
instrumentalness,0.006049853056994819
liveness,0.1759818652849741
valence,0.491721761658031
tempo,121.45109326424871
duration_ms,195613.41450777202
time_signature,3.9792746113989637
