,0
Position,100.5
Streams,71608.745
danceability,0.6174375000000002
energy,0.5635145833333332
key,5.53125
loudness,-6.787343749999997
mode,0.7552083333333334
speechiness,0.06979114583333333
acousticness,0.3916822395833331
instrumentalness,0.002420587083333333
liveness,0.1560083333333333
valence,0.43421875000000004
tempo,120.50636458333327
duration_ms,215478.109375
time_signature,3.9479166666666665
