,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"eight(Prod.&Feat. SUGA of BTS)",IU,400219,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
2,"Stuck with U (with Justin Bieber)","Ariana Grande",376645,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
3,"Be Kind (with Halsey)",Marshmello,201885,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
4,"death bed (coffee for your head)",Powfu,182762,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
5,"Blinding Lights","The Weeknd",179210,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"Play Date","Melanie Martinez",175809,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
7,"Don't Start Now","Dua Lipa",161251,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
8,"Intentions (feat. Quavo)","Justin Bieber",159285,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
9,"Toosie Slide",Drake,157348,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
10,"Someone You Loved","Lewis Capaldi",150476,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,Supalonely,BENEE,148635,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
12,Memories,"Maroon 5",140658,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
13,"Roses - Imanbek Remix","SAINt JHN",140007,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
14,"Dance Monkey","Tones And I",134313,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,"Break My Heart","Dua Lipa",130927,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
16,Circles,"Post Malone",126215,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
17,"Say So","Doja Cat",123425,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
18,"If the World Was Ending - feat. Julia Michaels","JP Saxe",123181,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
19,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,122812,https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa
20,"Blueberry Faygo","Lil Mosey",121316,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
21,"Before You Go","Lewis Capaldi",119417,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
