,0
Position,100.5
Streams,108891.845
danceability,0.7030505050505049
energy,0.6226969696969699
key,5.05050505050505
loudness,-6.440848484848485
mode,0.5252525252525253
speechiness,0.11738181818181821
acousticness,0.2557944393939394
instrumentalness,0.007316757676767677
liveness,0.16896464646464643
valence,0.5309575757575759
tempo,116.3360757575758
duration_ms,185850.9898989899
time_signature,3.95959595959596
