,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Vindar på Mars",Hov1,1982429,https://open.spotify.com/track/1OZaXbFDU6QxtyaD6elsKs
2,"bad guy","Billie Eilish",1530342,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,Fusk,Einár,1448902,https://open.spotify.com/track/03gKGNw6FqEz8BC0XsfCDC
4,"Too Late For Love","John Lundvik",1077219,https://open.spotify.com/track/6Jf8Y84YSdqeJfEPDJFEZu
5,Fram,"Dree Low",1070597,https://open.spotify.com/track/5wHlxItO473Q4D3sQ8hPPQ
6,Shallow,"Lady Gaga",983237,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
7,"Don't Worry Bout Me","Zara Larsson",933672,https://open.spotify.com/track/507tQXutCPYNFkpOq8tmKF
8,"Katten i trakten",Einár,910258,https://open.spotify.com/track/4mfFqOYYR7yBtmbLw75p7d
9,"bury a friend","Billie Eilish",893996,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
10,"All Night Long (All Night) - Recorded at Spotify Studios Stockholm","Benjamin Ingrosso",863884,https://open.spotify.com/track/5LKNumPGm1bEyVroDE4rcZ
11,"Kurt Cobain","Veronica Maggio",767213,https://open.spotify.com/track/6yFJdvMJDBWzY7zOWZF4nw
12,"wish you were gay","Billie Eilish",767018,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
13,Blessed,"Ant Wan",746820,https://open.spotify.com/track/35fkSHvbL7YkniiOwXFB8L
14,"Hold You","Hanna Ferm",734308,https://open.spotify.com/track/7vwTqBs5KVRlwR2374P9bS
15,Hello,Mohombi,714780,https://open.spotify.com/track/4s2QheDmwez4q3AhCyaGWc
16,"Vårt år",estraden,687819,https://open.spotify.com/track/2yNfaW5s5EXJDcKZWOjuzq
17,"Don't Call Me Up",Mabel,658775,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
18,"when the party's over","Billie Eilish",620356,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
19,"Den som e den","Molly Sandén",609373,https://open.spotify.com/track/72yeOK93gnHkEYwtFJPmZH
20,Kall,"Ant Wan",597339,https://open.spotify.com/track/3YHHiktpaEShl6v22bOpzo
21,"Blommor där du står",GAMMAL,586809,https://open.spotify.com/track/23MBpKcMc36cy26jjehN5A
22,"Old Town Road","Lil Nas X",577888,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
23,"Always Remember Us This Way","Lady Gaga",533396,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
24,"74 Bars",Z.E,523566,https://open.spotify.com/track/1pdK9ClsixbZUMvFbtv8fc
25,Wow.,"Post Malone",511376,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
26,"Con Calma","Daddy Yankee",509341,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
27,Drip,"Ant Wan",507285,https://open.spotify.com/track/1FnR4tCrLOcUaYu3JbyAEx
28,"all the good girls go to hell","Billie Eilish",504261,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
29,"7 rings","Ariana Grande",499385,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
