,0
Position,100.5
Streams,8744.645
danceability,0.7014213197969542
energy,0.6155380710659898
key,5.020304568527918
loudness,-6.833101522842635
mode,0.5279187817258884
speechiness,0.11746395939086289
acousticness,0.23331424111675134
instrumentalness,0.024983250913705582
liveness,0.1786213197969544
valence,0.48009086294416237
tempo,118.72141624365486
duration_ms,188824.72081218273
time_signature,3.9746192893401013
