,0
Position,100.5
Streams,271662.93
danceability,0.6463149999999999
energy,0.6215695000000002
key,5.265
loudness,-6.783434999999997
mode,0.6
speechiness,0.11745850000000005
acousticness,0.2823076339999999
instrumentalness,0.0034567931500000017
liveness,0.16694249999999997
valence,0.49085449999999986
tempo,119.96996500000004
duration_ms,184721.815
time_signature,3.92
