,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",473886,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"Ikuinen vappu",JVG,473375,https://open.spotify.com/track/3Pakcg38hbn3d3YZYRQ7LE
3,SOS,Avicii,451804,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
4,"Surullinen Klovni",MKDMSK,432126,https://open.spotify.com/track/5kqPqNBnMgRONrnlBA8qMl
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",321926,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"Rooma (feat. Etta)","Lukas Leon",315029,https://open.spotify.com/track/7G5eTRWBH38iiRIEBRgW2d
7,"Old Town Road","Lil Nas X",294071,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
8,"Don't Call Me Up",Mabel,271996,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
9,"7300 päivää (feat. Erika Vikman & Danny)","DJ Oku Luukkainen",261364,https://open.spotify.com/track/2uDj5Xr9DEsXq7NR3Wtfmw
10,"Vuosien päästä (feat. Etta)",STEREO,246809,https://open.spotify.com/track/55qLZsMb2W1OHkAwQnSJ2x
11,Marijuana,"Teflon Brothers",222563,https://open.spotify.com/track/0ZWW9Qt5DCa5igVuX4YCWf
12,"So Am I","Ava Max",221552,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
13,"On My Way","Alan Walker",220106,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
14,"Hätäraketteja (feat. Rosi)",Juno,216577,https://open.spotify.com/track/0hg89gujn0FbNXt5iVu9bH
15,"Con Calma","Daddy Yankee",210390,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
16,Tilttiin,"Pasi ja Anssi",209254,https://open.spotify.com/track/0oIGnSelyXxLlQqaNs1dtl
17,"Mitä sulle jää (feat. Ilta)","Pikku G",207434,https://open.spotify.com/track/2K7kTu0pI07RoWgwofGzSD
18,"Million Lights",Raaban,194585,https://open.spotify.com/track/2neq77lIMkitQwBwy1EDng
19,"Let Me Down Slowly","Alec Benjamin",186623,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
20,"Boy With Luv (feat. Halsey)",BTS,182805,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
21,"Hullu exä","Ida Paul & Kalle Lindroth",181486,https://open.spotify.com/track/4HvNjL1mXnEyx7FUkL5Ej1
22,"Pitkä Perjantai",Spekti,181005,https://open.spotify.com/track/3yGIMsXdsjdRMto5IWYhxY
23,"7 rings","Ariana Grande",175325,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
24,Shallow,"Lady Gaga",174634,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
25,Lennokki,"Mikael Gabriel",171038,https://open.spotify.com/track/4QA34AuEjmEhTIxkXN7yYu
26,"bury a friend","Billie Eilish",168240,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
27,"Don Juan (feat. Danny)","Yksi Totuus",165116,https://open.spotify.com/track/0fljXRHHke69eOwJdzX0bQ
28,"Tuhat Ja Yksi Yötä","Nikke Ankara",158309,https://open.spotify.com/track/7rZ7AaXsjzF92JWvF8dzK2
29,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,153423,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
30,"Suomen muotoisen pilven alla","Arttu Wiskari",151483,https://open.spotify.com/track/2lvZlCIDkDHWc2Q9Y51GUJ
31,Sucker,"Jonas Brothers",148651,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
32,Hermesetas,Pyhimys,144074,https://open.spotify.com/track/1c0GNk6JxPbO9MU7F6fGxL
33,"Harmaa Rinne","Teflon Brothers",143521,https://open.spotify.com/track/4RYtaqxjDJUOY2GrtkLTFf
34,"Here With Me",Marshmello,142612,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
35,"Muijii stadis",Gettomasa,140731,https://open.spotify.com/track/73k0C3PXEpwbFbgIrXL55i
36,"Minne mä meen",Ilta,136704,https://open.spotify.com/track/5y4cSVKhjpb9gAug6xyRge
37,"Look Back at It","A Boogie Wit da Hoodie",130950,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
38,"Power is Power",SZA,128402,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP
39,DEUTSCHLAND,Rammstein,126390,https://open.spotify.com/track/1T8IRUJBga0JXioJZvxjBR
40,Enkeli,YOUNGHEARTED,126350,https://open.spotify.com/track/2ArmpvjyiRvsIZfIt4vXIL
41,"when the party's over","Billie Eilish",123423,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
42,Jättiläinen,Pyhimys,122149,https://open.spotify.com/track/3bEc0e8OHd73jfhSjXMoKb
43,"Päivänsäde (feat. F)",costee,120753,https://open.spotify.com/track/4XOBAwEKPtgJVoM9fy8ZAU
44,Sixteen,"Ellie Goulding",120488,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
45,"Sweet but Psycho","Ava Max",119939,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
46,"wish you were gay","Billie Eilish",114719,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
47,Wow.,"Post Malone",112831,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
48,"High Hopes","Panic! At The Disco",110917,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
49,"Palavaa vettä","Lauri Tähkä",110360,https://open.spotify.com/track/2UahjeHfrDFq39DWPHvvyN
50,"Edelleen Edellä",MKDMSK,108962,https://open.spotify.com/track/72nkkzVRNM4QFqtndfdPtn
51,"Esson baariin",Poju,104958,https://open.spotify.com/track/2SNZVqgDiiuOUe2qPOW1m1
52,lovely,"Billie Eilish",101665,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
53,"break up with your girlfriend, i'm bored","Ariana Grande",99267,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
54,XTC,"Lukas Leon",92852,https://open.spotify.com/track/17OUBczN4xbjuCDcx0xmXL
55,"Sinä 4ever",Ellinoora,91815,https://open.spotify.com/track/2hnE2vPfcP5iJeyJUbb45n
56,"all the good girls go to hell","Billie Eilish",89013,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
57,"Kill This Love",BLACKPINK,81930,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
58,Äänii,Mouhous,80761,https://open.spotify.com/track/7qCT0FQxJYTzpUyoC10GEQ
59,"Kannut - Olut virtaa taas",Poju,80402,https://open.spotify.com/track/3aRC3WHQpGAiSf1IpL5hNQ
60,"Cara Mia","Reino Nordin",79896,https://open.spotify.com/track/7gPCKydXr0dgakrlKiFlh9
61,"you should see me in a crown","Billie Eilish",79752,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
62,Tavallinen,"Keko Salata",79738,https://open.spotify.com/track/00WO1oBxZcj9aBoeiODXDx
63,Miks,Evelina,79341,https://open.spotify.com/track/5SyUXix8sAvkvRn9xiwHvK
64,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",78655,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
65,"Dancing With A Stranger (with Normani)","Sam Smith",78044,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
66,"Last Hurrah","Bebe Rexha",77094,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
67,Paradise,Bazzi,76967,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
68,"Giant (with Rag'n'Bone Man)","Calvin Harris",76827,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
69,"Without Me",Halsey,75999,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
70,"Uusia unelmia",Vesala,75792,https://open.spotify.com/track/5SWtNG0GuJJiFXIfYdpy8p
71,"Speechless (feat. Erika Sirola)","Robin Schulz",75781,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
72,"my strange addiction","Billie Eilish",75607,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
73,"Viimeinen Päivä","Ressu Redford",75589,https://open.spotify.com/track/39V0lqr0diK8Ixkf2joPfe
74,Palasina,"Vilma Alina",74223,https://open.spotify.com/track/7yoBqWhrP2d0z4ZV9caqRZ
75,"Better When You're Gone","David Guetta",73240,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ
76,"Pidä pää ylhääl (feat. Reeta)","Roope Salminen & Koirat",71825,https://open.spotify.com/track/5MbDEe6OHY5vhdpOnLUF9P
77,"Someone You Loved","Lewis Capaldi",71734,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
78,"i'm so tired...",Lauv,71151,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
79,Popkorni,JVG,70011,https://open.spotify.com/track/7m101w73Md4O2MDgxjSwop
80,"MONOPOLY (with Victoria Monét)","Ariana Grande",69527,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P
81,"Be Alright","Dean Lewis",69362,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
82,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",67893,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
83,Happier,Marshmello,67669,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
84,Nössö,"Petri Nygård",67412,https://open.spotify.com/track/0gySKxqIOHTVD3YObTsJug
85,"Ota varovasti",Vesta,66752,https://open.spotify.com/track/46wULtWD6WHdbYNXk2KLMJ
86,"Love Story","Keko Salata",66669,https://open.spotify.com/track/0pSuRGwdvoK3GH5bDLB13Z
87,Sumuu,Herrat,66629,https://open.spotify.com/track/0TzsGMq4JzsP6plMNp3NDl
88,Barcelona,"Arttu Lindeman",65913,https://open.spotify.com/track/7zd0UDYFxKL4ymNWKB3eMp
89,"Sanguine Paradise","Lil Uzi Vert",65276,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
90,Kevät,"Adi L Hasla",65055,https://open.spotify.com/track/7xrMRHovEoiZ72bQxDuev8
91,"Diamond Heart","Alan Walker",64322,https://open.spotify.com/track/0nrWZWkJM62ftQJSI8fDc0
92,"I'll Be With You (with Kovee, Joznez)","Robin Packalen",63618,https://open.spotify.com/track/1Hzd91IXDWdBytdDYeQyHq
93,"Bäng Bäng typerä sydän (feat. eetu)",Ellinoora,63608,https://open.spotify.com/track/5g4KyDNIMfAVhrMh3zJGRH
94,"Talk (feat. Disclosure)",Khalid,63598,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
95,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",63106,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
96,"Suojaa Tai Väistä",edi,62829,https://open.spotify.com/track/7HmdulaKGxO42sScnxLzdm
97,"Bohemian Rhapsody - Remastered 2011",Queen,61369,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
