,0
Position,100.5
Streams,349101.865
danceability,0.64597
energy,0.5793449999999997
key,5.715
loudness,-8.259574999999998
mode,0.295
speechiness,0.08380349999999996
acousticness,0.30864143999999993
instrumentalness,0.03719395654999998
liveness,0.16329200000000005
valence,0.45236950000000015
tempo,122.865375
duration_ms,207119.35
time_signature,4.005
