,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"RITMO (Bad Boys For Life)","Black Eyed Peas",294471,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
2,Fantasias,"Rauw Alejandro",222300,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
3,China,"Anuel AA",209560,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
4,"LA CANCIÓN","J Balvin",197934,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
5,"No Me Conoce - Remix","Jhay Cortez",184768,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
6,Callaita,"Bad Bunny",176316,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
7,"Que Tire Pa Lante","Daddy Yankee",165847,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
8,Indeciso,Reik,162000,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
9,Quizas,"Rich Music LTD",156525,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
10,"Adicto (with Anuel AA & Ozuna)",Tainy,156143,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
11,"Si Te Vas",Sech,154353,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
12,Tutu,Camilo,143411,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
13,"QUE PRETENDES","J Balvin",135788,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
14,"Whine Up","Nicky Jam",129034,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
15,Loco,Beéle,126927,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
16,"Qué Pena",Maluma,123035,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
17,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",122339,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
18,"Yo x Ti, Tu x Mi",ROSALÍA,121151,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
19,Tusa,"KAROL G",118211,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
