,0
Position,100.5
Streams,152787.725
danceability,0.7444646464646466
energy,0.6703383838383837
key,5.424242424242424
loudness,-5.106464646464645
mode,0.5909090909090909
speechiness,0.12176919191919193
acousticness,0.23367818181818173
instrumentalness,0.006135053737373737
liveness,0.15106666666666674
valence,0.6423939393939394
tempo,125.85786868686863
duration_ms,214931.5404040404
time_signature,3.9696969696969697
