,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",146342,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,"Dance Monkey","Tones And I",140180,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"The Box","Roddy Ricch",113458,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
4,Embargo,SpecialBeatz,109675,https://open.spotify.com/track/4ZLU8RIx6MM7FblmAvRNp3
5,"Don't Start Now","Dua Lipa",100935,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
6,"Godzilla (feat. Juice WRLD)",Eminem,98990,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
7,"Až na měsíc","Viktor Sheen",96719,https://open.spotify.com/track/2687fXBlOk6u6fiwLJ4E1l
8,"Someone You Loved","Lewis Capaldi",86368,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,Falling,"Trevor Daniel",84212,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
10,Circles,"Post Malone",76536,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
11,"Roses - Imanbek Remix","SAINt JHN",75185,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
12,ROXANNE,"Arizona Zervas",74828,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
13,Růže,Calin,73163,https://open.spotify.com/track/0snC0JRK2kq9AbB0AjWTm8
14,"No Time To Die","Billie Eilish",70868,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
15,Señorita,"Shawn Mendes",69016,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
16,"Zrovna jí to najelo","CA$HANOVA BULHAR",68689,https://open.spotify.com/track/1waxcXUYLEme2y1qnubHma
17,LALALA,Grey,68670,https://open.spotify.com/track/55HtKTQeAdPbLz8NtlkaKB
18,"bad guy","Billie Eilish",68370,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
19,"Kytky z pumpy","Renne Dang",66919,https://open.spotify.com/track/0yPHAfN6d4Id9dsUeuWhJm
20,"Ride It",Regard,65475,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
21,"Sunday Best",Surfaces,64487,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
22,"Intentions (feat. Quavo)","Justin Bieber",63588,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
23,Memories,"Maroon 5",63180,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
24,"Say So","Doja Cat",61928,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
25,Mráz,"Viktor Sheen",61375,https://open.spotify.com/track/6MlldqBpDJty0FAqJOi8EY
26,"Moral of the Story",Ashe,61308,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
27,"Rescue Me",OneRepublic,60247,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
28,Neviditelnej,Kontrafakt,60101,https://open.spotify.com/track/1ZX3Qk3dnbGhMUwvlIMwWt
29,Sladká,Dorian,58311,https://open.spotify.com/track/53babpnCbhRGyme9RPksyf
30,"Before You Go","Lewis Capaldi",57892,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
31,"Lose Control",MEDUZA,56388,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
32,"Beautiful People (feat. Khalid)","Ed Sheeran",56380,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
33,Shallow,"Lady Gaga",53341,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
