,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shallow,"Lady Gaga",104630,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
2,Sucker,"Jonas Brothers",96835,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
3,"Let Me Down Slowly","Alec Benjamin",84063,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
4,"Sweet but Psycho","Ava Max",82865,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
5,"7 rings","Ariana Grande",80219,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
6,"High Hopes","Panic! At The Disco",76148,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
7,"break up with your girlfriend, i'm bored","Ariana Grande",71368,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
8,"Giant (with Rag'n'Bone Man)","Calvin Harris",70910,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
9,"Bohemian Rhapsody - Remastered 2011",Queen,69072,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
10,Wow.,"Post Malone",64925,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11,Happier,Marshmello,63914,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"Bad Liar","Imagine Dragons",63424,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
13,"wish you were gay","Billie Eilish",62905,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
14,"bury a friend","Billie Eilish",60952,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
15,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",58028,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
16,"In My Mind",Dynoro,55385,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
17,"Without Me",Halsey,53819,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
18,"Deja Vu","Viktor Sheen",52212,https://open.spotify.com/track/4aJsAfO93RkXuDJwuSL2ku
19,"i'm so tired...",Lauv,51611,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
20,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",51086,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
21,"Dancing With A Stranger (with Normani)","Sam Smith",49550,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
22,Chlorine,"Twenty One Pilots",48531,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau
23,"Here With Me",Marshmello,47631,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
24,"Another One Bites The Dust - Remastered 2011",Queen,47071,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
25,Natural,"Imagine Dragons",46569,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
26,"Last Hurrah","Bebe Rexha",45618,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
27,Voodoo,Earth,43307,https://open.spotify.com/track/64F3v3kdMD21AhvleoExLr
28,Zlatíčka,"Kapitán Demo",43290,https://open.spotify.com/track/3i8Slo4ikWN7k7536CUmez
29,"Don't Call Me Up",Mabel,43276,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
30,Fast,"Juice WRLD",42961,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ
31,2002,Anne-Marie,42765,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
32,"Be Alright","Dean Lewis",42348,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
33,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",41993,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
34,"Always Remember Us This Way","Lady Gaga",41726,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
35,"Kytky z pumpy","Renne Dang",41382,https://open.spotify.com/track/0yPHAfN6d4Id9dsUeuWhJm
36,"Better Now","Post Malone",40991,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
37,"Who Do You Love","The Chainsmokers",40671,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
38,Thunder,"Imagine Dragons",40259,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
39,"Don't Stop Me Now - Remastered 2011",Queen,39941,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
40,"BUDE LÍP","Milion Plus",39460,https://open.spotify.com/track/1HURVedroTlzswJbtfbVEh
41,"Under Pressure - Remastered 2011",Queen,39009,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
42,Believer,"Imagine Dragons",38357,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
43,"Con Calma","Daddy Yankee",38033,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
44,"My Bad",Khalid,37821,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5
45,Talk,Khalid,35973,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
46,"rockstar (feat. 21 Savage)","Post Malone",35021,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
47,"Speechless (feat. Erika Sirola)","Robin Schulz",34836,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
48,"when the party's over","Billie Eilish",34755,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
49,"Solo (feat. Demi Lovato)","Clean Bandit",34439,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
50,Rise,"Jonas Blue",34112,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
51,"thank u, next","Ariana Grande",33457,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
52,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",33159,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
53,"Eastside (with Halsey & Khalid)","benny blanco",33101,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
54,lovely,"Billie Eilish",31606,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
55,"Shape of You","Ed Sheeran",31592,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
56,"Somebody To Love - Remastered 2011",Queen,31354,https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI
57,Sedm,"Nik Tendo",30998,https://open.spotify.com/track/7Kk3JdKFFQv1YN2hluyx1J
58,Youngblood,"5 Seconds of Summer",30990,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
59,"MIDDLE CHILD","J. Cole",30866,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
60,"Happy Now",Kygo,30471,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
61,"We Will Rock You - Remastered",Queen,30393,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
62,"Someone You Loved","Lewis Capaldi",29935,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
