,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Wow.,"Post Malone",503683,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,X,KESI,503203,https://open.spotify.com/track/7iNiRaxUOvd4seviLprqeb
3,"7 rings","Ariana Grande",499384,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
4,Shallow,"Lady Gaga",461699,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
5,"Sweet but Psycho","Ava Max",377787,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
6,"Without Me",Halsey,377693,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
7,"Dancing With A Stranger (with Normani)","Sam Smith",357780,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
8,"Kolde Nætter",Gilli,356792,https://open.spotify.com/track/6OuXYdo2VotwVcV9kEBqS9
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",324298,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10,"Aldrig For Sjov (feat. Branco & Gilli)",ATYPISK,321366,https://open.spotify.com/track/1Td1VKv9mzF6zjFBe8TLgC
11,Million,Fouli,318437,https://open.spotify.com/track/3bsjdAwV1wjPM0abu8Lutl
12,"Love Someone","Lukas Graham",282381,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
13,JUNGLE,MellemFingaMuzik,263124,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
14,"Let Me Down Slowly","Alec Benjamin",262344,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
15,"Skub Det Ud",NODE,259363,https://open.spotify.com/track/6MlALdIHp0ONkZeWWuLqfL
16,"NÅR DU DØR",AMAL,258990,https://open.spotify.com/track/4JP5xrNLDGEgPGaiGQ7yvV
17,"Be Alright","Dean Lewis",256849,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
