,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",57197,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,"Beautiful People (feat. Khalid)","Ed Sheeran",34734,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
3,"bad guy","Billie Eilish",30817,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,"I Don't Care (with Justin Bieber)","Ed Sheeran",29448,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
5,"Goodbyes (Feat. Young Thug)","Post Malone",28129,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
6,"Antisocial (with Travis Scott)","Ed Sheeran",24332,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW
7,"bad guy (with Justin Bieber)","Billie Eilish",23120,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
8,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",21147,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
9,"Piece Of Your Heart",MEDUZA,20441,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
10,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",20299,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
11,"Dance Monkey","Tones And I",20029,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
12,Panini,"Lil Nas X",19018,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
13,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",18783,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
14,Ritual,Tiësto,18135,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
15,Lalala,Y2K,16991,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
16,"Money In The Grave (Drake ft. Rick Ross)",Drake,16949,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
