,0
Position,100.5
Streams,9989.815
danceability,0.6888883248730963
energy,0.607218274111675
key,5.0761421319796955
loudness,-7.184411167512692
mode,0.5786802030456852
speechiness,0.09844213197969547
acousticness,0.24736684771573594
instrumentalness,0.03671730416243655
liveness,0.16717005076142144
valence,0.4843213197969546
tempo,120.09776649746192
duration_ms,193257.27918781727
time_signature,3.964467005076142
