,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",1739534,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Señorita,"Shawn Mendes",916547,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,Ransom,"Lil Tecca",751259,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
4,HALLO,Isah,653240,https://open.spotify.com/track/1WjLQsbfei4kk9OaVxtfIB
5,"Kem Kan Eg Ringe (feat. Store P & Lars Vaular)",Kygo,552742,https://open.spotify.com/track/5CR8jioIWEB0yaS4Ap2mz5
6,"Beautiful People (feat. Khalid)","Ed Sheeran",546755,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
7,"Higher Love",Kygo,532802,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
8,"Goodbyes (Feat. Young Thug)","Post Malone",525018,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
9,"How Do You Sleep?","Sam Smith",485454,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
10,"Someone You Loved","Lewis Capaldi",478758,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,"I Don't Care (with Justin Bieber)","Ed Sheeran",424972,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
12,"Neste Sommer",TIX,416057,https://open.spotify.com/track/5Z2B8cCZagHiTNEmrEO4Pb
13,skittles,Karpe,404725,https://open.spotify.com/track/4xdOjt8F7VlOuu3kpDHEWN
14,"Takeaway (feat. Lennon Stella)","The Chainsmokers",392097,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
15,"Helt Ærlig","Morgan Sulele",381237,https://open.spotify.com/track/00NVYE5PrMpR1gVlC8zPZV
16,"Hvem Er Hun",Arif,368918,https://open.spotify.com/track/1thU1NIPh8ACsoMy9Wz5eV
17,"bad guy","Billie Eilish",356196,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,Shallow,"Lady Gaga",344796,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
19,"Jag Vil Ha Dig",Ringnes-Ronny,335315,https://open.spotify.com/track/0IiWe6NRNBB7QbrCcgUCZX
20,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",330351,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
21,"It's You","Ali Gatie",314359,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
22,"boyfriend (with Social House)","Ariana Grande",294924,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
23,Lalala,Y2K,293653,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
24,"Post Malone (feat. RANI)","Sam Feldt",280057,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
25,"Kind Of Love","Rat City",277346,https://open.spotify.com/track/0Tv9DumSM7K9v4EME1XdsC
26,"The First One","Astrid S",272665,https://open.spotify.com/track/0eQJy4VAW7AkhKIHzXx3jG
27,Insomnia,Daya,269450,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
28,"Piece Of Your Heart",MEDUZA,261524,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
29,"Domen 2019",Soppgirobygget,259102,https://open.spotify.com/track/7cdzfYrqbbMC6auCV0yAQr
30,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",256157,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
31,"Trenger en mann","Staysman & Lazz",249636,https://open.spotify.com/track/3ILRzR8SwJajRjrcySym2F
32,"Sing It With Me","JP Cooper",247833,https://open.spotify.com/track/60DwQiwwglVkTkTwDTTEId
33,"Crazy Enough","Julie Bergan",245540,https://open.spotify.com/track/1kVxCiSSA24IBdQIwOPVhN
34,"Live Fast - PUBGM","Alan Walker",243936,https://open.spotify.com/track/2AyFIMdLgqv5yjbPzIF6Qx
35,"Slide Away","Miley Cyrus",242890,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
36,"All Around The World (La La La)",R3HAB,238870,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
37,"fuck, i'm lonely",Lauv,234045,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
38,"Old Town Road - Remix","Lil Nas X",233358,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
39,"Million Lights",Raaban,231010,https://open.spotify.com/track/2neq77lIMkitQwBwy1EDng
40,Power,Ruben,223756,https://open.spotify.com/track/7yuWNNEypticZS0yPAMPt9
41,"Always Remember Us This Way","Lady Gaga",217794,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
42,"On My Way","Alan Walker",216232,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
43,"Jeg Vil Ikke Leve",TIX,204508,https://open.spotify.com/track/3hQZsgkDDPTi3M1vTyif6G
44,"SOS (feat. Aloe Blacc)",Avicii,200031,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
45,"Spirit in the Sky",KEiiNO,198945,https://open.spotify.com/track/7B7O5jgFpWfc9orZw6FN4K
46,Panini,"Lil Nas X",195121,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
47,STFU,"Julie Bergan",192768,https://open.spotify.com/track/4MY1amv4MW0wyH5vqB89vk
48,"Money In The Grave (Drake ft. Rick Ross)",Drake,191607,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
49,"Harder (with Bebe Rexha)","Jax Jones",181894,https://open.spotify.com/track/5RgBnDtHKFHgtVdqabjGE3
50,"Lay By Me",Ruben,176804,https://open.spotify.com/track/5xQ1yxKzTuPcSNO9FP0lNS
51,"Not Ok",Kygo,159752,https://open.spotify.com/track/6aoGtdWXBkYQ2O2wnyIz2x
52,Lover,"Taylor Swift",159177,https://open.spotify.com/track/0bzbvANY6oETSJLc0wlVGY
53,"Raske Briller","Nicolay Ramm",158413,https://open.spotify.com/track/5lwU311GwiiWBhcXrdy1R4
