,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"death bed (coffee for your head)",Powfu,1523919,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
2,"Intentions (feat. Quavo)","Justin Bieber",1149703,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
3,"Pura Pura Lupa",Mahen,1092134,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
4,"Sunday Best",Surfaces,1073540,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
5,"Bentuk Cinta","Eclat Story",1042268,https://open.spotify.com/track/4J12uL4aNKzRco173fPyYQ
6,Secukupnya,Hindia,1033420,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
7,"Someone You Loved","Lewis Capaldi",1007676,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
8,"Make You Mine",PUBLIC,980918,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
9,Supalonely,BENEE,971319,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
10,"One Only",Pamungkas,954077,https://open.spotify.com/track/7iTF9T1jum3Km6H6WMZpDC
11,Falling,"Trevor Daniel",885039,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
12,"Kenangan Manis",Pamungkas,817134,https://open.spotify.com/track/1tS1dRfxIV9FzqdYTbJgMn
13,Memories,"Maroon 5",762186,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
14,"Waktu Yang Salah","Fiersa Besari",761650,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
15,"Lebih Dari Egoku","Mawar de Jongh",732403,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
16,ROXANNE,"Arizona Zervas",721730,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
17,"LATHI (ꦭꦛꦶ)","Weird Genius",719971,https://open.spotify.com/track/7ksK7gpPDFdY4JLHr1hKfY
18,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",710170,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
19,"Say So","Doja Cat",691835,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
20,Halu,"Feby Putri",661980,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
21,"It's You","Ali Gatie",653251,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
22,"Like That (feat. Gucci Mane)","Doja Cat",651406,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
23,Yummy,"Justin Bieber",637484,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
24,"Sedang Sayang Sayangnya","Mawar de Jongh",635752,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
25,"Alone, Pt. II","Alan Walker",620917,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
26,"Sekali Ini Saja","Glenn Fredly",611278,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
27,"Bad Liar","Imagine Dragons",605337,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
28,Surrender,"Natalie Taylor",603899,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
29,Nyaman,Andmesh,602544,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
30,lowkey,NIKI,596972,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
31,"Boss Bitch","Doja Cat",579673,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
32,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,572819,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
33,"Toosie Slide",Drake,570785,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
34,"Play Date","Melanie Martinez",564489,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
35,"Any song",ZICO,555532,https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn
36,"comethru (bonus track)","Jeremy Zucker",550601,https://open.spotify.com/track/1pV9TLnQdOHbvourRO7x4m
37,bitterlove,"Ardhito Pramono",549664,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
38,Januari,"Glenn Fredly",545854,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
39,"Selamat (Selamat Tinggal)",Virgoun,523362,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
40,"I Love You but I'm Letting Go",Pamungkas,522589,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
41,"10,000 Hours (with Justin Bieber)","Dan + Shay",517298,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
42,"Rindu Dalam Hati","Arsy Widianto",514838,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
43,"Celengan Rindu","Fiersa Besari",514364,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
44,"Tanpa Tergesa","Juicy Luicy",511708,https://open.spotify.com/track/66wRGrt1HmeVa1wtnWMj6C
45,"Don't Start Now","Dua Lipa",497964,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
46,WANNABE,ITZY,494948,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
47,Tolong,"Budi Doremi",493633,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
48,"Rumah Ke Rumah",Hindia,491560,https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF
49,Psycho,"Red Velvet",489517,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
50,"Bad Liar","Anna Hamilton",488515,https://open.spotify.com/track/0X9MxHR1rTkEHDjp95F2OO
51,"Adu Rayu","Yovie Widianto",479201,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
