,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"7 rings","Ariana Grande",523979,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",366738,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,"Without Me",Halsey,328305,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
4,"thank u, next","Ariana Grande",268675,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
5,SOLO,JENNIE,248254,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
6,"Be Alright","Dean Lewis",219330,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
7,"Dancing With A Stranger (with Normani)","Sam Smith",216181,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
8,"Everything I Need (From Aquaman: Original Motion Picture Soundtrack) - Film Version","Skylar Grey",209935,https://open.spotify.com/track/1SO5RyYJZUAI0aHkAkrF2p
9,Wow.,"Post Malone",195561,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
10,"Saturday Nights",Khalid,192273,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
11,"Love Someone","Lukas Graham",191222,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
12,"Sweet but Psycho","Ava Max",178346,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
13,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",164450,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
14,"Beautiful (feat. Camila Cabello)",Bazzi,157567,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
15,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,156425,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
16,"8 Letters","Why Don't We",152336,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
17,Hope,"The Chainsmokers",149630,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5
18,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",140907,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
19,"Eastside (with Halsey & Khalid)","benny blanco",140462,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
20,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",136568,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
21,Better,Khalid,133262,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
22,Happier,Marshmello,132899,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
23,"Let Me Down Slowly","Alec Benjamin",128243,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
24,"Kiss and Make Up","Dua Lipa",127020,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
25,"High Hopes","Panic! At The Disco",122525,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
26,Shallow,"Lady Gaga",116740,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
27,Pulang,Insomniacks,115484,https://open.spotify.com/track/1DVHCvTwuwtZrpYDV4irH5
28,"有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲",A-Lin,113933,https://open.spotify.com/track/3ayrHkyorPEpeOBvZ76SwG
29,"Lost in the Fire",Gesaffelstein,112311,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG
30,imagine,"Ariana Grande",112193,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
31,"when the party's over","Billie Eilish",106077,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
32,Thunderclouds,Sia,102378,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP
33,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,99587,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
34,"You Are The Reason","Calum Scott",97280,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
35,"Girls Like You (feat. Cardi B)","Maroon 5",95835,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
36,"I’M OK",iKON,95378,https://open.spotify.com/track/6uHoPVdPEqXlH1Kd3KqTIJ
37,"Bad Liar","Imagine Dragons",95295,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
38,"Fire On Fire - From ""Watership Down""","Sam Smith",95289,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND
39,"Love Shot",EXO,95236,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
40,2002,Anne-Marie,93448,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
41,"Waste It On Me (feat. BTS)","Steve Aoki",92614,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr
42,"Too Good At Goodbyes","Sam Smith",92070,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
43,lovely,"Billie Eilish",90306,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
44,"Better Now","Post Malone",89054,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
45,"This Feeling","The Chainsmokers",88966,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
46,"Empty Space","James Arthur",88001,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
47,"Say You Won't Let Go","James Arthur",86960,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
48,"I Like Me Better",Lauv,86908,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
49,Perfect,"Ed Sheeran",85777,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
50,"YES or YES",TWICE,82951,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
51,Selow,"Wahyu Selow",82509,https://open.spotify.com/track/1c5ZiOfMbDBHKRNuMfinOb
52,Kepuraanmu,"Luqman Faiz",81686,https://open.spotify.com/track/4GxgD9RR2Np2rLJ75qcTQi
53,"SICKO MODE","Travis Scott",81373,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
54,"no tears left to cry","Ariana Grande",80063,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
55,"Gotta Go","CHUNG HA",79839,https://open.spotify.com/track/0xq4ZTcmwBfkPGo4RRKmMe
56,"Sang Saka Biru","Joe Flizzow",77401,https://open.spotify.com/track/0CayPM8AL7rKylLScIWqb0
57,"Satu Peluang","Andi Bernadee",77000,https://open.spotify.com/track/1uVlyszYMjaMouV6fiR1Xw
58,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",75267,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
59,Youngblood,"5 Seconds of Summer",74585,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
60,"There's No Way (feat. Julia Michaels)",Lauv,73350,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
61,"Big Plans","Why Don't We",69555,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
62,"I'm a Mess","Bebe Rexha",69256,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
63,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,68902,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B
64,"Kisah Antara Kita","One Avenue Band",68841,https://open.spotify.com/track/4i69rFBMTOOucN2QE5bSbq
65,Photograph,"Ed Sheeran",67999,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
66,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",67737,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
67,"Best Part (feat. Daniel Caesar)",H.E.R.,65610,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
68,"LOVE SCENARIO",iKON,65230,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
69,"FAKE LOVE",BTS,64130,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
70,"Ruin My Life","Zara Larsson",64048,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
71,Happier,"Ed Sheeran",63471,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
72,Perasaanku,"Fieya Julia",62482,https://open.spotify.com/track/3527pohmaz4y4tnoksEYGA
73,Darkside,"Alan Walker",62312,https://open.spotify.com/track/6SRWhUJcD2YKahCwHavz3X
74,"Solo (feat. Demi Lovato)","Clean Bandit",61251,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
75,"Giant (with Rag'n'Bone Man)","Calvin Harris",60335,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
76,Bidadari,"Ismail Izzani",60173,https://open.spotify.com/track/22JIvMAvfaP1xox8lxThla
77,"Look Back at It","A Boogie Wit da Hoodie",60018,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
78,Kemarin,Seventeen,59561,https://open.spotify.com/track/2dr6ZMyjUfzjAzDZJsRKtE
79,"New Light","John Mayer",59506,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0
80,"Going Bad (feat. Drake)","Meek Mill",59318,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
81,"As If It's Your Last",BLACKPINK,58128,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
82,"In My Blood","Shawn Mendes",57967,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
83,"MIA (feat. Drake)","Bad Bunny",57760,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
84,"A Thousand Years","Christina Perri",57559,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
85,"Bohemian Rhapsody - Remastered 2011",Queen,57556,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
86,怎麼了,"Eric Chou",57349,https://open.spotify.com/track/2IAumRplFr0Ns09kKgt2je
87,"La Vie en Rose",IZ*ONE,57255,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc
88,idontwannabeyouanymore,"Billie Eilish",57230,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
89,Undecided,"Chris Brown",57189,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
90,breathin,"Ariana Grande",56759,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
91,"Rewrite The Stars","Zac Efron",56380,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
