,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Hasta Que Dios Diga","Anuel AA",1439653,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
2,"CÓMO SE SIENTE - Remix","Jhay Cortez",1273640,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
3,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",1094124,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
4,Safaera,"Bad Bunny",1073824,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
5,"La Jeepeta - Remix","Nio Garcia",988585,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70
6,"Yo Perreo Sola","Bad Bunny",967051,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
7,PORFA,Feid,962427,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
8,Reggaetonera,"Anuel AA",850260,https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
9,Jangueo,"Anuel AA",784525,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81
10,"La Difícil","Bad Bunny",784502,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
11,Rojo,"J Balvin",775331,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
12,Relación,Sech,774643,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
13,Ignorantes,"Bad Bunny",751694,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
14,"BYE ME FUI","Bad Bunny",742939,https://open.spotify.com/track/0FktnzDqjClqU6iqOZVEs2
15,Favorito,Camilo,741734,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
16,"El Efecto - Remix","Rauw Alejandro",739907,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
17,"BAD CON NICKY","Bad Bunny",706387,https://open.spotify.com/track/5bmSver2b3ZXyuyLKtgnFI
18,"MÁS DE UNA CITA","Bad Bunny",690557,https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL
19,Diosa,"Myke Towers",687272,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
20,Tattoo,"Rauw Alejandro",676304,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
21,"Blinding Lights","The Weeknd",648860,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
22,"La Santa","Bad Bunny",638222,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
23,"Hola - Remix",Dalex,616911,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
24,"Sigues Con El","Dímelo Flow",611218,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
25,Jangueo,"Alex Rose",600132,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
26,"Tak Tiki Tak","Harry Nach",594231,https://open.spotify.com/track/0aCTSZQTlmnjQucALTF00s
27,"CANCIÓN CON YANDEL",Yandel,593873,https://open.spotify.com/track/3pm4XtcsRIFFtH2UErk62R
28,"Así Soy Yo","Anuel AA",593665,https://open.spotify.com/track/6NfC2FKfsfzuLIF4lThw0A
29,Narcos,"Anuel AA",552889,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
30,Tusa,"KAROL G",541617,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
31,"Que Se Joda","Anuel AA",518054,https://open.spotify.com/track/5p3JJehpKHjr9pJT5eD2Lz
32,"A Tu Merced","Bad Bunny",497256,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
33,"Fútbol & Rumba (feat. Enrique Iglesias)","Anuel AA",488171,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM
34,"La Cama - Remix",Lunay,480442,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
35,"PA' ROMPERLA","Bad Bunny",468363,https://open.spotify.com/track/5XqCz18k96K8tx6DAYM97i
36,"Si Veo a Tu Mamá","Bad Bunny",464320,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
37,Keii,"Anuel AA",460427,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
38,"Dance Monkey","Tones And I",454509,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
39,Vete,"Bad Bunny",449126,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
40,"TKN (feat. Travis Scott)",ROSALÍA,448464,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
41,Girl,"Myke Towers",437203,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
42,Locura,"Cali Y El Dandee",433122,https://open.spotify.com/track/5379uuUPHodsdVhy8pIAAr
43,Morado,"J Balvin",431100,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
44,Inolvidable,"Ovy On The Drums",428683,https://open.spotify.com/track/0OTtnwUO8natNWSwdZvXVF
